COUNTY,MESOZONE,rank11,rank21,rank23,rank3133,rank42,rank4445,rank4849,rank22,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,rank99
64013,1422,1,1,8,9,4,7,4,2,3,6,2,6,1,7,9,10,5,8,3,5,5
64013,1423,2,2,2,8,6,9,4,6,2,4,5,9,2,8,7,10,2,4,2,7,5
64013,1424,2,2,9,8,6,9,8,2,4,4,2,6,2,5,5,10,2,7,2,7,9
64013,1425,1,4,8,7,2,9,6,1,3,6,1,7,1,9,5,10,3,4,7,5,
64013,1426,2,2,7,4,7,6,10,2,2,2,5,4,2,9,8,8,6,5,9,2,9
64013,1427,2,2,10,4,2,9,8,2,2,5,2,7,2,4,7,8,5,9,6,6,8
64013,1428,1,1,10,6,3,7,8,1,3,4,5,6,1,8,4,9,1,9,5,6,7
64013,1429,2,1,4,10,3,6,2,6,1,8,4,8,1,3,9,9,7,7,5,4,1
64013,1430,1,1,5,6,5,9,4,1,7,6,1,7,1,9,7,10,1,8,3,4,2
64013,1431,1,1,9,7,4,9,5,3,2,8,2,6,1,8,7,10,3,5,6,4,1
64013,1432,2,2,8,9,2,8,4,2,5,6,7,6,2,9,5,10,2,2,7,2,6
64013,1433,7,1,9,1,3,8,6,1,4,5,4,3,1,9,6,10,5,7,7,1,1
64013,1434,1,1,9,3,7,8,8,6,2,5,4,3,1,7,9,10,5,4,5,2,
64013,1435,2,4,9,7,1,9,6,3,1,4,3,8,1,5,5,8,5,10,7,3,1
64013,1436,1,1,8,10,7,8,5,3,1,7,1,6,1,9,4,9,5,6,1,4,5
64013,1437,1,1,9,6,3,8,7,2,4,4,5,2,1,9,5,10,6,8,7,3,1
64013,1438,1,1,9,5,2,8,4,1,3,7,5,7,1,9,6,10,4,8,3,6,3
64013,1439,5,2,7,3,1,8,7,3,4,5,3,8,1,9,6,9,1,10,6,2,2
64013,1440,2,1,9,5,2,8,4,1,6,7,4,3,1,10,6,8,5,9,7,3,6
64013,1441,2,2,9,2,8,9,2,2,2,7,6,2,2,8,6,10,2,7,5,5,2
64013,1442,3,1,6,9,6,10,4,1,1,7,5,3,1,5,8,8,1,7,9,1,1
64013,1443,2,2,8,2,6,7,6,2,5,2,7,2,2,10,2,5,4,8,9,9,8
64013,1444,2,2,9,8,6,5,6,2,2,2,7,8,2,9,6,2,2,5,10,2,3
64013,1445,1,1,9,5,6,7,5,4,4,1,3,6,1,10,7,8,1,8,9,1,5
64013,1446,1,,8,4,4,9,6,2,3,3,5,1,,8,6,7,5,9,10,7,
64013,1447,1,1,8,5,3,9,3,1,7,4,1,6,1,10,4,7,5,9,8,6,
64013,1448,4,1,6,8,3,7,5,3,9,1,8,5,1,6,4,10,6,2,9,2,7
64013,1449,2,1,4,7,4,10,8,2,3,8,1,7,1,4,9,9,3,6,6,5,6
64013,1450,4,1,6,1,1,10,3,1,5,1,4,6,1,9,7,7,8,9,8,4,5
64013,1451,1,1,9,9,1,7,4,3,5,3,5,6,2,8,7,10,3,8,1,6,5
64013,1452,1,1,1,6,4,9,5,2,3,7,9,7,1,5,8,10,8,6,3,4,9
64013,1453,1,3,7,4,3,10,9,8,5,7,2,2,1,1,9,8,4,4,6,6,2
64013,1454,2,2,8,6,7,8,7,4,2,2,4,6,2,5,9,10,2,2,9,5,3
64013,1455,1,1,6,9,8,9,4,3,5,7,2,3,1,6,8,10,5,1,7,4,8
64013,1456,2,2,8,7,2,4,2,2,4,8,5,9,2,5,9,6,2,6,8,10,2
64013,1457,1,1,8,9,3,7,4,6,6,10,5,7,1,8,5,9,3,1,1,4,2
64013,1458,1,1,9,7,5,8,4,1,4,6,1,3,1,3,5,10,7,7,9,6,5
64013,1459,3,3,9,6,8,9,7,3,3,3,3,7,3,3,3,10,3,6,3,8,2
64013,1460,3,3,7,3,3,10,3,6,7,3,3,8,9,6,8,9,3,3,3,3,1
64013,1461,2,6,7,7,2,9,2,2,4,4,2,8,2,2,6,10,5,5,8,9,6
64013,1462,6,1,10,8,1,9,7,1,1,5,1,5,1,8,6,9,3,7,4,5,6
64013,1463,2,1,8,9,4,8,4,2,3,5,1,6,1,10,7,7,3,9,6,5,4
64013,1464,1,1,6,10,3,9,4,3,5,8,2,6,1,2,8,9,4,7,5,7,9
64013,1465,1,1,6,6,5,8,4,1,5,9,1,7,2,10,9,8,3,7,3,4,2
64013,1466,5,1,5,3,2,8,5,1,4,6,4,7,1,7,8,10,3,9,2,9,6
64013,1467,1,4,6,5,3,9,4,1,1,9,1,5,1,6,8,10,7,8,1,7,4
64013,1468,2,1,7,9,3,8,5,8,1,10,2,6,1,3,6,9,5,5,4,4,
64013,1469,1,1,3,5,3,8,4,7,4,9,1,8,1,5,5,10,6,7,9,1,7
64013,1470,1,1,8,9,1,6,6,4,4,8,1,5,2,7,9,10,3,5,3,7,1
64013,1471,2,2,9,5,4,2,2,6,4,8,2,6,2,9,7,10,2,7,5,8,4
64013,1472,2,4,8,5,2,9,2,2,6,7,2,10,2,7,9,8,5,2,6,2,8
64013,1473,2,2,6,5,2,9,2,7,6,9,2,10,2,2,8,8,5,4,2,6,5
64013,1474,5,2,6,8,4,6,2,2,5,7,2,10,2,2,9,7,2,9,8,4,7
64013,1475,1,1,7,5,1,10,6,4,3,7,1,9,1,8,9,8,1,4,4,6,6
64013,1476,1,1,8,7,3,7,6,1,4,9,4,10,1,3,8,9,2,5,6,5,5
64013,1477,,,6,8,6,7,7,2,3,9,1,8,1,5,10,9,4,4,3,5,8
64013,1478,1,1,10,2,3,3,5,3,5,4,6,7,1,6,9,9,1,8,5,7,1
64013,1479,2,2,8,5,2,10,5,2,7,8,4,7,2,6,2,9,2,2,9,5,5
64013,1480,1,3,5,8,6,9,3,1,4,7,1,8,1,4,10,9,2,5,7,6,5
64013,1481,2,2,2,2,5,6,6,2,9,8,7,7,2,2,8,9,2,10,2,5,6
64013,1482,2,2,2,8,2,7,2,2,5,8,2,9,2,7,10,6,2,9,2,6,5
64013,1483,3,3,6,8,8,9,7,3,6,7,3,3,3,3,3,9,3,3,3,9,
64013,1484,1,1,7,5,1,9,1,6,4,10,1,6,1,7,8,9,3,8,5,4,9
64013,1485,1,1,3,6,4,9,1,5,6,7,5,10,1,3,9,7,3,8,4,8,5
64013,1486,3,3,3,9,3,9,3,3,3,6,3,8,3,6,8,7,7,10,3,3,6
64013,1487,1,5,9,8,4,9,1,1,6,8,6,10,1,7,5,7,3,3,4,1,8
64013,1488,1,,9,6,3,7,8,,4,5,2,10,2,4,7,9,8,6,2,5,6
64013,1489,1,1,4,8,1,9,6,5,6,3,3,10,1,5,8,9,1,4,7,7,4
64013,1490,2,2,8,4,5,9,2,2,6,7,4,7,2,6,10,8,2,5,2,9,7
64013,1491,3,3,8,3,3,8,9,3,3,10,3,8,3,7,3,6,6,3,6,3,7
64013,1492,2,2,6,2,2,7,2,2,2,8,8,10,2,7,5,9,2,5,6,9,9
64013,1493,1,1,1,6,9,4,3,5,3,9,5,10,1,4,7,8,1,5,8,7,9
64013,1494,2,2,2,8,2,5,2,2,9,7,6,10,2,6,9,8,5,2,2,6,1
64013,1495,1,1,3,7,2,9,5,4,3,6,5,8,1,10,4,7,1,9,8,6,3
64013,1496,2,2,10,7,5,9,2,2,6,8,2,9,5,2,7,7,6,2,2,2,3
64013,1497,2,2,7,2,2,8,8,2,2,9,4,9,2,5,7,10,6,5,6,2,8
64013,1498,1,1,6,6,4,9,8,1,5,8,4,7,1,1,9,10,5,3,6,1,
64013,1499,2,2,10,2,2,5,2,2,7,7,2,9,2,2,8,6,2,7,9,6,
64013,1500,1,3,10,4,6,8,1,5,1,8,4,7,1,4,9,9,3,1,7,6,4
64013,1501,2,2,5,6,2,7,6,2,2,9,2,9,2,8,10,8,2,2,2,7,8
64013,1502,2,2,8,2,2,6,2,2,7,9,2,5,2,2,8,10,6,9,7,5,5
64013,1503,2,1,7,7,2,9,3,4,5,6,8,10,,1,8,9,6,3,3,5,4
64013,1504,1,1,8,7,1,8,3,1,5,6,7,8,1,6,10,9,3,5,4,4,4
64013,1505,2,2,9,5,2,10,9,2,2,4,2,7,2,6,2,8,7,8,6,5,3
64013,1506,3,3,3,8,3,8,9,3,3,3,3,3,3,9,3,10,3,3,3,7,2
64013,1507,2,2,5,5,2,4,9,7,2,6,6,8,2,8,2,10,4,9,7,2,1
64013,1508,6,2,7,9,2,10,2,2,2,9,2,8,2,5,6,7,5,7,2,2,9
64013,1509,1,1,8,7,1,10,6,1,1,3,4,5,1,7,9,9,6,5,8,4,3
64013,1510,2,2,9,2,2,7,5,2,5,5,6,4,2,7,7,9,2,10,8,2,5
64013,1511,1,2,3,6,4,10,5,4,7,3,4,9,1,8,8,9,1,2,7,6,8
64013,1512,2,2,9,10,5,8,7,2,2,7,2,2,2,2,6,9,2,8,2,6,3
64013,1513,2,1,6,9,4,9,7,5,3,9,6,10,1,3,5,7,2,1,8,4,4
64013,1514,2,2,7,9,2,7,2,5,6,5,2,8,2,2,6,10,2,9,2,8,3
64013,1515,2,2,10,4,2,9,6,2,6,5,4,5,2,8,8,9,2,7,7,2,9
64013,1516,1,1,9,8,4,7,8,1,5,4,5,3,1,6,3,10,7,1,8,6,2
64013,1517,2,2,6,6,2,10,4,2,2,8,4,9,2,7,7,8,5,5,9,2,7
64013,1518,1,1,5,8,1,8,5,3,7,4,4,7,1,2,10,9,6,3,9,6,7
64013,1519,1,1,9,5,4,8,2,3,4,7,1,10,1,6,5,7,3,8,5,9,7
64013,1520,2,2,8,7,2,8,2,2,5,9,2,5,2,9,7,10,2,6,2,6,5
64013,1521,2,2,8,2,5,8,5,2,4,10,2,4,2,9,9,6,2,6,7,7,7
64013,1522,2,2,8,2,7,6,2,2,2,9,5,8,2,10,4,5,7,6,9,2,1
64013,1523,2,8,9,7,2,10,2,2,2,6,2,5,2,2,7,9,2,5,8,6,4
64013,1524,1,1,9,4,1,10,7,2,3,9,6,7,1,4,8,8,3,4,6,5,7
64013,1525,3,3,3,3,6,9,7,3,3,9,3,10,3,7,3,8,3,6,3,8,4
64013,1526,1,5,8,7,1,10,3,1,6,4,3,9,1,1,8,9,5,4,7,6,7
64013,1527,3,3,9,3,3,10,3,7,8,3,3,3,3,8,3,6,9,7,6,3,
64013,1528,2,2,5,7,2,10,6,2,2,8,6,8,2,5,7,9,2,9,2,2,5
64013,1529,2,2,5,7,6,9,2,5,2,2,2,7,2,2,9,10,2,8,6,8,7
64013,1530,2,2,10,2,2,2,2,9,7,7,2,8,2,9,7,6,2,5,6,2,5
64013,1531,3,3,10,8,3,6,3,3,3,7,3,6,3,9,6,8,3,9,3,3,1
64013,1532,3,3,8,3,3,6,3,3,3,8,3,3,3,10,3,9,7,9,3,7,3
64013,1533,2,2,5,7,4,5,9,8,2,5,2,8,2,6,2,9,7,5,10,2,8
64013,1534,1,1,9,7,5,8,6,1,4,8,2,4,2,9,3,10,2,5,7,6,8
64013,1535,2,2,8,4,6,10,4,2,5,8,2,2,2,9,9,7,4,7,2,6,6
64013,1536,2,,10,2,1,8,6,3,4,9,6,4,,4,5,7,7,2,8,8,4
64013,1537,2,2,10,7,2,7,6,2,4,9,6,2,2,5,8,2,5,8,9,2,9
64013,1538,1,2,5,7,3,8,4,4,5,7,2,8,1,6,6,9,2,9,10,1,4
64013,1539,3,3,9,6,3,3,6,7,9,3,3,3,3,3,10,8,8,3,6,3,1
64013,1540,5,2,2,6,7,6,2,2,2,9,2,7,2,10,8,9,2,8,2,2,6
64013,1541,1,1,6,1,9,9,1,1,7,8,3,5,1,3,7,10,6,5,8,4,5
64013,1542,2,2,6,4,2,7,9,2,2,10,5,9,2,2,8,7,6,8,5,2,5
64013,1543,2,2,8,4,2,7,5,2,2,7,8,6,2,9,10,9,5,6,2,2,6
64013,1544,1,1,4,5,1,7,6,1,4,8,5,8,1,3,9,9,1,6,7,10,
64013,1545,1,1,9,7,4,8,7,1,5,5,2,10,1,8,6,9,4,3,6,2,9
64013,1546,1,1,6,9,7,9,5,3,1,5,2,8,1,6,7,10,3,4,4,8,2
64013,1547,2,2,5,5,2,7,4,2,2,8,2,8,2,9,10,9,2,6,6,7,2
64013,1548,3,1,5,6,4,9,6,1,7,8,5,8,1,1,3,10,1,4,9,7,6
64013,1549,1,1,5,7,4,8,3,3,7,10,3,8,1,6,9,9,2,6,2,5,3
64013,1550,1,1,6,4,5,9,8,1,1,7,3,7,1,4,9,10,3,6,5,8,
64013,1551,1,2,5,6,5,10,4,2,1,9,4,9,1,7,8,8,3,3,7,6,6
64013,1552,1,1,7,8,3,9,4,3,5,9,3,8,1,6,10,6,1,7,1,5,5
64013,1553,2,2,4,5,4,8,2,2,6,6,9,10,2,7,8,8,2,6,2,4,
64013,1554,2,2,6,8,6,10,4,2,2,9,2,8,2,4,5,9,5,7,7,2,3
64013,1555,1,3,6,8,1,6,1,4,5,7,1,10,1,5,8,9,1,4,9,7,1
64013,1556,2,7,2,9,2,7,9,2,6,2,5,8,2,8,5,10,2,2,2,5,6
64013,1557,2,2,8,6,9,7,2,2,5,4,6,7,2,2,10,8,2,5,4,9,2
64013,1558,1,1,9,8,3,6,5,1,1,6,4,10,1,4,8,8,3,5,7,9,2
64013,1559,2,2,5,7,4,10,6,2,8,9,2,5,2,8,7,9,2,4,6,2,8
64013,1560,3,3,6,9,6,10,7,3,3,8,3,7,3,3,9,8,3,3,3,3,2
64013,1561,1,1,7,3,2,9,7,4,1,6,4,6,1,8,5,9,5,10,8,3,6
64013,1562,1,1,5,8,3,9,3,1,7,4,1,7,1,8,6,5,5,10,9,4,2
64013,1563,2,2,6,7,2,10,8,2,2,4,4,5,2,9,6,8,5,7,9,2,5
64013,1564,2,2,7,6,2,8,2,2,5,5,2,2,2,9,7,10,2,9,7,6,7
64013,1565,2,2,7,5,2,8,6,2,2,4,2,8,2,10,5,6,7,9,9,4,5
64013,1566,7,2,2,2,2,9,2,2,2,9,8,8,2,7,5,5,2,10,6,2,
64013,1567,1,1,7,1,5,8,6,4,1,5,6,7,1,9,3,9,8,10,3,4,1
64013,1568,6,1,5,7,2,7,2,1,1,4,8,4,1,8,9,6,5,10,9,3,2
64013,1569,4,1,9,8,3,9,3,1,5,5,6,4,1,7,7,10,1,8,6,2,7
64013,1570,3,3,8,7,3,3,3,3,9,9,3,3,3,6,7,8,3,10,6,3,4
64013,1571,1,5,9,7,1,8,6,1,3,3,4,5,1,9,7,6,1,10,8,4,2
64013,1572,7,3,9,3,3,3,6,3,3,3,7,3,3,10,3,9,3,8,8,3,2
64013,1573,2,2,8,7,2,9,2,2,2,2,2,5,2,10,2,9,5,8,7,6,6
64013,1574,,,9,6,7,5,2,3,2,9,4,7,1,6,7,10,3,8,5,4,3
64013,1575,1,1,6,8,5,9,3,2,5,3,4,8,1,7,7,10,9,6,3,2,7
64013,1576,2,2,8,5,5,10,2,7,2,6,8,6,2,9,6,2,2,8,2,4,6
64013,1577,1,1,7,6,5,9,5,1,6,4,4,3,1,8,9,10,3,8,7,3,4
64013,1578,7,2,2,9,6,10,4,2,5,7,6,2,2,5,8,8,2,9,2,2,6
64013,1579,2,2,9,7,2,5,9,2,7,6,2,10,2,6,8,2,2,2,8,2,1
64013,1580,2,2,9,5,2,7,6,2,2,5,4,10,2,9,6,7,4,8,7,2,9
64013,1581,1,1,5,6,3,8,7,1,4,8,1,9,1,6,9,10,1,5,4,7,3
64013,1582,5,1,7,4,1,6,1,8,7,9,3,9,4,3,10,8,1,1,4,6,3
64013,1583,1,1,4,8,1,10,4,5,7,9,6,7,1,3,6,9,1,3,7,5,
64013,1584,2,2,10,9,5,8,2,2,2,2,6,2,2,7,9,7,8,2,6,2,2
64013,1585,2,2,5,6,8,6,9,2,2,10,2,8,2,7,5,9,2,2,2,2,1
64013,1586,2,2,2,2,5,5,6,2,5,9,7,8,2,8,9,10,6,2,7,4,5
64013,1587,2,2,2,8,2,7,2,2,2,6,7,10,2,2,8,9,5,9,2,6,
64013,1588,2,2,9,8,2,10,8,2,2,2,2,5,2,5,4,6,6,7,9,7,6
64013,1589,4,2,7,6,5,9,6,8,2,4,2,10,2,2,7,9,5,2,2,8,6
64013,1590,1,1,6,7,5,9,4,1,4,3,4,7,1,8,3,10,2,8,9,6,
64013,1591,2,4,9,6,2,6,5,2,2,2,4,8,2,5,7,7,7,2,10,8,3
64013,1592,2,2,8,9,2,9,2,2,2,8,7,10,2,7,2,6,6,2,5,2,3
64013,1593,2,1,3,9,1,8,4,5,6,8,1,10,1,5,9,7,4,3,7,6,6
64013,1594,1,1,3,6,7,8,3,2,7,9,4,10,1,5,8,9,6,4,5,2,2
64013,1595,1,1,8,9,1,3,7,3,6,8,7,9,1,3,4,10,2,5,5,6,5
64013,1596,1,1,4,6,3,9,9,5,7,8,2,10,1,1,3,8,5,6,7,2,
64013,1597,1,1,3,5,7,1,5,1,7,9,6,10,1,4,8,9,3,6,8,3,1
64013,1598,3,3,3,8,7,9,3,3,3,9,3,10,3,3,8,6,6,3,7,3,4
64013,1599,1,3,1,8,1,8,4,1,7,9,6,9,5,6,7,10,1,1,4,5,4
64013,1600,2,2,2,9,2,5,8,2,5,7,6,10,2,2,7,8,9,2,2,6,3
64013,1601,2,2,5,5,2,10,2,2,6,9,9,8,2,7,5,7,2,4,2,8,3
64013,1602,2,2,6,7,6,8,5,2,2,9,4,9,2,2,4,10,8,7,2,5,
64013,1603,1,1,4,5,3,9,5,1,6,9,1,10,1,1,8,8,4,5,7,7,7
64013,1604,1,1,3,8,9,8,3,4,6,9,5,4,1,1,7,10,6,7,1,5,6
64013,1605,1,1,7,7,4,6,3,5,6,8,4,9,1,3,8,10,1,1,5,9,9
64013,1606,2,2,9,8,2,4,5,2,2,7,6,9,2,7,8,10,2,5,2,6,4
64013,1607,1,1,6,5,1,9,3,3,7,9,1,7,1,4,8,10,6,4,8,5,6
64013,1608,3,2,,9,4,8,5,3,4,6,6,10,1,8,7,9,2,7,5,1,6
64013,1609,1,1,6,2,3,8,4,3,4,9,3,7,1,5,10,8,5,9,7,6,2
64013,1610,1,1,1,5,7,9,1,5,8,10,3,9,1,4,7,5,6,7,4,3,2
64013,1611,2,6,4,8,5,10,2,2,9,7,2,8,2,2,7,9,4,6,2,5,4
64013,1612,1,1,8,9,2,7,3,3,1,9,5,8,1,4,7,5,4,6,10,6,5
64013,1613,1,1,7,5,4,9,7,1,3,8,5,10,1,1,8,9,1,6,4,6,3
64013,1614,2,2,8,8,2,7,2,6,2,5,5,9,2,4,7,10,4,2,4,8,1
64013,1615,1,1,9,6,3,7,4,4,1,5,4,9,2,8,3,8,2,10,6,7,4
64013,1616,2,2,4,2,5,5,2,6,2,8,9,7,2,2,9,10,7,6,8,2,4
64013,1617,2,2,8,9,2,7,5,6,5,9,4,5,2,2,8,10,2,5,7,2,2
64013,1618,2,2,10,5,2,7,2,2,8,2,2,9,2,8,9,5,2,5,7,6,5
64013,1619,2,2,5,10,5,9,6,6,7,8,2,9,2,4,8,7,2,2,2,2,4
64013,1620,1,1,4,6,1,6,5,3,5,9,3,10,1,1,9,8,7,8,7,4,6
64013,1621,1,1,5,7,1,8,3,1,9,5,1,10,1,6,9,8,3,7,6,4,8
64013,1622,2,2,8,2,7,7,10,2,2,8,5,9,2,4,5,9,6,2,2,4,
64013,1623,2,1,6,3,4,5,2,5,8,8,1,9,1,6,10,7,7,3,9,4,2
64013,1624,1,1,5,7,1,5,1,3,6,8,4,10,1,3,9,9,1,7,8,6,7
64013,1625,1,1,8,9,6,6,3,1,5,7,3,10,5,1,9,8,7,1,4,1,2
64013,1626,2,2,6,6,5,8,4,2,2,10,2,9,2,7,8,9,2,4,2,7,2
64013,1627,2,7,7,8,6,2,2,2,2,10,2,8,2,6,8,9,5,2,2,5,2
64013,1628,2,2,5,2,2,8,2,2,2,7,5,10,2,6,6,8,2,8,6,9,5
64013,1629,2,1,3,7,6,10,8,1,4,5,6,9,1,5,9,7,3,8,1,4,8
64013,1630,2,2,5,9,2,8,2,2,4,8,6,10,2,2,9,7,4,6,7,2,3
64013,1631,1,1,7,5,5,8,3,1,6,7,1,10,1,4,9,9,1,4,8,6,9
64013,1632,1,1,5,7,8,6,4,4,3,7,1,10,2,6,9,9,2,3,8,5,1
64013,1633,1,,7,8,6,7,4,3,5,9,6,9,1,4,8,10,2,5,2,3,6
64013,1634,2,1,8,7,5,9,5,2,3,8,6,9,1,1,6,10,4,7,4,3,1
64013,1635,2,2,8,8,4,5,7,5,4,6,2,9,2,7,2,10,2,9,2,4,4
64013,1636,4,1,7,9,8,6,3,1,6,1,2,4,1,9,8,10,7,3,5,5,6
64013,1637,2,2,6,9,2,5,2,2,2,8,5,10,2,5,8,9,2,7,2,7,5
64013,1638,1,1,4,9,1,8,6,7,1,5,1,9,1,3,6,10,5,7,7,4,2
64013,1639,3,1,8,9,6,7,1,4,3,8,1,7,1,6,10,9,5,1,4,5,
64013,1640,,3,2,6,5,10,8,3,4,7,1,6,,9,8,9,4,7,3,5,7
64013,1641,1,1,7,6,1,8,4,4,5,1,3,10,1,5,9,9,3,7,8,5,3
64013,1642,1,1,6,8,8,10,4,2,5,5,1,9,1,7,7,9,3,6,3,4,7
64013,1643,2,1,6,8,3,9,5,1,7,6,7,9,1,4,10,8,4,3,5,2,7
64013,1644,1,1,4,4,2,6,8,5,7,7,2,9,1,8,9,10,3,3,5,6,2
64013,1645,1,1,5,7,4,8,3,1,3,8,2,10,1,4,9,9,7,5,6,6,1
64013,1646,1,1,4,8,7,9,6,1,9,6,5,10,1,3,8,7,5,1,1,4,8
64013,1647,2,5,7,8,4,2,2,2,2,8,5,10,2,2,8,9,2,7,6,6,9
64013,1648,2,2,9,9,7,2,4,2,8,6,4,6,2,10,6,5,8,2,5,2,6
64013,1649,1,1,6,8,5,8,1,1,7,9,1,9,1,6,7,10,4,4,5,3,7
64013,1650,1,1,4,8,7,9,1,1,6,6,4,9,1,3,8,10,7,5,3,4,
64013,1651,1,5,4,10,1,7,5,1,8,8,3,9,1,4,7,9,1,1,6,6,3
64013,1652,2,2,2,10,2,9,5,2,8,8,2,9,2,4,7,6,5,7,4,6,9
64013,1653,1,3,1,5,8,7,1,1,9,6,3,10,1,5,8,9,3,7,4,6,2
64013,1654,5,4,3,9,4,9,1,3,6,8,1,10,1,1,7,8,6,7,2,5,
64013,1655,2,4,5,10,2,9,2,8,6,7,7,8,2,2,6,9,4,2,4,2,
64013,1656,,2,6,9,1,9,7,,4,7,3,10,4,5,8,8,2,6,3,5,3
64013,1657,1,1,1,9,6,8,4,3,8,5,1,10,1,7,6,9,5,7,4,3,9
64013,1658,1,1,6,8,7,2,3,4,8,6,9,10,1,5,7,9,3,1,5,4,2
64013,1659,2,1,7,9,5,8,,3,5,8,7,9,2,3,6,10,4,1,4,6,5
64013,1660,1,3,4,6,4,7,7,1,9,10,6,9,1,4,8,8,5,1,1,3,5
64013,1661,3,3,3,10,9,8,3,3,3,7,9,8,3,3,6,6,7,3,3,3,
64013,1662,1,1,5,4,9,9,3,1,4,8,6,10,1,6,5,8,7,3,7,1,1
64013,1663,1,8,8,5,4,5,4,1,9,5,3,9,1,1,10,6,1,7,7,1,4
64013,1664,,2,4,10,5,9,6,2,5,8,6,9,2,4,7,8,1,7,3,,7
64013,1665,3,1,6,10,6,8,1,1,5,9,3,9,1,5,8,7,1,4,4,7,7
64013,1666,,5,6,8,4,7,3,1,7,8,1,9,,3,10,9,5,2,4,6,8
64013,1667,2,3,4,7,2,8,3,,5,7,2,10,4,6,8,9,,5,6,9,9
64013,1668,1,4,6,9,7,8,2,3,7,4,1,10,1,5,6,9,5,3,8,2,9
64013,1669,1,1,4,6,2,10,3,4,6,8,7,9,1,8,5,7,2,9,3,5,3
64013,1670,1,4,3,9,1,10,2,1,6,8,4,9,1,5,7,8,6,3,5,7,2
64013,1671,1,1,4,9,6,7,5,1,5,1,8,9,1,4,8,10,7,3,3,6,6
64013,1672,3,3,3,3,3,9,3,3,3,7,9,10,3,6,8,8,7,3,3,6,9
64013,1673,1,7,1,4,5,10,5,1,1,8,6,7,1,3,6,9,4,1,9,8,8
64013,1674,1,1,7,6,6,8,5,5,8,9,7,10,1,3,1,9,1,4,3,3,9
64013,1675,1,2,6,5,8,9,1,1,3,9,7,10,2,5,7,8,4,4,5,2,7
64013,1676,1,1,3,5,8,9,1,1,7,8,5,10,4,4,6,9,6,7,1,1,8
64013,1677,,,7,8,5,7,3,2,4,9,5,10,3,2,9,8,4,6,6,2,3
64013,1678,6,1,6,10,4,9,4,1,8,9,8,6,1,7,3,5,1,3,2,5,4
64013,1679,1,3,9,9,7,3,4,1,1,8,8,7,1,6,6,10,4,1,5,5,5
64013,1680,1,1,3,8,5,9,1,1,5,9,7,10,1,6,7,8,4,4,3,6,
64013,1681,2,2,4,8,2,5,2,2,9,7,6,8,2,2,5,10,7,2,5,8,2
64013,1682,1,4,6,8,6,9,1,5,4,7,3,10,1,5,4,9,1,6,8,1,8
64013,1683,2,2,5,8,4,7,2,2,5,8,6,10,2,4,7,9,2,2,6,9,8
64013,1684,1,1,8,6,8,9,1,3,2,7,3,7,1,5,10,9,3,5,4,6,1
64013,1685,3,3,3,10,7,7,3,3,8,6,6,9,3,3,7,3,3,3,3,9,5
64013,1686,2,1,7,9,7,6,4,1,3,8,5,10,1,5,4,9,6,3,2,8,1
64013,1687,3,3,9,8,6,1,1,1,7,6,5,8,1,4,9,10,5,6,1,4,2
64013,1688,1,1,5,8,4,7,3,3,4,10,7,9,1,6,8,9,1,5,1,6,4
64013,1689,1,1,6,7,9,8,3,1,5,7,6,10,1,3,7,9,1,4,4,5,4
64013,1690,1,1,8,7,3,6,4,1,9,5,8,9,1,1,6,10,3,7,5,4,7
64013,1691,1,1,2,9,3,7,1,2,4,8,7,10,4,4,9,8,5,1,6,6,
64013,1692,1,1,6,8,4,7,3,5,5,7,2,10,1,3,9,9,1,4,6,8,3
64013,1693,1,1,9,3,1,10,1,4,8,9,6,7,1,5,8,7,5,6,1,4,5
64013,1694,2,7,7,2,2,9,5,2,2,8,4,10,2,2,8,9,6,4,6,2,7
64013,1695,1,1,4,6,7,8,1,3,5,9,5,10,1,3,8,9,1,7,6,3,
64013,1696,1,1,1,7,3,7,3,5,6,9,6,10,1,1,8,9,4,5,3,8,6
64013,1697,2,1,6,6,2,7,3,1,3,4,8,10,1,5,9,9,5,8,7,3,3
64013,1698,1,1,5,7,2,4,2,3,5,9,5,10,1,6,9,8,8,3,7,3,9
64013,1699,1,1,3,7,5,9,4,6,1,8,7,10,1,1,8,9,1,6,5,4,2
64013,1700,1,1,1,5,1,9,3,5,4,7,4,10,1,6,9,8,8,1,7,6,7
64013,1701,6,1,8,9,7,5,1,1,4,1,7,10,1,1,4,9,6,4,3,8,
64013,1702,2,2,2,8,5,8,2,5,4,6,6,9,2,6,10,9,2,2,4,7,5
64013,1703,2,2,5,4,5,8,2,2,7,7,8,10,2,4,6,9,6,9,2,2,4
64013,1704,3,3,3,8,3,9,3,3,3,3,3,10,3,3,8,7,3,3,9,3,8
64013,1705,7,3,3,8,8,3,3,3,3,3,3,3,3,3,9,8,3,3,10,3,5
64013,1706,2,2,6,2,2,7,2,2,2,6,7,10,2,9,2,8,6,9,2,8,1
64013,1707,3,3,3,3,3,9,3,3,8,3,3,8,3,3,3,10,7,8,3,3,
64013,1708,4,4,4,9,4,4,9,4,4,4,4,8,4,4,4,4,10,4,4,4,8
64013,1709,3,3,3,3,3,9,3,3,3,7,3,10,3,3,6,9,6,7,8,8,3
64013,1710,4,4,4,9,4,4,4,4,4,8,8,4,4,4,9,10,4,4,4,4,3
64013,1711,2,2,6,2,8,5,2,2,2,6,9,7,2,2,6,8,2,2,10,9,6
