Industry_NAICS6_MakeUse,X1111A0,X1111B0,X111200,X111300,X111400,X111900,X1121A0,X112120,X112A00,X112300,X113000,X114000,X115000,X211000,X212100,X2122A0,X212230,X212310,X2123A0,X213111,X21311A,X221100,X221200,X221300,X230301,X230302,X233210,X233230,X233240,X233262,X233293,X2332A0,X2332B0,X233411,X233412,X2334A0,X321100,X321200,X321910,X3219A0,X327100,X327200,X327310,X327320,X327330,X327390,X327400,X327910,X327991,X327992,X327993,X327999,X331110,X331200,X33131A,X331314,X33131B,X331411,X331419,X331420,X331490,X331510,X331520,X33211A,X332114,X33211B,X332200,X332310,X332320,X332410,X332420,X332430,X332500,X332600,X332710,X332720,X332800,X33291A,X332913,X332991,X33299A,X332996,X33299B,X333111,X333112,X333120,X333130,X33329A,X333220,X333295,X33331A,X333313,X333314,X333315,X33341A,X333414,X333415,X333511,X33351A,X333514,X33351B,X333611,X333612,X333613,X333618,X33391A,X333912,X333920,X333991,X33399A,X333993,X333994,X33399B,X334111,X334112,X33411A,X334210,X334220,X334290,X334300,X33441A,X334413,X334418,X334510,X334511,X334512,X334513,X334514,X334515,X334516,X334517,X33451A,X334610,X335110,X335120,X335210,X335221,X335222,X335224,X335228,X335311,X335312,X335313,X335314,X335911,X335912,X335920,X335930,X335991,X335999,X336111,X336112,X336120,X336211,X336212,X336213,X336214,X336310,X336320,X3363A0,X336350,X336360,X336370,X336390,X336411,X336412,X336413,X336414,X33641A,X336500,X336611,X336612,X336991,X336992,X336999,X337110,X337121,X337122,X33712A,X337127,X33721A,X337215,X337900,X339112,X339113,X339114,X339115,X339116,X339910,X339920,X339930,X339940,X339950,X339990,X311111,X311119,X311210,X311221,X31122A,X311225,X311230,X311300,X311410,X311420,X31151A,X311513,X311514,X311520,X31161A,X311615,X311700,X311810,X3118A0,X311910,X311920,X311930,X311940,X311990,X312110,X312120,X312130,X312140,X312200,X313100,X313200,X313300,X314110,X314120,X314900,X315000,X316000,X322110,X322120,X322130,X322210,X322220,X322230,X322291,X322299,X323110,X323120,X324110,X324121,X324122,X324190,X325110,X325120,X325130,X325180,X325190,X325211,X3252A0,X325310,X325320,X325411,X325412,X325413,X325414,X325510,X325520,X325610,X325620,X325910,X3259A0,X326110,X326120,X326130,X326140,X326150,X326160,X326190,X326210,X326220,X326290,X420000,X441000,X445000,X452000,X4A0000,X481000,X482000,X483000,X484000,X485000,X486000,X48A000,X492000,X493000,X511110,X511120,X511130,X5111A0,X511200,X512100,X512200,X515100,X515200,X517110,X517210,X517A00,X518200,X5191A0,X519130,X52A000,X522A00,X523A00,X523900,X524100,X524200,X525000,X531000,X532100,X532A00,X532400,X533000,X541100,X541511,X541512,X54151A,X541200,X541300,X541400,X541610,X5416A0,X541700,X541800,X5419A0,X541920,X541940,X550000,X561100,X561200,X561400,X561600,X561700,X561900,X561300,X561500,X562000,X611100,X611A00,X611B00,X621100,X621200,X621300,X621400,X621500,X621600,X621900,X622000,X623A00,X623B00,X624100,X624A00,X624400,X711100,X711200,X711A00,X711500,X712000,X713100,X713200,X713900,X721000,X722110,X722211,X722A00,X811100,X811200,X811300,X811400,X812100,X812200,X812300,X812900,X813100,X813A00,X813B00,X814000,S00500,S00600,X491000,S00700,S00201,S00202,S00203
335930,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,12.02,0,0,2645.2,1605.15,1058.08,450.89,1797.53,4142.14,0,3192.27,1358.67,6787.33,523.03,6252.28,0,0,0,156.31,0,126.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.94,36.07,0,0,150.3,0,679.33,0,0,0,0,0,0,0,571.12,0,0,0,0,30.06,0,0,0,66.13,66.13,210.41,18.04,102.2,48.09,162.32,625.23,517.02,156.31,0,360.71,132.26,252.5,30.06,234.46,432.85,0,168.33,0,0,553.09,156.31,288.57,294.58,456.9,294.58,306.6,0,0,0,0,0,198.39,1178.31,0,180.35,0,0,0,0,0,535.05,649.28,186.37,823.62,186.37,655.29,0,0,1370.69,4238.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.69,378.74,0,12.02,0,0,0,0,0,0,102.2,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,18.04,0,0,0,24.05,48.09,48.09,0,84.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.17,114.22,6.01,1364.68,0,0,0,0,0,0,0,0,0,198.39,168.33,0,144.28,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,36.07,0,0,0,0,0,396.78,0,0,0,0,0,0,0,42.08,12.02,0,0,24.05,48.09,30.06,12.02,0,0,0,0,0,0,84.17,18.04,210.41,120.24,42.08,0,120.24,36.07,0,0,0,0,0,0,0,0,0,78.15,1003.97,0,0,0,0,120.24
335991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.19,0,0,0,0,0,0,0,0,0,0,0,0,2182.29,468.92,1400.75,0,0,0,0,0,0,258.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.41,0,0,6.01,240.47,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.37,108.21,1003.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,0,0,0,30.06,0,0,468.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.59,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,174.34,0,48.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,811.59,0,42.08,0,174.34,372.73,0,162.32,0,54.11,0,2007.94,0,0,0,156.31,0,288.57,0,138.27,0,174.34,0,84.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,0,6.01,408.8
335999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,144.28,6.01,0,24.05,30.06,6.01,192.38,12.02,66.13,6.01,504.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388.73,30.06,0,0,36.07,0,36.07,0,54.11,0,36.07,0,0,0,553.09,0,0,0,0,631.24,0,0,0,697.37,156.31,270.53,24.05,6.01,0,12.02,12.02,150.3,6.01,649.28,643.26,6.01,12.02,6.01,6.01,54.11,0,12.02,30.06,0,18.04,6.01,6.01,6.01,6.01,0,420.83,222.44,0,0,0,0,0,48.09,0,847.67,0,0,0,0,0,24.05,36.07,6.01,78.15,6.01,18.04,0,0,48.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,6.01,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,84.17,0,0,0,6.01,0,703.38,0,0,0,0,42.08,0,0,0,0,0,0,0,0,0,0,0,42.08,42.08,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.41,114.22,24.05,0,0,0,0,0,0,0,0,0,324.64,1274.5,0,0,0,0,48.09
336111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.37,66.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.18,7604.94,222.44,6156.09,162.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5128.07,5903.6,84.17,3697.26,931.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.7,0,1430.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,0,0,0,0,0,0,0,0,0,2657.22,0,0,0,631.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,6.01
336310,18.04,84.17,6.01,6.01,6.01,18.04,0,36.07,6.01,6.01,12.02,36.07,0,114.22,114.22,90.18,18.04,42.08,60.12,30.06,54.11,6.01,0,0,162.32,60.12,42.08,6.01,60.12,102.2,36.07,84.17,108.21,210.41,36.07,456.9,0,0,12.02,0,0,6.01,18.04,90.18,12.02,24.05,6.01,0,0,6.01,0,6.01,0,6.01,0,0,6.01,0,0,0,6.01,6.01,0,0,0,0,0,12.02,6.01,0,0,0,0,0,6.01,0,6.01,0,0,0,0,0,0,456.9,4653.14,571.12,204.4,6.01,0,6.01,0,0,0,0,0,0,0,0,0,0,6.01,450.89,0,0,3913.69,6.01,6.01,1382.72,0,6.01,0,0,0,0,6.01,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,619.22,0,0,0,0,0,0,0,0,42563.62,52212.58,1196.35,0,0,0,0,60.12,6.01,60.12,595.17,6.01,0,66.13,0,565.11,0,0,0,6.01,0,3408.7,0,0,1743.43,6.01,0,6.01,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,6.01,6.01,0,0,0,0,0,0,0,0,6.01,0,6.01,24.05,18.04,18.04,0,6.01,0,120.24,0,6.01,0,6.01,6.01,6.01,78.15,42.08,30.06,30.06,0,0,0,0,0,0,0,0,0,0,18.04,6.01,30.06,0,0,0,0,36.07,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,6.01,0,0,0,1785.51,114.22,210.41,36.07,727.43,0,6.01,0,4623.08,54.11,0,198.39,396.78,438.86,54.11,0,6.01,144.28,12.02,18.04,0,0,0,138.27,234.46,6.01,108.21,12.02,0,48.09,84.17,42.08,0,12.02,24.05,0,48.09,649.28,0,12.02,0,0,6.01,6.01,6.01,0,420.83,24.05,6.01,0,138.27,90.18,36.07,0,6.01,6.01,12.02,6.01,228.45,78.15,1070.1,54.11,18.04,18.04,2013.96,0,24.05,12.02,12.02,0,0,0,48.09,60.12,72.14,60.12,12.02,0,78.15,150.3,6.01,0,0,0,0,0,0,12.02,6.01,24.05,48.09,60.12,12.02,38722.07,54.11,0,0,12.02,0,48.09,144.28,12.02,78.15,6.01,0,1106.17,0,1058.08,0,0,18.04,18.04
336320,126.25,547.07,54.11,54.11,36.07,90.18,120.24,366.72,72.14,30.06,0,54.11,24.05,138.27,144.28,36.07,12.02,18.04,18.04,24.05,24.05,6.01,0,0,438.86,84.17,180.35,6.01,300.59,420.83,180.35,336.66,637.25,841.65,78.15,2993.88,6.01,0,18.04,12.02,0,0,18.04,120.24,12.02,42.08,6.01,0,0,0,0,6.01,78.15,0,0,0,0,0,0,0,0,0,0,0,0,0,150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334.62,535.05,1539.02,6.01,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,517.02,0,0,5362.54,0,0,0,0,0,0,0,0,36.07,6.01,12.02,0,486.96,36.07,60.12,324.64,30.06,48.09,6.01,216.43,18.04,18.04,24.05,48.09,42.08,6.01,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,5140.1,14332.16,1611.17,438.86,288.57,6.01,60.12,1346.65,5801.4,667.31,673.32,0,18.04,456.9,0,0,0,0,0,0,180.35,0,0,0,96.19,0,24.05,24.05,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,6.01,0,0,6.01,0,0,0,0,0,6.01,6.01,0,0,6.01,18.04,0,114.22,0,0,0,0,0,24.05,24.05,18.04,0,0,0,0,0,0,6.01,0,0,0,0,0,54.11,30.06,18.04,0,0,0,0,72.14,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,2290.5,1725.39,1545.04,18.04,3144.18,0,42.08,0,13165.87,84.17,0,360.71,114.22,991.95,120.24,12.02,12.02,559.1,12.02,24.05,0,0,0,54.11,174.34,6.01,12.02,0,18.04,42.08,138.27,66.13,60.12,66.13,54.11,0,150.3,559.1,24.05,24.05,0,0,0,0,0,0,258.51,78.15,180.35,0,498.98,685.35,156.31,0,6.01,571.12,18.04,12.02,306.6,222.44,2416.75,102.2,48.09,48.09,246.48,0,2254.43,84.17,18.04,0,0,24.05,42.08,60.12,96.19,763.5,78.15,6.01,282.56,228.45,102.2,0,0,0,0,0,6.01,30.06,36.07,18.04,36.07,36.07,6.01,26421.91,36.07,102.2,0,6.01,0,54.11,276.54,12.02,60.12,6.01,0,14368.23,114.22,0,0,0,0,42.08
3363A0,0,0,0,0,0,0,0,0,0,0,30.06,12.02,6.01,210.41,216.43,216.43,36.07,84.17,126.25,48.09,96.19,12.02,0,0,1857.65,1154.27,715.41,108.21,637.25,2013.96,649.28,1623.19,1520.99,2651.21,336.66,2386.69,6.01,0,6.01,84.17,0,6.01,12.02,60.12,12.02,36.07,6.01,0,0,6.01,6.01,0,18.04,6.01,0,0,12.02,0,0,0,6.01,12.02,0,0,0,0,0,12.02,12.02,0,6.01,0,6.01,0,6.01,6.01,6.01,6.01,0,6.01,0,0,6.01,601.18,715.41,2080.09,72.14,12.02,0,0,0,0,0,0,0,0,6.01,0,6.01,0,6.01,0,0,0,6.01,6.01,12.02,12.02,0,18.04,0,0,0,6.01,6.01,0,0,6.01,0,0,0,6.01,6.01,6.01,0,0,6.01,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,16508.43,24991.1,5554.91,234.46,1244.44,90.18,829.63,1707.35,12.02,1202.36,2494.9,6.01,0,931.83,12.02,0,6.01,0,0,6.01,0,6.01,0,0,480.94,6.01,0,0,6.01,6.01,6.01,6.01,6.01,6.01,6.01,0,6.01,0,0,6.01,6.01,0,18.04,6.01,0,6.01,18.04,0,0,0,6.01,0,0,6.01,6.01,30.06,24.05,18.04,6.01,18.04,0,144.28,42.08,18.04,0,6.01,6.01,0,90.18,48.09,54.11,42.08,0,0,0,0,0,0,0,0,0,0,18.04,6.01,18.04,0,0,0,0,36.07,0,6.01,0,0,0,0,0,0,0,6.01,0,0,6.01,0,0,18.04,0,6.01,0,6.01,6.01,6.01,0,0,6.01,0,0,0,0,0,6.01,0,0,0,1647.24,883.74,817.61,18.04,2759.42,0,84.17,0,4803.44,330.65,0,132.26,1785.51,589.16,66.13,0,6.01,48.09,12.02,18.04,0,0,1034.03,6.01,18.04,0,12.02,12.02,0,36.07,138.27,54.11,6.01,12.02,36.07,0,66.13,1088.14,12.02,12.02,0,0,0,6.01,6.01,0,114.22,0,228.45,0,180.35,288.57,60.12,0,6.01,0,18.04,6.01,252.5,78.15,1749.44,150.3,12.02,12.02,673.32,0,12.02,66.13,18.04,0,228.45,0,18.04,54.11,72.14,96.19,0,42.08,492.97,342.67,282.56,0,12.02,0,12.02,0,6.01,18.04,12.02,66.13,2302.52,90.18,12.02,24846.81,126.25,0,0,18.04,0,48.09,204.4,6.01,90.18,12.02,0,1346.65,0,1202.36,0,0,0,0
