Industry_NAICS6_MakeUse,X1111A0,X1111B0,X111200,X111300,X111400,X111900,X1121A0,X112120,X112A00,X112300,X113000,X114000,X115000,X211000,X212100,X2122A0,X212230,X212310,X2123A0,X213111,X21311A,X221100,X221200,X221300,X230301,X230302,X233210,X233230,X233240,X233262,X233293,X2332A0,X2332B0,X233411,X233412,X2334A0,X321100,X321200,X321910,X3219A0,X327100,X327200,X327310,X327320,X327330,X327390,X327400,X327910,X327991,X327992,X327993,X327999,X331110,X331200,X33131A,X331314,X33131B,X331411,X331419,X331420,X331490,X331510,X331520,X33211A,X332114,X33211B,X332200,X332310,X332320,X332410,X332420,X332430,X332500,X332600,X332710,X332720,X332800,X33291A,X332913,X332991,X33299A,X332996,X33299B,X333111,X333112,X333120,X333130,X33329A,X333220,X333295,X33331A,X333313,X333314,X333315,X33341A,X333414,X333415,X333511,X33351A,X333514,X33351B,X333611,X333612,X333613,X333618,X33391A,X333912,X333920,X333991,X33399A,X333993,X333994,X33399B,X334111,X334112,X33411A,X334210,X334220,X334290,X334300,X33441A,X334413,X334418,X334510,X334511,X334512,X334513,X334514,X334515,X334516,X334517,X33451A,X334610,X335110,X335120,X335210,X335221,X335222,X335224,X335228,X335311,X335312,X335313,X335314,X335911,X335912,X335920,X335930,X335991,X335999,X336111,X336112,X336120,X336211,X336212,X336213,X336214,X336310,X336320,X3363A0,X336350,X336360,X336370,X336390,X336411,X336412,X336413,X336414,X33641A,X336500,X336611,X336612,X336991,X336992,X336999,X337110,X337121,X337122,X33712A,X337127,X33721A,X337215,X337900,X339112,X339113,X339114,X339115,X339116,X339910,X339920,X339930,X339940,X339950,X339990,X311111,X311119,X311210,X311221,X31122A,X311225,X311230,X311300,X311410,X311420,X31151A,X311513,X311514,X311520,X31161A,X311615,X311700,X311810,X3118A0,X311910,X311920,X311930,X311940,X311990,X312110,X312120,X312130,X312140,X312200,X313100,X313200,X313300,X314110,X314120,X314900,X315000,X316000,X322110,X322120,X322130,X322210,X322220,X322230,X322291,X322299,X323110,X323120,X324110,X324121,X324122,X324190,X325110,X325120,X325130,X325180,X325190,X325211,X3252A0,X325310,X325320,X325411,X325412,X325413,X325414,X325510,X325520,X325610,X325620,X325910,X3259A0,X326110,X326120,X326130,X326140,X326150,X326160,X326190,X326210,X326220,X326290,X420000,X441000,X445000,X452000,X4A0000,X481000,X482000,X483000,X484000,X485000,X486000,X48A000,X492000,X493000,X511110,X511120,X511130,X5111A0,X511200,X512100,X512200,X515100,X515200,X517110,X517210,X517A00,X518200,X5191A0,X519130,X52A000,X522A00,X523A00,X523900,X524100,X524200,X525000,X531000,X532100,X532A00,X532400,X533000,X541100,X541511,X541512,X54151A,X541200,X541300,X541400,X541610,X5416A0,X541700,X541800,X5419A0,X541920,X541940,X550000,X561100,X561200,X561400,X561600,X561700,X561900,X561300,X561500,X562000,X611100,X611A00,X611B00,X621100,X621200,X621300,X621400,X621500,X621600,X621900,X622000,X623A00,X623B00,X624100,X624A00,X624400,X711100,X711200,X711A00,X711500,X712000,X713100,X713200,X713900,X721000,X722110,X722211,X722A00,X811100,X811200,X811300,X811400,X812100,X812200,X812300,X812900,X813100,X813A00,X813B00,X814000,S00500,S00600,X491000,S00700,S00201,S00202,S00203
113000,0,0,0,0,0,0,0,0,0,0,18450.25,0,36.07,0,282.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39768.13,10634.89,6468.71,1707.35,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.11,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.72,0,0,0,0,0,0,0,0,0,0,667.31,0,0,0,1130.22,0,0,0,0,0,0,0,270.53,0,0,0,0,0,0,0,0,0,0,0,36.07,0,535.05,126.25,156.31,228.45,0,0,0,0,0,0,0,0,0,0,541.06,150.3,1863.66,13117.77,9600.86,0,0,0,0,0,0,276.54,0,0,0,54.11,18.04,0,0,0,1707.35,0,54.11,0,492.97,0,0,0,0,396.78,96.19,0,0,0,24.05,0,0,0,0,0,0,0,10695.01,348.69,3378.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.14,1064.09,0,0,0,0,0,0,498.98,3282.45,0,0,0,0,1683.31,1520.99,22526.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025.98,0,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.85,84.17,0,0,0,0,0,0,0,0,1124.21,649.28,324.64,0,0,0,0,0,0,0,0,60.12,66.13,480.94,949.87,25718.53,2410.74,931.83,0,0,0,0,0,0,0,0,120.24,0,216.43,0,0,0,0,0,192.38,0,192.38
115000,7598.93,48737.75,7761.25,12167.91,4118.09,11698.98,8152.02,9841.33,2224.37,2062.05,16803.01,54.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.8,0,0,0,0,84.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211000,0,0,0,0,0,0,0,0,0,0,0,0,0,151744.12,0,12.02,0,6.01,66.13,0,6.01,95804.22,203944.68,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,18.04,6.01,6.01,0,6.01,6.01,6.01,0,0,6.01,0,0,0,0,0,24.05,0,312.61,0,6.01,0,0,0,0,0,0,6.01,0,0,0,0,6.01,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,6.01,0,6.01,6.01,6.01,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,6.01,6.01,0,0,6.01,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,6.01,6.01,0,0,0,0,0,6.01,0,6.01,6.01,0,6.01,6.01,6.01,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,6.01,0,0,0,6.01,0,0,6.01,6.01,6.01,6.01,0,0,0,0,6.01,6.01,6.01,6.01,6.01,6.01,0,0,0,0,6.01,6.01,0,0,6.01,0,0,0,0,0,0,0,0,6.01,30.06,24.05,6.01,0,0,0,0,12.02,0,2401592.25,30.06,6.01,9540.74,29800.55,697.37,234.46,3979.82,11975.53,1617.18,372.73,372.73,66.13,114.22,282.56,12.02,108.21,60.12,54.11,264.52,66.13,6.01,721.42,6.01,0,0,0,0,0,12.02,6.01,0,0,408.8,90.18,144.28,180.35,390.77,0,0,0,0,138.27,17295.98,0,0,48.09,18.04,0,0,0,0,6.01,0,12.02,0,36.07,18.04,0,6.01,0,0,0,0,6.01,18.04,0,12.02,0,228.45,342.67,42.08,18.04,24.05,18.04,6.01,0,0,0,96.19,0,6.01,0,36.07,18.04,18.04,0,6.01,739.45,12.02,30.06,12.02,12.02,6.01,24.05,0,12.02,78.15,0,30.06,84.17,78.15,48.09,36.07,36.07,6.01,24.05,12.02,925.82,270.53,48.09,54.11,36.07,78.15,6.01,12.02,30.06,6.01,24.05,18.04,0,138.27,384.76,577.13,390.77,18.04,126.25,24.05,18.04,12.02,36.07,24.05,264.52,30.06,0,12.02,132.26,0,0,0,0,9570.8,486.96,42966.41,43230.93
212100,0,0,0,0,0,0,0,0,0,3973.81,6.01,0,0,529.04,39022.67,246.48,120.24,114.22,402.79,36.07,78.15,40627.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,18.04,6.01,6.01,901.77,2392.7,1695.33,835.64,180.35,174.34,1689.32,66.13,66.13,282.56,553.09,144.28,61116.07,613.2,691.36,685.35,1208.37,30.06,186.37,246.48,408.8,775.52,589.16,6.01,0,0,6.01,6.01,6.01,0,6.01,0,0,0,6.01,6.01,6.01,6.01,0,6.01,0,6.01,0,6.01,6.01,6.01,12.02,12.02,6.01,6.01,6.01,0,6.01,0,6.01,0,6.01,6.01,6.01,6.01,6.01,6.01,0,6.01,6.01,6.01,6.01,6.01,0,6.01,6.01,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,30.06,6.01,6.01,6.01,6.01,6.01,12.02,12.02,12.02,18.04,6.01,12.02,24.05,24.05,12.02,12.02,0,6.01,6.01,6.01,6.01,0,0,0,12.02,6.01,6.01,6.01,0,12.02,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,174.34,192.38,204.4,1003.97,198.39,102.2,138.27,511,324.64,631.24,192.38,186.37,198.39,42.08,589.16,294.58,150.3,348.69,216.43,324.64,72.14,48.09,60.12,180.35,282.56,330.65,72.14,78.15,144.28,24.05,114.22,108.21,18.04,0,6.01,6.01,0,480.94,3961.78,2879.66,456.9,318.63,18.04,96.19,66.13,0,0,2212.35,330.65,84.17,961.89,396.78,48.09,36.07,240.47,1009.98,324.64,78.15,78.15,18.04,30.06,54.11,6.01,24.05,12.02,12.02,54.11,18.04,0,66.13,114.22,24.05,18.04,54.11,24.05,12.02,162.32,96.19,12.02,54.11,102.2,0,0,0,0,0,0,0,0,0,0,6.01,0,30.06,6.01,0,0,0,0,0,0,0,0,6.01,6.01,0,0,0,0,72.14,0,12.02,12.02,0,0,0,4568.98,84.17,0,6.01,0,6.01,0,0,0,0,54.11,0,0,0,613.2,6.01,6.01,0,0,300.59,6.01,6.01,0,0,0,6.01,0,6.01,12.02,0,6.01,6.01,0,0,0,0,0,0,0,312.61,78.15,12.02,30.06,12.02,30.06,0,0,0,0,6.01,6.01,0,48.09,120.24,709.39,529.04,90.18,30.06,6.01,6.01,6.01,12.02,6.01,60.12,6.01,0,0,42.08,0,0,9426.52,0,0,0,28027.06,0
2122A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557.06,2428.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.19,30.06,42.08,0,0,0,0,438.86,0,150.3,0,0,25844.78,402.79,2344.61,517.02,0,0,10634.89,90.18,3787.44,0,0,0,0,0,0,0,0,0,0,0,0,474.93,0,0,0,0,0,0,0,0,72.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.59,0,0,0,0,0,18.04,0,0,0,0,0,0,0,36.07,0,30.06,12.02,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,847.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.11,0,0,0,174.34,667.31,1833.6,2945.79,354.7,0,0,709.39,0,0,0,0,0,559.1,0,0,0,0,162.32,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.4,0,0,0,589.16,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09,1460.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07,0,0,0,0,0,0,0,0,66.13,0,0,2957.81,276.54,0,763.5,0,18624.59,5031.89,312.61,2681.27,0,0,0,0,0,0,0,0,0,0,0,0,715.41,0,0,294.58,0,0,0,0,0,210.41,150.3,0,0,78.15,0,0,0,0,0,0,0,0,0,0,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,0,54.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.56,1845.63,348.69,42.08,0,0,0,0,0,0,0,0,126.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,30.06,18.04,0,18.04,54.11,138.27,30.06,324.64,0,54.11,234.46,48.09,78.15,0,0,0,0,0,0,0,3565,114.22,1406.76,589.16,0,0,0,0,0,0,943.85,0,0,0,222.44,0,0,0,0,6.01,0,0,0,336.66,504.99,0,0,0,222.44,0,0,775.52,0,0,0,0,0,0,0,54.11,30.06,90.18,0,0,0,637.25,72.14,210.41,18.04,0,48.09,0,3240.37,252.5,300.59,192.38,42.08,54.11,186.37,114.22,0,1412.78,180.35,0,354.7,0,318.63,72.14,0,0,0,0,0,0,0,0
212310,270.53,2993.88,312.61,132.26,108.21,288.57,276.54,565.11,234.46,36.07,0,0,0,0,2777.46,0,0,3150.19,426.84,0,18.04,1136.23,0,108.21,9528.72,2615.14,0,0,1545.04,0,11626.84,0,1587.12,10676.98,0,9775.2,0,0,0,0,0,0,835.64,3871.61,709.39,372.73,1442.83,0,943.85,727.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.32,120.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895.76,0,0,0,0,0,0,0,0,0,661.3,0,0,0,96.19,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.9
2123A0,6.01,2200.32,6.01,12.02,0,324.64,0,60.12,12.02,0,0,0,6.01,0,96.19,6.01,18.04,108.21,1232.42,60.12,78.15,1833.6,0,541.06,288.57,535.05,0,0,312.61,0,1298.55,0,276.54,10412.46,0,1605.15,0,0,0,0,1382.72,2188.3,84.17,15251.96,1671.28,601.18,1112.19,126.25,270.53,360.71,613.2,709.39,108.21,0,0,0,0,0,0,0,0,414.81,84.17,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.15,0,0,0,0,6.01,0,0,0,0,0,0,0,12.02,0,6.01,6.01,6.01,42.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.11,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.43,42.08,264.52,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,60.12,1028.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.67,234.46,0,0,0,0,0,0,0,6.01,2867.63,264.52,0,0,36.07,841.65,1136.23,102.2,0,0,3372.63,0,0,0,0,0,799.57,739.45,0,150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.18,156.31,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.87,0,0,0,222.44,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,462.91,0,0,0,0,234.46
213111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21311A,0,0,0,0,0,0,0,0,0,0,0,0,0,21089.43,3955.77,1316.59,1070.1,2224.37,1761.46,8380.46,1629.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.33,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221100,577.13,1382.72,787.55,757.49,204.4,985.94,877.72,2206.33,529.04,661.3,96.19,12.02,222.44,5771.34,1022.01,1665.27,715.41,1154.27,1304.56,84.17,252.5,4893.61,12.02,480.94,1623.19,661.3,480.94,252.5,697.37,871.71,595.17,1250.46,1256.47,2819.54,589.16,1905.74,1226.41,1496.94,745.46,486.96,444.87,1899.73,2062.05,535.05,222.44,240.47,631.24,138.27,90.18,234.46,643.26,102.2,7869.46,1094.15,4809.45,1028.02,1016,54.11,529.04,571.12,703.38,1827.59,817.61,913.8,168.33,511,523.03,1052.07,1124.21,150.3,240.47,907.78,276.54,402.79,1334.62,1232.42,1941.81,835.64,78.15,444.87,228.45,252.5,697.37,312.61,126.25,462.91,511,517.02,108.21,210.41,240.47,30.06,162.32,78.15,132.26,126.25,559.1,348.69,162.32,336.66,342.67,276.54,114.22,192.38,649.28,270.53,192.38,486.96,60.12,517.02,84.17,60.12,354.7,126.25,102.2,126.25,150.3,354.7,54.11,54.11,643.26,1845.63,312.61,144.28,607.19,42.08,102.2,48.09,198.39,114.22,42.08,96.19,156.31,90.18,192.38,72.14,78.15,90.18,96.19,30.06,114.22,192.38,150.3,132.26,270.53,42.08,336.66,348.69,186.37,192.38,583.15,703.38,150.3,174.34,90.18,60.12,114.22,823.62,474.93,649.28,841.65,288.57,871.71,1166.29,1046.06,697.37,709.39,78.15,120.24,252.5,408.8,162.32,84.17,102.2,66.13,378.74,156.31,180.35,78.15,126.25,354.7,168.33,96.19,601.18,504.99,48.09,144.28,72.14,84.17,264.52,60.12,90.18,246.48,751.48,336.66,601.18,955.88,1334.62,252.5,180.35,372.73,961.89,1136.23,1028.02,667.31,517.02,342.67,378.74,1617.18,1364.68,270.53,1406.76,817.61,541.06,228.45,114.22,348.69,733.44,1286.53,763.5,426.84,108.21,444.87,438.86,655.29,216.43,132.26,48.09,144.28,192.38,60.12,312.61,5603.01,3546.97,1406.76,709.39,246.48,396.78,258.51,3775.42,156.31,4436.72,541.06,336.66,288.57,1418.79,2615.14,486.96,4653.14,3823.51,4773.38,913.8,805.58,216.43,390.77,1496.94,180.35,300.59,324.64,234.46,583.15,342.67,78.15,1214.39,1821.58,685.35,138.27,402.79,210.41,1256.47,4250.35,655.29,120.24,547.07,26482.03,5621.04,19790.88,14362.22,32289.44,859.69,294.58,2579.07,1845.63,1539.02,54.11,877.72,709.39,11260.12,913.8,264.52,132.26,138.27,565.11,601.18,108.21,1737.41,120.24,6637.04,3378.64,336.66,4400.65,174.34,180.35,1178.31,2170.26,2422.76,1298.55,1190.34,1418.79,18.04,466270.05,378.74,667.31,432.85,234.46,1262.48,697.37,625.23,360.71,547.07,1292.54,246.48,378.74,108.21,4959.74,943.85,877.72,300.59,114.22,24468.07,859.69,637.25,955.88,595.17,1064.09,1328.61,667.31,523.03,1190.34,1935.8,10370.37,360.71,4653.14,2410.74,1551.05,1749.44,685.35,637.25,583.15,25646.39,8164.04,1262.48,1779.5,1088.14,2344.61,300.59,450.89,1166.29,288.57,841.65,1563.07,643.26,7929.58,13646.81,14247.99,18450.25,7412.56,3787.44,583.15,420.83,511,3571.02,649.28,2470.85,1496.94,384.76,288.57,3066.02,0,8548.8,1298.55,835.64,5729.26,1388.73,5735.27,7689.11
