MESOZONE,1_constr,2_eduhlth,3_finance,4_public,5_info,6_ret_leis,7_manu,8_other,9_profbus,10_ttu,total_jobs,total_households,rank11,rank21,rank22,rank23,rank3133,rank42,rank4445,rank4849,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,COUNTY,lehd_total,diff
250092173002,12,256,17,9,10,29,0,22,45,14,414,424,,,,4.0,,,2.0,,,4.0,,4.0,,49.0,63.0,83.0,,4.0,25.0,,25009.0,238.0,176.0
250092173003,100,256,75,72,39,284,74,71,219,207,1397,725,,,,36.0,100.0,22.0,267.0,12.0,3.0,17.0,,21.0,15.0,9.0,5.0,20.0,4.0,149.0,53.0,,25009.0,733.0,664.0
250092173004,15,476,3,0,22,78,329,13,22,122,1080,319,,,,5.0,468.0,43.0,,25.0,5.0,1.0,,360.0,,12.0,506.0,79.0,99.0,25.0,8.0,,25009.0,1636.0,-556.0
250092173005,15,165,14,1,11,59,7,8,41,20,341,517,,,,5.0,6.0,,17.0,,,5.0,,8.0,,,492.0,9.0,,12.0,4.0,,25009.0,558.0,-217.0
250092174001,19,203,108,0,22,83,8,47,60,6,556,390,,,,7.0,,,30.0,,,52.0,2.0,3.0,17.0,2.0,,55.0,34.0,130.0,23.0,,25009.0,355.0,201.0
250092174002,33,270,21,23,9,114,7,54,144,5,680,1153,,,,5.0,,2.0,71.0,,3.0,,6.0,32.0,,71.0,,71.0,2.0,117.0,50.0,,25009.0,430.0,250.0
250092174003,12,88,25,19,27,84,9,29,138,30,461,690,,,,13.0,10.0,1.0,45.0,,,1.0,,4.0,,2.0,,4.0,23.0,40.0,1.0,1.0,25009.0,145.0,316.0
250092174004,84,235,36,1,39,238,78,70,173,64,1018,1347,,,471.0,9.0,32.0,24.0,115.0,4.0,,,35.0,17.0,,25.0,,42.0,11.0,183.0,71.0,,25009.0,1039.0,-21.0
250092175001,18,18,18,1,5,40,0,1,20,11,132,368,,,,6.0,,2.0,3.0,14.0,8.0,,2.0,5.0,,8.0,,8.0,,7.0,,,25009.0,63.0,69.0
250092175002,8,22,9,3,9,10,0,13,58,0,132,485,,,,,2.0,2.0,13.0,,,6.0,,,,,,7.0,93.0,,,,25009.0,123.0,9.0
250092175003,1,23,9,1,9,12,4,5,23,4,91,419,,,,6.0,,2.0,3.0,,,11.0,,1.0,,2.0,,2.0,,,2.0,,25009.0,29.0,62.0
250092175004,10,19,2,0,7,23,0,22,90,0,173,284,,,,3.0,,,5.0,,,,,,,,,17.0,,39.0,10.0,,25009.0,74.0,99.0
250092175005,11,49,17,2,15,30,3,16,81,18,242,535,,,,2.0,,,10.0,,,,1.0,11.0,,,20.0,,,,30.0,,25009.0,74.0,168.0
250092175006,20,499,66,195,68,86,71,55,202,15,1277,758,,,,86.0,10.0,5.0,22.0,2.0,63.0,31.0,6.0,45.0,,9.0,103.0,80.0,,65.0,123.0,326.0,25009.0,976.0,301.0
250092176001,23,183,20,0,14,35,17,7,67,5,371,924,,,,34.0,14.0,9.0,,,,31.0,,8.0,,6.0,2.0,84.0,,,104.0,,25009.0,292.0,79.0
250092176002,15,81,4,7,19,20,0,17,72,5,240,280,12.0,,,15.0,,,2.0,,,1.0,3.0,9.0,,,50.0,,,13.0,14.0,,25009.0,119.0,121.0
250092176003,16,131,143,1,27,71,16,40,108,21,574,503,,,,36.0,1.0,8.0,40.0,,1.0,,22.0,40.0,121.0,8.0,,489.0,,109.0,22.0,,25009.0,897.0,-323.0
250092176004,12,449,31,0,9,37,6,29,57,1,631,877,,,,15.0,,6.0,18.0,,,,6.0,24.0,,11.0,72.0,208.0,,39.0,20.0,,25009.0,419.0,212.0
250092176005,35,707,13,1,24,107,1,3,99,15,1005,320,,,,,,,5.0,,25.0,8.0,,21.0,45.0,18.0,1294.0,18.0,,71.0,20.0,,25009.0,1525.0,-520.0
250092181001,25,120,9,2,53,75,1,18,166,20,489,537,4.0,,,19.0,,3.0,,,5.0,,,17.0,,13.0,2.0,3.0,3.0,,12.0,,25009.0,81.0,408.0
250092181002,24,344,11,3,25,89,1,8,115,9,629,349,,,,7.0,2.0,,4.0,,,,1.0,4.0,,,122.0,23.0,75.0,,,,25009.0,238.0,391.0
250092181003,29,116,226,73,33,221,34,45,193,50,1020,504,,,8.0,31.0,28.0,5.0,192.0,,5.0,41.0,7.0,27.0,,14.0,6.0,27.0,37.0,94.0,24.0,65.0,25009.0,611.0,409.0
250092181004,17,74,52,7,19,37,2,12,100,27,347,719,,,,2.0,,24.0,7.0,,,18.0,6.0,18.0,,5.0,1.0,,,,5.0,4.0,25009.0,90.0,257.0
250092181005,17,297,5,1,31,101,5,18,128,24,627,294,,,,37.0,,2.0,2.0,,,,2.0,20.0,,,235.0,59.0,239.0,28.0,11.0,,25009.0,635.0,-8.0
250092201011,11,49,3,0,42,18,0,14,59,5,201,358,5.0,,,10.0,6.0,,,1.0,,1.0,,11.0,,,,5.0,,,,,25009.0,39.0,162.0
250092201012,7,310,1,34,6,27,1,8,69,3,466,485,,,,6.0,,17.0,1.0,,,6.0,2.0,5.0,,4.0,121.0,86.0,5.0,,,,25009.0,253.0,213.0
250092201013,14,99,44,1,40,256,19,26,99,4,602,542,,,,6.0,5.0,,44.0,,33.0,2.0,2.0,2.0,,1.0,,4.0,35.0,81.0,,,25009.0,215.0,387.0
250092201014,23,77,31,97,28,60,11,14,115,32,488,679,2.0,,,54.0,,,2.0,,8.0,14.0,,5.0,,,,,15.0,13.0,11.0,125.0,25009.0,249.0,239.0
250092201021,48,71,9,43,34,109,45,19,100,22,500,1030,5.0,,,11.0,1.0,1.0,54.0,4.0,,,,11.0,,3.0,,13.0,,31.0,9.0,,25009.0,143.0,357.0
250092201022,17,54,12,1,11,204,0,26,68,4,397,400,1.0,,,28.0,30.0,,6.0,,,2.0,1.0,,,1.0,,7.0,,39.0,11.0,5.0,25009.0,131.0,266.0
250092211001,26,167,25,1,60,100,3,26,204,27,639,632,1.0,,,6.0,,3.0,8.0,,,,1.0,,,10.0,,,2.0,,4.0,,25009.0,35.0,604.0
250092211002,54,228,6,4,75,101,7,17,237,20,749,699,,,,9.0,,2.0,6.0,,,,,4.0,,29.0,,7.0,3.0,18.0,10.0,,25009.0,88.0,661.0
250092211003,31,183,0,41,22,49,2,15,100,12,455,613,17.0,,4.0,15.0,1.0,2.0,,,,,,5.0,,5.0,,11.0,,21.0,,,25009.0,81.0,374.0
250092213001,18,145,18,0,42,197,1,85,173,30,709,781,15.0,,,4.0,,10.0,25.0,1.0,4.0,43.0,,12.0,,14.0,,28.0,17.0,39.0,37.0,,25009.0,249.0,460.0
250092213002,17,107,6,3,33,88,1,10,138,10,413,488,,,,9.0,14.0,2.0,,,,1.0,7.0,,,9.0,2.0,6.0,6.0,,12.0,,25009.0,68.0,345.0
250092213003,8,36,7,1,17,75,1,15,74,3,237,300,,,,7.0,,1.0,,,,,,2.0,,,,,20.0,17.0,18.0,,25009.0,65.0,172.0
250092213004,73,448,71,106,69,422,916,57,352,179,2693,643,3.0,5.0,,57.0,1120.0,74.0,362.0,15.0,27.0,18.0,10.0,280.0,4.0,71.0,13.0,287.0,13.0,71.0,112.0,42.0,25009.0,2584.0,109.0
250092214001,10,45,5,0,14,33,1,17,43,16,184,489,,,,10.0,,,18.0,,,,,,,,,17.0,,25.0,6.0,,25009.0,76.0,108.0
250092214002,19,273,17,74,37,272,94,23,119,53,981,805,,,,2.0,128.0,2.0,320.0,,,,,,,,572.0,4.0,2.0,,24.0,,25009.0,1054.0,-73.0
250092214003,13,59,31,10,23,69,60,43,80,39,427,286,24.0,,,5.0,26.0,117.0,12.0,10.0,,9.0,,4.0,,6.0,2.0,147.0,,63.0,1.0,5.0,25009.0,431.0,-4.0
250092215001,28,150,40,136,36,145,37,60,136,63,831,913,2.0,,,3.0,16.0,23.0,140.0,,32.0,12.0,,27.0,9.0,2.0,6.0,44.0,,136.0,20.0,177.0,25009.0,649.0,182.0
250092215002,84,578,280,213,90,664,93,74,303,341,2720,854,23.0,,,33.0,426.0,116.0,246.0,71.0,71.0,139.0,29.0,53.0,,61.0,8.0,184.0,107.0,448.0,131.0,73.0,25009.0,2219.0,501.0
250092216001,11,142,40,1,10,24,1,12,96,6,343,327,,,,129.0,,,,,,,2.0,18.0,,,,41.0,7.0,,4.0,40.0,25009.0,241.0,102.0
250092216002,21,108,7,1,19,82,3,31,98,37,407,444,,,,11.0,31.0,,60.0,,,,9.0,,,,,13.0,7.0,27.0,14.0,,25009.0,172.0,235.0
250092216003,41,46,3,2,24,18,43,26,70,125,398,340,,,,9.0,42.0,4.0,6.0,,,2.0,,12.0,,5.0,,3.0,,,3.0,,25009.0,86.0,312.0
250092217001,7,137,0,2,12,48,0,15,77,10,308,516,3.0,,,1.0,,,9.0,,,,,11.0,,,,16.0,,22.0,12.0,,25009.0,74.0,234.0
250092217002,31,478,15,20,56,88,12,27,150,42,919,809,1.0,,,19.0,12.0,11.0,2.0,5.0,11.0,,,,,7.0,3.0,198.0,,74.0,19.0,38.0,25009.0,400.0,519.0
250092218001,14,39,1,0,19,26,0,12,53,5,169,381,,,,12.0,,,,,4.0,,,,,8.0,2.0,7.0,,,,,25009.0,33.0,136.0
250092218002,14,459,2,2,18,33,4,9,71,12,624,298,,,,2.0,,,7.0,,,,,1.0,,19.0,,668.0,3.0,,,,25009.0,700.0,-76.0
250092219011,114,205,7,1,49,83,181,15,242,83,980,1046,23.0,,,94.0,186.0,1.0,3.0,6.0,7.0,3.0,14.0,31.0,,54.0,,43.0,,12.0,35.0,,25009.0,512.0,468.0
250092219012,18,131,9,0,44,94,14,22,114,25,471,523,,,,11.0,,22.0,3.0,,,,,10.0,,,,13.0,4.0,35.0,22.0,,25009.0,120.0,351.0
250092219021,26,192,15,9,55,135,4,24,213,44,717,780,4.0,,,2.0,16.0,,33.0,1.0,,,,,,,,6.0,38.0,33.0,27.0,,25009.0,160.0,557.0
250092219022,73,179,11,4,73,182,44,106,307,20,999,931,4.0,,,22.0,1.0,,74.0,,,9.0,3.0,26.0,,22.0,,2.0,26.0,,1.0,,25009.0,190.0,809.0
250092221001,73,191,25,0,36,103,123,37,206,28,822,476,,,3.0,42.0,68.0,7.0,25.0,22.0,,,10.0,5.0,,96.0,6.0,12.0,2.0,102.0,4.0,,25009.0,404.0,418.0
250092221002,31,251,19,79,44,255,3,57,238,33,1010,675,,,,15.0,12.0,14.0,29.0,,6.0,20.0,2.0,6.0,,15.0,112.0,16.0,18.0,339.0,28.0,39.0,25009.0,671.0,339.0
250092221003,78,72,3,12,32,82,38,6,113,13,449,568,5.0,,6.0,72.0,62.0,6.0,32.0,,5.0,,,22.0,,24.0,,3.0,1.0,18.0,32.0,,25009.0,288.0,161.0
250092231001,22,422,47,2,60,260,9,95,335,47,1299,982,7.0,,,9.0,449.0,1.0,77.0,,,18.0,2.0,33.0,,23.0,,135.0,1.0,1.0,293.0,10.0,25009.0,1059.0,240.0
250092231002,52,378,5,12,101,156,58,21,339,56,1178,989,,,,50.0,120.0,60.0,2.0,,,,,50.0,,63.0,1.0,33.0,2.0,10.0,2.0,,25009.0,393.0,785.0
250092232001,21,316,185,106,1114,242,33,35,171,44,2267,653,1.0,,,6.0,,11.0,64.0,,1406.0,116.0,2.0,44.0,,113.0,,97.0,3.0,159.0,50.0,4.0,25009.0,2076.0,191.0
250092232002,18,169,3,1,24,56,8,24,142,16,461,715,,,,5.0,,1.0,8.0,,,4.0,,24.0,,2.0,,4.0,,37.0,20.0,,25009.0,105.0,356.0
250092232003,13,193,4,66,27,43,33,7,91,14,491,404,,,,5.0,,4.0,,,2.0,1.0,,,,,,,,12.0,,5.0,25009.0,29.0,462.0
250092233001,126,339,7,23,24,255,47,25,168,126,1140,848,1.0,34.0,,125.0,65.0,137.0,89.0,6.0,12.0,,1.0,32.0,,20.0,38.0,6.0,53.0,173.0,49.0,,25009.0,841.0,299.0
250092233002,50,270,10,1,56,101,176,18,162,251,1095,1117,2.0,,,34.0,363.0,161.0,8.0,17.0,,,7.0,16.0,,4.0,,3.0,71.0,,5.0,,25009.0,691.0,404.0
250092233003,11,74,2,0,21,36,50,9,71,29,303,406,,,,13.0,134.0,11.0,19.0,,2.0,,,9.0,,4.0,,3.0,,,17.0,,25009.0,212.0,91.0
250092501001,342,3979,228,331,82,437,341,57,1241,697,7735,3109,,,,162.0,450.0,156.0,212.0,53.0,73.0,43.0,47.0,74.0,67.0,436.0,1744.0,1950.0,20.0,298.0,213.0,1238.0,25009.0,7236.0,499.0
250092502001,35,440,4,6,15,103,22,26,113,32,796,1237,,,,6.0,,,6.0,6.0,,,,,,2.0,,52.0,,,13.0,,25009.0,85.0,711.0
250092502002,5,148,0,1,1,8,0,18,30,7,218,431,,,,5.0,,,1.0,,,,,,,,,32.0,,2.0,3.0,,25009.0,43.0,175.0
250092502003,5,57,0,0,2,12,0,2,32,2,112,338,,,,1.0,,1.0,,,,,,,,,,28.0,,,,,25009.0,30.0,82.0
250092502004,7,77,3,2,3,18,4,4,32,15,165,365,,,,1.0,,,2.0,,,,,,,,,7.0,,,1.0,,25009.0,11.0,154.0
250092503001,38,125,11,31,9,109,303,120,41,28,815,892,,,,33.0,364.0,64.0,140.0,10.0,8.0,1.0,,,2.0,180.0,164.0,68.0,,34.0,158.0,,25009.0,1226.0,-411.0
250092504001,4,96,2,1,5,14,0,0,9,1,132,374,,,,3.0,,,7.0,,,4.0,,,,,,24.0,,6.0,,,25009.0,44.0,88.0
250092504002,2,142,2,0,2,14,1,6,25,8,202,499,,,,,,,3.0,,,,,,,,,171.0,,,11.0,,25009.0,185.0,17.0
250092504003,1,104,7,0,1,11,1,3,559,7,694,323,,,,,,,10.0,,,17.0,8.0,,,,,41.0,,,7.0,,25009.0,83.0,611.0
250092505001,1,98,2,3,2,12,0,4,34,5,161,370,,,,,,1.0,5.0,2.0,,6.0,,,,,,15.0,,,8.0,,25009.0,37.0,124.0
250092505002,1,25,1,0,1,6,0,0,15,2,51,232,,,,,,,6.0,,,,,,,,,21.0,,,,,25009.0,27.0,24.0
250092505003,1,84,3,0,4,23,1,10,23,6,155,553,,,,,,4.0,1.0,,,,,,,,,119.0,,52.0,9.0,,25009.0,185.0,-30.0
250092506001,3,101,1,0,9,18,5,5,22,5,169,481,,,,,,,12.0,2.0,,,,,,,,36.0,,12.0,2.0,,25009.0,64.0,105.0
250092506002,5,45,2,1,3,8,0,6,6,7,83,395,,,,,,,,,,,,,,1.0,,18.0,,,7.0,,25009.0,26.0,57.0
250092506003,0,68,0,0,10,31,0,1,20,5,135,415,,,,,,,22.0,,,,,1.0,,6.0,,20.0,,5.0,1.0,,25009.0,55.0,80.0
250092506004,2,88,1,0,5,17,1,10,14,2,140,464,,,,,,,33.0,,,,,,,,,92.0,,,1.0,,25009.0,126.0,14.0
250092507001,2,864,9,1,10,73,5,8,35,6,1013,695,,,,1.0,4.0,,15.0,4.0,,,,50.0,,40.0,2.0,1955.0,,,,,25009.0,2071.0,-1058.0
250092507002,3,65,4,0,3,11,1,1,17,0,105,391,,,,,,,,9.0,,,,7.0,,,,24.0,,,,,25009.0,40.0,65.0
250092507003,2,140,4,1,10,17,3,8,15,23,223,481,,,,2.0,,,10.0,,,,,,,1.0,,28.0,,11.0,4.0,,25009.0,56.0,167.0
250092508001,21,50,1,1,13,10,2,3,5,8,114,569,,,,2.0,,,6.0,,,,,,,,,60.0,2.0,,,,25009.0,70.0,44.0
250092508002,3,142,6,1,5,8,1,12,43,4,225,606,,,,1.0,,,,,,,,,,9.0,,125.0,,,,1.0,25009.0,136.0,89.0
250092508003,17,150,9,3,12,61,81,9,45,681,1068,466,,,77.0,5.0,86.0,15.0,343.0,61.0,,,4.0,,,14.0,,141.0,,18.0,5.0,35.0,25009.0,804.0,264.0
250092508004,4,95,4,218,2,10,2,10,42,9,396,414,,,,,,,,4.0,,,,,,4.0,,8.0,,,2.0,,25009.0,18.0,378.0
250092508005,8,62,3,2,6,9,1,2,12,9,114,466,,,,,,1.0,,,,,,,,,,12.0,,,5.0,,25009.0,18.0,96.0
250092509001,2,41,3,0,3,15,0,8,13,0,85,319,,,,7.0,,,8.0,,,,,,,,,12.0,,,7.0,,25009.0,34.0,51.0
250092509002,6,116,4,0,5,26,7,4,35,2,205,556,,,,,3.0,,3.0,,,,3.0,,,,,52.0,,,6.0,,25009.0,67.0,138.0
250092510001,12,229,10,7,27,35,2,42,42,17,423,714,,,,5.0,,,7.0,11.0,33.0,6.0,,2.0,,1.0,,57.0,55.0,11.0,81.0,,25009.0,269.0,154.0
250092511001,6,100,28,19,0,13,1,153,4,12,336,766,,,,,,,,,,,7.0,,,,,526.0,,,31.0,62.0,25009.0,626.0,-290.0
250092511002,1,115,8,0,5,29,4,6,7,6,181,347,,,,,5.0,,14.0,,,,6.0,,,,,25.0,,3.0,3.0,,25009.0,56.0,125.0
250092511003,4,154,16,0,4,20,9,6,12,4,229,354,,,,,5.0,,26.0,,,1.0,,1.0,,,,11.0,,12.0,4.0,,25009.0,60.0,169.0
250092512001,6,472,12,22,4,39,11,38,28,15,647,649,,,,,,,54.0,6.0,,11.0,,,119.0,2.0,117.0,70.0,,44.0,6.0,,25009.0,429.0,218.0
250092513001,9,138,16,2,3,31,35,29,38,9,310,782,,,,6.0,62.0,7.0,29.0,12.0,,,,8.0,,,,62.0,,1.0,7.0,,25009.0,194.0,116.0
250092513002,12,183,5,0,12,99,116,9,21,14,471,379,,,,15.0,220.0,6.0,337.0,16.0,,,5.0,,,8.0,,106.0,,9.0,16.0,,25009.0,738.0,-267.0
250092513003,18,122,6,0,8,11,8,6,5,4,188,245,,,,,9.0,7.0,3.0,,,,,,,,,16.0,,,59.0,2.0,25009.0,96.0,92.0
250092514001,8,267,2,6,7,15,1,12,16,8,342,674,,,,,,,4.0,,,,,,,12.0,,159.0,,,3.0,,25009.0,178.0,164.0
250092514002,12,84,1,0,3,53,2,13,31,4,203,255,,,,24.0,,,,,,,,,,2.0,,25.0,,3.0,,,25009.0,54.0,149.0
250092514003,6,56,3,1,6,10,2,5,12,6,107,313,,,,,2.0,,,,,,,7.0,,,,15.0,,,1.0,,25009.0,25.0,82.0
250092514004,4,116,3,4,3,16,1,6,24,5,182,376,,,,,,2.0,,,,,,2.0,,10.0,,15.0,,,6.0,,25009.0,35.0,147.0
250092515001,40,338,11,44,3,74,8,19,32,11,580,487,,,4.0,22.0,18.0,,15.0,,5.0,,,7.0,,94.0,,44.0,,27.0,10.0,50.0,25009.0,296.0,284.0
250092515002,14,324,6,0,6,49,5,29,19,14,466,462,,,,25.0,,,88.0,,,,14.0,5.0,,,,26.0,,38.0,27.0,,25009.0,223.0,243.0
250092515003,3,234,16,0,6,45,31,22,18,9,384,618,,,,12.0,27.0,5.0,35.0,16.0,,17.0,4.0,,,,,46.0,,4.0,7.0,,25009.0,173.0,211.0
250092515004,10,143,2,2,3,12,2,2,27,14,217,356,,,,,,12.0,,,,,,2.0,,,,11.0,,,,,25009.0,25.0,192.0
250092515005,4,173,8,3,3,74,347,23,45,243,923,598,,,,5.0,648.0,203.0,12.0,97.0,,,,3.0,29.0,,,52.0,8.0,99.0,22.0,,25009.0,1178.0,-255.0
250092516001,154,1453,39,87,11,164,391,62,750,221,3332,755,,,,47.0,599.0,31.0,19.0,,3.0,71.0,36.0,128.0,59.0,55.0,21.0,1818.0,,137.0,28.0,174.0,25009.0,3226.0,106.0
250092516002,10,212,1,0,5,23,5,6,25,5,292,681,,,,2.0,,,1.0,2.0,1.0,,,,,2.0,,38.0,,2.0,2.0,,25009.0,50.0,242.0
250092516003,41,655,13,6,8,57,69,6,82,27,964,651,,,,40.0,69.0,7.0,23.0,12.0,,5.0,6.0,34.0,,227.0,3.0,278.0,,10.0,9.0,,25009.0,723.0,241.0
250092516004,61,391,30,3,4,271,78,9,66,48,961,431,,,,172.0,950.0,,141.0,25.0,,7.0,14.0,5.0,,184.0,,45.0,,25.0,231.0,,25009.0,1799.0,-838.0
250092517001,13,189,6,0,3,46,6,27,22,7,319,529,,,,12.0,,7.0,53.0,,,,,,,,,27.0,,4.0,24.0,,25009.0,127.0,192.0
250092517002,14,721,33,14,70,270,6,10,78,21,1237,871,,,,4.0,,,123.0,7.0,35.0,25.0,21.0,59.0,,5.0,,132.0,,283.0,12.0,34.0,25009.0,740.0,497.0
250092517003,5,178,3,1,5,13,2,2,17,7,233,504,,,,,,,,,,,,,,,,36.0,,,1.0,2.0,25009.0,39.0,194.0
250092517004,37,365,13,1,3,25,273,3,39,33,792,331,,,,48.0,289.0,16.0,10.0,,,,23.0,21.0,,19.0,,1320.0,,5.0,16.0,161.0,25009.0,1928.0,-1136.0
250092518001,4,92,2,4,12,17,2,3,46,14,196,604,,,,,,,,,,,,,,4.0,,12.0,,,,,25009.0,16.0,180.0
250092518002,9,111,7,0,2,17,14,5,40,9,214,649,,,,,8.0,,21.0,,,,,,,,,22.0,,9.0,2.0,,25009.0,62.0,152.0
250092518003,21,204,15,2,3,55,12,17,57,24,410,1159,,,,14.0,83.0,2.0,3.0,,,,24.0,,,,,36.0,6.0,20.0,4.0,,25009.0,192.0,218.0
250092518004,45,433,16,9,15,66,643,62,390,114,1793,1143,,,,514.0,893.0,169.0,,26.0,128.0,2.0,18.0,36.0,,64.0,85.0,198.0,,,149.0,,25009.0,2282.0,-489.0
250092521011,21,101,14,3,10,37,11,14,84,7,302,655,,,,1.0,2.0,,15.0,13.0,,4.0,4.0,15.0,,4.0,,28.0,,33.0,52.0,,25009.0,171.0,131.0
250092521012,6,65,2,0,2,19,4,4,18,6,126,302,,,,,,,5.0,,,,,,,,,38.0,,7.0,,,25009.0,50.0,76.0
250092521013,37,151,34,8,12,291,63,16,42,26,680,805,,,,27.0,,47.0,383.0,1.0,,44.0,9.0,21.0,,,19.0,395.0,7.0,137.0,23.0,,25009.0,1113.0,-433.0
250092521021,22,111,6,6,17,31,10,27,65,11,306,782,19.0,,,34.0,2.0,,,27.0,21.0,3.0,2.0,28.0,,4.0,,106.0,6.0,,31.0,13.0,25009.0,296.0,10.0
250092521022,12,8,7,1,5,13,19,1,26,15,107,638,,,,2.0,,2.0,,23.0,,,2.0,5.0,,,,6.0,,19.0,5.0,,25009.0,64.0,43.0
250092521023,44,90,30,38,17,177,147,24,400,23,990,944,,,,13.0,522.0,64.0,3.0,,,40.0,,1.0,2.0,2.0,1.0,168.0,61.0,167.0,38.0,,25009.0,1082.0,-92.0
250092522011,32,16,11,0,7,10,6,7,15,264,368,557,,,,77.0,12.0,12.0,289.0,144.0,,,1.0,,,55.0,,10.0,,,,,25009.0,600.0,-232.0
250092522012,36,97,15,2,17,44,12,9,38,15,285,990,,,,186.0,4.0,90.0,40.0,19.0,2.0,4.0,,1.0,,5.0,,11.0,,,,,25009.0,362.0,-77.0
250092522021,103,18,3,8,14,98,24,11,35,43,357,874,,,,76.0,,243.0,85.0,19.0,,,,21.0,,5.0,,9.0,1.0,,2.0,,25009.0,461.0,-104.0
250092522022,29,32,3,3,13,27,98,8,42,14,269,700,,,,16.0,,7.0,,,,,,2.0,,39.0,,,,,10.0,,25009.0,74.0,195.0
250092523001,9,46,77,2,44,28,0,5,37,4,252,362,,,,8.0,,,,,37.0,8.0,,38.0,,1.0,,74.0,7.0,13.0,,,25009.0,186.0,66.0
250092523002,44,440,276,49,8,142,53,18,122,48,1200,667,,,,15.0,32.0,,24.0,,,22.0,23.0,26.0,,182.0,,407.0,,64.0,17.0,164.0,25009.0,976.0,224.0
250092523003,7,127,14,2,3,31,16,1,26,8,235,669,,,,,,7.0,,,,6.0,2.0,4.0,,,,17.0,,,8.0,,25009.0,44.0,191.0
250092523004,1,51,3,2,3,17,1,8,21,0,107,471,,,,,6.0,,23.0,,,2.0,,,,2.0,22.0,4.0,,9.0,2.0,,25009.0,70.0,37.0
250092523005,20,149,13,34,2,33,65,14,6,75,411,781,,,,24.0,,,,,,,,1.0,,,,70.0,,,,19.0,25009.0,114.0,297.0
250092523006,78,305,61,125,4,388,28,43,143,279,1454,765,,,5.0,39.0,53.0,33.0,113.0,43.0,,29.0,,18.0,,190.0,285.0,424.0,140.0,483.0,50.0,241.0,25009.0,2146.0,-692.0
250092524001,14,65,3,1,5,19,1,4,10,3,125,456,,,,4.0,,,,1.0,,,,2.0,,2.0,,30.0,,,3.0,,25009.0,42.0,83.0
250092524002,4,50,1,0,2,20,51,6,14,2,150,503,,,,6.0,25.0,,54.0,14.0,,,,,,,,16.0,,,11.0,,25009.0,126.0,24.0
250092524003,61,182,52,5,9,76,165,33,146,29,758,572,,,,33.0,212.0,8.0,39.0,3.0,,32.0,9.0,32.0,,75.0,1.0,23.0,,16.0,37.0,,25009.0,520.0,238.0
250092525011,36,61,18,4,8,52,4,15,53,19,270,793,,,,54.0,,,9.0,,2.0,,20.0,,,3.0,,23.0,,7.0,11.0,,25009.0,129.0,141.0
250092525012,14,73,7,2,7,76,14,13,38,13,257,389,,,,11.0,11.0,2.0,38.0,,,13.0,,11.0,,24.0,,63.0,,21.0,22.0,,25009.0,216.0,41.0
250092525013,27,78,8,0,9,20,3,16,34,21,216,425,,,,7.0,,,64.0,,,,8.0,4.0,,,7.0,60.0,9.0,98.0,,,25009.0,257.0,-41.0
250092525021,23,166,15,1,3,239,290,11,33,15,796,605,,,,2.0,75.0,4.0,115.0,1.0,,12.0,,8.0,,,,45.0,45.0,5.0,,,25009.0,312.0,484.0
250092525022,29,102,3,4,10,108,68,10,30,19,383,753,,,,4.0,88.0,,4.0,,,1.0,1.0,32.0,,,1.0,36.0,,108.0,,,25009.0,275.0,108.0
250092525023,20,2146,10,64,8,49,5,76,54,25,2457,375,,,,,,,401.0,,,,3.0,,,16.0,31.0,1287.0,,14.0,22.0,91.0,25009.0,1865.0,592.0
250092525024,17,85,10,4,3,28,6,1,58,8,220,446,,,,13.0,96.0,9.0,19.0,,5.0,23.0,,20.0,17.0,582.0,6.0,381.0,,,18.0,,25009.0,1189.0,-969.0
250092526011,57,275,57,2,90,162,19,34,115,82,893,1130,,,,30.0,31.0,2.0,20.0,7.0,84.0,12.0,5.0,43.0,,85.0,8.0,221.0,,123.0,39.0,,25009.0,710.0,183.0
250092526012,7,64,16,3,12,78,12,17,32,20,261,651,,,,20.0,,13.0,3.0,,,10.0,76.0,5.0,,3.0,,4.0,,31.0,,,25009.0,165.0,96.0
250092526013,27,172,22,4,26,114,32,17,39,30,483,1259,,,,26.0,40.0,1.0,4.0,8.0,,,19.0,46.0,3.0,3.0,646.0,45.0,22.0,26.0,7.0,,25009.0,896.0,-413.0
250092526014,11,68,24,2,12,133,11,29,72,38,400,791,,,,,,29.0,,8.0,,8.0,,,,6.0,,17.0,,35.0,6.0,,25009.0,109.0,291.0
250092526021,150,152,5,2,56,1015,8,34,46,12,1480,726,,,,,,,509.0,,66.0,14.0,,5.0,,,,64.0,86.0,452.0,54.0,,25009.0,1250.0,230.0
250092526022,16,155,8,0,1,127,3,17,13,33,373,696,,,,97.0,,32.0,19.0,,,,,,,,,16.0,1.0,10.0,,,25009.0,175.0,198.0
250092526023,1,24,9,1,0,29,5,0,13,0,82,182,,,,,,,,,,,,5.0,,,,,,,,,25009.0,5.0,77.0
250092526024,58,66,10,1,2,121,16,6,20,12,312,1086,15.0,,,123.0,,2.0,9.0,1.0,,,6.0,,,44.0,,5.0,24.0,43.0,2.0,,25009.0,274.0,38.0
250092526031,39,194,4,5,9,86,31,11,48,19,446,1601,,,,39.0,,3.0,25.0,,,,4.0,3.0,,3.0,3.0,23.0,,39.0,4.0,,25009.0,146.0,300.0
250092531001,493,156,64,0,14,83,11,22,93,29,965,522,,,,4.0,25.0,3.0,9.0,,2.0,6.0,,105.0,,18.0,28.0,192.0,,29.0,,,25009.0,421.0,544.0
