Commodity_SCTG,ORIG_CFS_AREA,UnitCost
17,25-148,712.6092102
18,25-148,613.0342678
19,25-148,197.1339346
20,25-148,891.0946038
21,25-148,203561.8577
22,25-148,327.9714903
23,25-148,4949.723169
24,25-148,4684.934974
25,25-148,10.26895548
26,25-148,1471.238172
27,25-148,1360.448126
28,25-148,841.8986733
29,25-148,2199.421743
30,25-148,23135.4516
31,25-148,275.6696778
32,25-148,7012.268553
33,25-148,8570.1339
34,25-148,17642.90171
35,25-148,35307.91645
36,25-148,14418.66736
37,25-148,21942.80368
38,25-148,138880.0898
39,25-148,6246.74643
40,25-148,12100.62898
41,25-148,71.62156956
43,25-148,3486.966276
1,25-99999,4831.937706
2,25-99999,1146.409358
3,25-99999,796.1737388
4,25-99999,541.5953653
5,25-99999,7270.763972
6,25-99999,1703.363969
7,25-99999,790.6647057
8,25-99999,2528.259537
9,25-99999,22869.71311
10,25-99999,350.6403396
11,25-99999,6.276878156
12,25-99999,10.42865829
13,25-99999,482.3951421
14,25-99999,38292.45975
17,25-99999,484.1899975
18,25-99999,755.0612544
19,25-99999,349.2120892
20,25-99999,782.1781792
21,25-99999,9739.977471
22,25-99999,479.7342643
23,25-99999,1943.145066
24,25-99999,3585.181224
25,25-99999,11.39874588
26,25-99999,1067.344757
27,25-99999,2798.517307
28,25-99999,4842.995148
29,25-99999,8096.068298
30,25-99999,28602.36021
31,25-99999,174.6257968
32,25-99999,1472.099825
33,25-99999,7686.487386
34,25-99999,19706.85523
35,25-99999,34302.07227
36,25-99999,7545.961778
37,25-99999,110712.3592
38,25-99999,53520.32535
39,25-99999,5629.318119
40,25-99999,16840.05452
41,25-99999,127.3517855
43,25-99999,2854.546985
1,26-220,3456.10439
2,26-220,115.9827009
3,26-220,541.5286473
4,26-220,476.6663367
5,26-220,5458.874593
6,26-220,1265.417203
7,26-220,730.8445327
8,26-220,1939.003751
9,26-220,63309.57324
10,26-220,1179.068574
11,26-220,3.456917293
12,26-220,4.84672286
13,26-220,67.78294427
14,26-220,1137.487134
16,26-220,315.1874499
17,26-220,516.8279882
18,26-220,471.1747521
19,26-220,728.1483275
20,26-220,1249.450438
21,26-220,39706.47214
22,26-220,628.9231896
23,26-220,3261.595747
24,26-220,5368.065914
25,26-220,14.93097814
26,26-220,1201.729549
27,26-220,2231.887
28,26-220,1989.617224
29,26-220,6744.04408
30,26-220,11608.07585
31,26-220,183.1261103
32,26-220,1002.601879
33,26-220,2432.493859
34,26-220,17665.76658
35,26-220,19792.13305
36,26-220,8685.167011
37,26-220,13887.64962
38,26-220,83973.77384
39,26-220,7029.679614
40,26-220,7882.018853
41,26-220,150.4140413
43,26-220,3531.012916
1,26-266,1808.112807
2,26-266,121.1959073
3,26-266,645.8274853
4,26-266,253.8052052
5,26-266,3448.667297
6,26-266,2546.718785
7,26-266,814.9465949
8,26-266,2268.862339
9,26-266,152946.9992
10,26-266,25.3283015
11,26-266,6.345582972
12,26-266,7.975768848
13,26-266,48.24754576
16,26-266,314.861461
17,26-266,517.5975273
18,26-266,478.0821058
19,26-266,642.9394773
20,26-266,1608.637015
21,26-266,12264.05701
22,26-266,558.8292163
23,26-266,3251.21155
24,26-266,9143.588829
25,26-266,68.74093483
26,26-266,864.6034326
27,26-266,1337.561449
28,26-266,2017.059888
29,26-266,6702.487742
30,26-266,15849.75251
31,26-266,176.5104972
32,26-266,2139.206498
33,26-266,4984.38122
34,26-266,9801.489546
35,26-266,26290.96246
36,26-266,7117.690443
37,26-266,7089.106844
38,26-266,70872.47217
39,26-266,8163.194197
40,26-266,10484.33385
41,26-266,155.0672645
43,26-266,3222.533479
1,26-99999,1821.94467
2,26-99999,117.6323769
3,26-99999,278.7917873
4,26-99999,244.946765
5,26-99999,4681.654637
6,26-99999,1641.955277
7,26-99999,576.8338411
8,26-99999,1928.778717
9,26-99999,12148.5212
10,26-99999,861.0925041
11,26-99999,7.545203235
12,26-99999,6.589356393
13,26-99999,29.18374158
14,26-99999,69.81274129
16,26-99999,315.1873945
17,26-99999,523.9207561
18,26-99999,528.067308
19,26-99999,207.8389611
20,26-99999,1379.154401
21,26-99999,45483.25657
22,26-99999,627.4135418
23,26-99999,3413.772354
24,26-99999,4585.558787
25,26-99999,26.61405832
26,26-99999,415.2509973
27,26-99999,726.3970184
28,26-99999,1150.009587
29,26-99999,3662.765094
30,26-99999,6601.603948
31,26-99999,163.0649887
32,26-99999,2276.765472
33,26-99999,6015.153934
34,26-99999,16792.51567
35,26-99999,17343.43779
36,26-99999,8071.27004
37,26-99999,80041.094
38,26-99999,190170.9628
39,26-99999,4439.204504
40,26-99999,5521.401182
41,26-99999,111.0223984
43,26-99999,3252.169199
1,27-378,1646.881345
2,27-378,122.9245023
3,27-378,377.2391825
4,27-378,413.6880153
5,27-378,4088.489449
6,27-378,1208.106158
7,27-378,981.9924778
8,27-378,1939.798038
9,27-378,29073.3642
10,27-378,814.0114305
11,27-378,12.18832639
12,27-378,8.477099292
13,27-378,38.74977434
14,27-378,2037.253829
17,27-378,473.3599951
18,27-378,333.7719896
19,27-378,252.3477364
20,27-378,1267.754832
21,27-378,40975.83193
22,27-378,349.3832681
23,27-378,2853.931178
24,27-378,6413.256961
25,27-378,10.28008072
26,27-378,1637.23319
27,27-378,1296.591919
28,27-378,1972.959487
29,27-378,5817.500499
30,27-378,16899.98995
31,27-378,196.6591342
32,27-378,1295.217586
33,27-378,6065.673391
34,27-378,14934.70943
35,27-378,20601.96623
36,27-378,11384.24289
37,27-378,128694.078
38,27-378,59266.14082
39,27-378,6486.42994
40,27-378,8836.357953
41,27-378,141.146063
43,27-378,3832.876085
1,27-99999,1162.38402
2,27-99999,120.5501224
3,27-99999,240.0967324
4,27-99999,191.6219685
5,27-99999,3600.326551
6,27-99999,1654.524304
7,27-99999,743.033517
8,27-99999,1532.976528
9,27-99999,27129.96425
10,27-99999,69.76941022
11,27-99999,3.94302749
12,27-99999,7.833367829
13,27-99999,79.96879416
14,27-99999,58.89684575
17,27-99999,524.7090452
18,27-99999,604.2740851
19,27-99999,191.7897278
20,27-99999,368.3686843
21,27-99999,16675.06523
22,27-99999,326.7391891
23,27-99999,7785.796796
24,27-99999,7130.018447
25,27-99999,15.09056541
26,27-99999,847.2195894
27,27-99999,984.7716948
28,27-99999,1874.322671
29,27-99999,4104.399584
30,27-99999,32086.43671
31,27-99999,180.1990767
32,27-99999,1848.340354
33,27-99999,5300.816491
34,27-99999,9797.931509
35,27-99999,27359.93045
36,27-99999,7068.933404
37,27-99999,28352.95246
38,27-99999,99901.55992
39,27-99999,6789.368081
40,27-99999,10067.94197
41,27-99999,81.2442303
43,27-99999,2151.340582
1,28-99999,1475.587732
2,28-99999,130.5616783
3,28-99999,534.1700931
4,28-99999,276.0850051
5,28-99999,2258.923727
6,28-99999,608.3338118
7,28-99999,1416.422205
8,28-99999,2390.048313
9,28-99999,120211.647
10,28-99999,25.32823224
11,28-99999,16.77767675
12,28-99999,10.17739517
13,28-99999,204.8732361
14,28-99999,165495.7265
16,28-99999,322.5699155
17,28-99999,501.5922783
18,28-99999,473.3693088
19,28-99999,207.70275
20,28-99999,348.754068
21,28-99999,106998.3242
22,28-99999,201.0843628
23,28-99999,2507.594225
24,28-99999,2103.095401
25,28-99999,14.67748597
26,28-99999,318.5471999
27,28-99999,739.7238142
28,28-99999,1119.2754
29,28-99999,5704.804892
30,28-99999,16258.77188
31,28-99999,140.2915229
32,28-99999,830.2777084
33,28-99999,5606.415021
34,28-99999,5678.919758
35,28-99999,12425.61741
36,28-99999,13756.67701
37,28-99999,110951.3073
38,28-99999,43810.80976
39,28-99999,4237.036965
40,28-99999,3355.378941
41,28-99999,58.48710712
43,28-99999,3339.774995
2,29-312,124.7227574
3,29-312,856.7344524
4,29-312,1918.756342
5,29-312,3545.004465
6,29-312,856.3158676
7,29-312,665.7430237
8,29-312,2787.832649
9,29-312,385766.7975
10,29-312,25.32815505
11,29-312,9.252732083
12,29-312,18.6910559
13,29-312,46.76748852
14,29-312,2394.420533
15,29-312,53.85988814
16,29-312,315.1874896
17,29-312,353.5901455
18,29-312,692.9890073
19,29-312,205.1077091
20,29-312,465.3664416
21,29-312,17539.36883
22,29-312,456.2055753
23,29-312,4151.76282
24,29-312,2852.147325
25,29-312,10.19378841
26,29-312,1069.345183
27,29-312,1611.579009
28,29-312,1552.430809
29,29-312,1685.381468
30,29-312,24394.68484
31,29-312,230.3835686
32,29-312,1720.398082
33,29-312,2413.635585
34,29-312,14902.00047
35,29-312,6591.787116
36,29-312,8254.016959
37,29-312,8011.287923
38,29-312,71965.81583
39,29-312,6729.182264
40,29-312,7459.743676
41,29-312,98.33615666
43,29-312,1849.716225
1,29-476,1519.375305
2,29-476,131.5341089
3,29-476,643.1771447
4,29-476,200.3543065
5,29-476,5179.610573
6,29-476,682.3319719
7,29-476,1382.331966
8,29-476,1249.249799
9,29-476,53168.62313
10,29-476,30.31347352
11,29-476,23.90404008
12,29-476,8.114989402
13,29-476,220.8174493
14,29-476,65558.82161
16,29-476,315.1896189
17,29-476,565.3078005
18,29-476,506.6697146
19,29-476,659.3781096
20,29-476,1415.837022
21,29-476,88032.06075
22,29-476,417.1113842
23,29-476,1573.372764
24,29-476,2909.407617
25,29-476,23.91991465
26,29-476,1017.604936
27,29-476,1705.636087
28,29-476,1919.663485
29,29-476,6546.344821
30,29-476,12117.14661
31,29-476,207.5280435
32,29-476,1816.435164
33,29-476,3183.347324
34,29-476,12490.83519
35,29-476,10304.87001
36,29-476,12603.97094
37,29-476,195794.7555
38,29-476,42963.44842
39,29-476,7403.129693
40,29-476,7341.967317
41,29-476,78.84345135
43,29-476,3557.155148
1,29-99999,1461.463926
2,29-99999,118.2654442
3,29-99999,357.4753675
4,29-99999,675.5323429
5,29-99999,2393.499384
6,29-99999,645.92198
7,29-99999,1106.095209
8,29-99999,1575.119732
9,29-99999,84862.76076
10,29-99999,25.32825055
11,29-99999,11.82419386
12,29-99999,9.836990189
13,29-99999,26.42683842
14,29-99999,194745.7091
16,29-99999,315.1870669
17,29-99999,720.2856587
18,29-99999,763.5585268
19,29-99999,373.8038303
20,29-99999,613.6396337
21,29-99999,15309.21926
22,29-99999,353.9754041
23,29-99999,4424.728625
24,29-99999,4465.815121
25,29-99999,20.49417879
26,29-99999,570.9260775
27,29-99999,2815.758647
28,29-99999,1626.998807
29,29-99999,19311.9099
30,29-99999,9371.509602
31,29-99999,145.4212005
32,29-99999,2121.266405
33,29-99999,2975.744811
34,29-99999,7954.471084
35,29-99999,13847.69195
36,29-99999,5757.407817
37,29-99999,13536.40063
38,29-99999,30701.61823
39,29-99999,4086.266455
40,29-99999,7103.778422
41,29-99999,121.2616346
43,29-99999,2797.545406
1,30-99999,4192.771226
2,30-99999,179.0176331
3,30-99999,274.1195932
4,30-99999,209.3313472
5,30-99999,5796.51908
6,30-99999,730.946744
7,30-99999,851.8429092
8,30-99999,1820.112771
9,30-99999,116230.3177
10,30-99999,479.9007044
11,30-99999,1.117487627
12,30-99999,8.73742105
13,30-99999,138.213385
14,30-99999,6446.495258
15,30-99999,18.73533084
16,30-99999,305.5435489
17,30-99999,526.9645953
18,30-99999,794.4245901
19,30-99999,163.9562158
20,30-99999,585.3590859
21,30-99999,90247.97726
22,30-99999,407.0765031
23,30-99999,1881.907997
24,30-99999,5063.143618
25,30-99999,21.8763216
26,30-99999,556.5536204
27,30-99999,4818.819326
28,30-99999,3579.751062
29,30-99999,8023.233355
30,30-99999,5826.407309
31,30-99999,140.659791
32,30-99999,1650.807151
33,30-99999,4206.857794
34,30-99999,16690.02599
35,30-99999,10709.98583
36,30-99999,8153.149039
37,30-99999,4846.742254
38,30-99999,67881.38343
39,30-99999,5641.661441
40,30-99999,21678.83271
41,30-99999,89.2488547
43,30-99999,1212.833117
1,31-420,2894.276137
2,31-420,108.8071904
3,31-420,337.7224775
4,31-420,803.1212221
5,31-420,5098.377326
6,31-420,2230.152587
7,31-420,337.5544989
8,31-420,2867.353258
9,31-420,63788.2207
10,31-420,1663.390146
11,31-420,5.794675226
12,31-420,11.35682248
13,31-420,171.6114019
14,31-420,176024.7661
17,31-420,458.2303262
18,31-420,648.2478142
19,31-420,487.7165279
20,31-420,605.4003348
21,31-420,31071.50484
22,31-420,350.7953989
23,31-420,3686.675702
24,31-420,6452.497694
25,31-420,25.85934434
26,31-420,811.9817205
27,31-420,1619.546089
28,31-420,2025.820421
29,31-420,4993.391347
30,31-420,8105.696123
31,31-420,150.5034151
32,31-420,1193.151153
33,31-420,1262.651478
34,31-420,10206.79352
35,31-420,6697.317346
36,31-420,13207.78103
37,31-420,35247.28596
38,31-420,7918.093415
39,31-420,4219.578612
40,31-420,2856.719107
41,31-420,7.395764042
43,31-420,3092.803855
1,31-99999,3595.537084
2,31-99999,109.0822583
3,31-99999,311.3905138
4,31-99999,176.0987879
5,31-99999,4087.841476
6,31-99999,482.189717
7,31-99999,572.9910871
8,31-99999,1129.270186
9,31-99999,39943.84227
10,31-99999,25.45429012
11,31-99999,6.018574844
12,31-99999,10.63588609
13,31-99999,40.35163278
16,31-99999,315.187393
17,31-99999,516.3230366
18,31-99999,676.3770677
19,31-99999,198.0976059
20,31-99999,1712.392707
21,31-99999,11005.37539
22,31-99999,344.8349643
23,31-99999,10301.08231
24,31-99999,3385.443903
25,31-99999,75.20943273
26,31-99999,815.6967196
27,31-99999,794.0778926
28,31-99999,2203.451125
29,31-99999,11681.18871
30,31-99999,25452.83693
31,31-99999,86.87350822
32,31-99999,832.0142417
33,31-99999,3265.754484
34,31-99999,7008.485244
35,31-99999,14422.24583
36,31-99999,8645.659423
37,31-99999,18166.71281
38,31-99999,53709.22852
39,31-99999,5383.416285
40,31-99999,2609.247344
41,31-99999,63.45930371
43,31-99999,3836.784452
1,32-332,2178.251404
2,32-332,383.8161875
3,32-332,2435.978728
4,32-332,791.1942916
5,32-332,9232.467111
6,32-332,4518.798649
7,32-332,1297.654714
8,32-332,2885.463883
9,32-332,29645.15485
10,32-332,636.5116902
11,32-332,6.816970241
12,32-332,4.318275294
13,32-332,40.98753922
14,32-332,12636.17794
16,32-332,315.5423384
17,32-332,554.0135639
18,32-332,434.0278166
19,32-332,199.2312557
20,32-332,930.8973761
21,32-332,32294.34331
22,32-332,385.1343522
23,32-332,1045.124487
24,32-332,2853.656534
26,32-332,484.7753074
27,32-332,941.8081064
28,32-332,2734.951964
29,32-332,9841.62597
30,32-332,15171.91166
31,32-332,126.9108034
32,32-332,1389.149209
33,32-332,2522.753853
34,32-332,3797.871944
35,32-332,24574.00996
36,32-332,9832.898347
37,32-332,62362.57702
38,32-332,39245.95652
39,32-332,5465.366052
40,32-332,7517.222505
41,32-332,4.961823258
43,32-332,4960.373716
1,32-99999,3178.827189
2,32-99999,214.5795401
3,32-99999,800.4878689
4,32-99999,906.5137834
5,32-99999,7782.054096
6,32-99999,2490.273928
7,32-99999,1837.151833
8,32-99999,2397.53384
9,32-99999,27940.35351
10,32-99999,25.32826156
11,32-99999,5.553145458
12,32-99999,8.735028957
13,32-99999,68.46838882
14,32-99999,15615.71636
17,32-99999,479.2912418
18,32-99999,405.0425119
19,32-99999,193.2561117
20,32-99999,555.9028632
21,32-99999,24758.35625
22,32-99999,329.2245185
23,32-99999,7549.954389
24,32-99999,4720.804377
25,32-99999,21.42676168
26,32-99999,1206.657145
27,32-99999,2271.195767
28,32-99999,3756.853218
29,32-99999,1040.606565
30,32-99999,15448.8546
31,32-99999,160.7837739
32,32-99999,3334.062275
33,32-99999,6675.456533
34,32-99999,31168.11086
35,32-99999,10223.21783
36,32-99999,20587.23274
37,32-99999,550121.3418
38,32-99999,60940.49439
39,32-99999,4826.819581
40,32-99999,9117.487371
41,32-99999,37.69866298
43,32-99999,3926.114931
1,33-148,5560.255782
2,33-148,4012.580787
3,33-148,1402.500815
4,33-148,298.4715443
5,33-148,3584.962312
6,33-148,1360.058687
7,33-148,1290.814149
8,33-148,678.1857303
9,33-148,27859.88196
10,33-148,95.73700346
11,33-148,2.843932927
12,33-148,7.142728326
13,33-148,57.26382925
14,33-148,8749.433933
17,33-148,529.9738554
18,33-148,510.6176308
19,33-148,265.5255616
20,33-148,1024.192507
21,33-148,12258.8739
22,33-148,5036.779557
23,33-148,3848.110744
24,33-148,6486.987867
25,33-148,13.40985078
26,33-148,687.9536417
27,33-148,2809.130786
28,33-148,1985.268892
29,33-148,11397.72676
30,33-148,21504.87039
31,33-148,330.7355297
32,33-148,2291.716695
33,33-148,17312.31203
34,33-148,27081.84927
35,33-148,29230.14048
36,33-148,8006.032584
37,33-148,114248.3191
38,33-148,13555.98648
39,33-148,6900.810454
40,33-148,17165.89298
41,33-148,41.72212651
43,33-148,5799.731549
1,33-99999,2549.835081
2,33-99999,2898.817384
3,33-99999,851.9855312
4,33-99999,561.5637055
5,33-99999,4418.911309
6,33-99999,7627.283294
7,33-99999,764.1257634
8,33-99999,1792.657061
9,33-99999,22869.85222
10,33-99999,2897.426725
11,33-99999,8.060634549
12,33-99999,9.57322933
13,33-99999,74.91780305
17,33-99999,583.3496818
18,33-99999,453.7826567
19,33-99999,123.5905774
20,33-99999,668.820595
21,33-99999,11590.85237
22,33-99999,112.642575
23,33-99999,4580.16284
24,33-99999,6177.329663
25,33-99999,20.65724715
26,33-99999,537.3583126
27,33-99999,668.2905678
28,33-99999,2448.71317
29,33-99999,6877.428329
30,33-99999,27073.25382
31,33-99999,83.8679307
32,33-99999,6972.193324
33,33-99999,3337.229721
34,33-99999,19873.93089
35,33-99999,65968.72398
36,33-99999,14800.83754
37,33-99999,66032.14611
38,33-99999,29551.38752
39,33-99999,6122.83877
40,33-99999,22053.86305
41,33-99999,44.44640268
43,33-99999,3966.762075
1,34-408,2456.454238
2,34-408,215.6787021
3,34-408,2129.091422
4,34-408,2576.135843
5,34-408,5067.849475
6,34-408,2218.062425
7,34-408,2090.382055
8,34-408,2785.66286
9,34-408,3707.929586
10,34-408,505.789804
11,34-408,20.3698451
12,34-408,7.273932324
13,34-408,1085.813897
14,34-408,11332.4056
17,34-408,589.589301
18,34-408,563.694415
19,34-408,213.5173711
20,34-408,2228.421949
21,34-408,38676.57154
22,34-408,1800.031651
23,34-408,6833.013974
24,34-408,4072.360719
25,34-408,679.0087577
26,34-408,680.3063021
27,34-408,1240.363141
28,34-408,2063.979753
29,34-408,2346.129123
30,34-408,13058.93756
31,34-408,396.7961152
32,34-408,2458.81545
33,34-408,5026.096574
34,34-408,5035.183567
35,34-408,20900.20039
36,34-408,14436.76255
37,34-408,11005.37988
38,34-408,43061.25386
39,34-408,7007.074692
40,34-408,8728.604139
41,34-408,54.07301422
43,34-408,3928.981401
1,34-428,1634.522332
2,34-428,130.0920429
3,34-428,507.1827249
4,34-428,1369.487625
5,34-428,4682.272934
6,34-428,2802.93612
7,34-428,1391.530186
8,34-428,2599.682886
9,34-428,78021.85417
10,34-428,223.3657687
11,34-428,14.2008325
12,34-428,9.621976156
13,34-428,240.2147202
17,34-428,516.7213736
18,34-428,497.263412
19,34-428,461.2328154
20,34-428,2402.049238
21,34-428,338082.3115
22,34-428,591.2075232
23,34-428,3324.79096
24,34-428,3321.61127
25,34-428,9.505199903
26,34-428,1125.015056
27,34-428,1037.916405
28,34-428,1766.1134
29,34-428,7630.574345
30,34-428,18905.64112
31,34-428,384.1865937
32,34-428,2607.503326
33,34-428,3378.641059
34,34-428,3776.201646
35,34-428,22465.81233
36,34-428,5266.093492
37,34-428,102559.1238
38,34-428,107550.344
39,34-428,6019.489704
40,34-428,9156.142348
41,34-428,74.77477888
43,34-428,3536.975623
1,35-99999,2329.141866
2,35-99999,275.2308801
3,35-99999,1527.270891
4,35-99999,189.2536613
5,35-99999,7416.674011
6,35-99999,3684.245562
7,35-99999,927.0269074
8,35-99999,2364.901531
9,35-99999,22869.92633
10,35-99999,414.0580413
11,35-99999,18.53150738
12,35-99999,8.968785507
13,35-99999,73.31735334
14,35-99999,5347.590725
15,35-99999,29.03237235
16,35-99999,322.5699172
17,35-99999,456.2811939
18,35-99999,587.8940844
19,35-99999,182.7406121
20,35-99999,368.1019135
21,35-99999,11199.39154
22,35-99999,184.309896
23,35-99999,1773.21342
24,35-99999,3917.125385
25,35-99999,15.74598649
26,35-99999,738.0378427
27,35-99999,664.1660939
28,35-99999,991.8047217
29,35-99999,5467.556837
30,35-99999,9387.682774
31,35-99999,191.2862897
32,35-99999,1777.777592
33,35-99999,4216.763569
34,35-99999,12435.81258
35,35-99999,27837.50033
36,35-99999,6385.607912
37,35-99999,190731.838
38,35-99999,77479.61524
39,35-99999,6640.636805
40,35-99999,6621.504519
41,35-99999,53.02101066
43,35-99999,2459.003618
1,36-104,2492.20922
2,36-104,178.1154252
3,36-104,235.750042
4,36-104,190.1336148
5,36-104,4864.968272
6,36-104,654.4233765
7,36-104,1191.081125
8,36-104,1687.010644
9,36-104,18337.45815
10,36-104,317.4359581
11,36-104,16.88289008
12,36-104,9.106165087
13,36-104,80.35394865
14,36-104,743.0400578
17,36-104,630.3199336
18,36-104,579.4136229
19,36-104,321.6509535
20,36-104,1198.573345
21,36-104,66430.91352
22,36-104,474.5075332
23,36-104,3045.700082
24,36-104,2814.465667
25,36-104,18.06728637
26,36-104,476.1145058
27,36-104,1196.719214
28,36-104,1877.409109
29,36-104,3315.427553
30,36-104,17858.82691
31,36-104,223.0077095
32,36-104,3760.4591
33,36-104,4236.145553
34,36-104,13350.10984
35,36-104,4778.523078
36,36-104,16659.21883
37,36-104,33040.78413
38,36-104,65957.49429
39,36-104,6766.589809
40,36-104,5576.2698
41,36-104,16.46749618
43,36-104,5247.703665
1,36-160,2959.365855
2,36-160,964.4246393
3,36-160,731.6715818
4,36-160,99.19946267
5,36-160,6740.526633
6,36-160,832.6384383
7,36-160,1605.85196
8,36-160,1504.301765
9,36-160,29759.6451
10,36-160,189.6381601
11,36-160,11.13646596
12,36-160,10.50456
13,36-160,267.1368812
14,36-160,1500.282342
16,36-160,299.0256432
17,36-160,586.8906066
18,36-160,528.3392242
19,36-160,254.155635
20,36-160,391.2124083
21,36-160,35084.27014
22,36-160,666.651921
23,36-160,4102.166285
24,36-160,4898.721684
25,36-160,15.91983127
26,36-160,1195.977877
27,36-160,721.5478988
28,36-160,1660.320891
29,36-160,3875.254082
30,36-160,27715.21029
31,36-160,151.5084243
32,36-160,1939.310369
33,36-160,5236.332212
34,36-160,13865.26561
35,36-160,20761.67318
36,36-160,10084.54226
37,36-160,116954.0129
38,36-160,59113.28281
39,36-160,9045.57766
40,36-160,11789.45012
41,36-160,89.29109857
43,36-160,2947.229915
1,36-408,4549.825354
2,36-408,457.7797211
3,36-408,1903.687842
4,36-408,2687.383181
5,36-408,6224.520707
6,36-408,4319.724936
7,36-408,834.220665
8,36-408,4870.010474
9,36-408,122031.3948
10,36-408,25.43556479
11,36-408,14.71891515
12,36-408,7.817841971
13,36-408,21.90005429
14,36-408,18264.89291
17,36-408,546.7429908
18,36-408,699.4567063
19,36-408,845.9589727
20,36-408,3178.852533
21,36-408,40570.47343
22,36-408,87.23191323
23,36-408,7950.856481
24,36-408,5466.563029
25,36-408,136.9714661
26,36-408,1389.837627
27,36-408,1504.330475
28,36-408,3644.093447
29,36-408,7000.688856
30,36-408,8506.946322
31,36-408,140.7163693
32,36-408,1460.013416
33,36-408,6286.252324
34,36-408,12543.77955
35,36-408,35350.99164
36,36-408,14141.59905
37,36-408,111600.0493
38,36-408,55705.80727
39,36-408,8608.061182
40,36-408,21280.76334
41,36-408,48.09505458
43,36-408,3094.09022
1,36-464,1810.967537
2,36-464,156.6533227
3,36-464,597.1721945
4,36-464,143.0711514
5,36-464,3150.004674
6,36-464,465.6623935
7,36-464,648.3224226
8,36-464,1384.068603
9,36-464,22869.86324
10,36-464,24.63711072
11,36-464,11.65575734
12,36-464,10.72404494
13,36-464,24.11663811
14,36-464,7182.8265
17,36-464,516.2982717
18,36-464,550.177089
19,36-464,251.514209
20,36-464,355.6694798
21,36-464,115280.9666
22,36-464,446.9105324
23,36-464,5599.096189
24,36-464,4482.792678
25,36-464,17.63207782
26,36-464,933.1355377
27,36-464,1682.585344
28,36-464,2056.264619
29,36-464,7517.136057
30,36-464,4018.883176
31,36-464,155.4345986
32,36-464,1727.816687
33,36-464,4702.69141
34,36-464,25152.06038
35,36-464,43560.1881
36,36-464,7051.918137
37,36-464,62883.59653
38,36-464,194291.0697
39,36-464,6770.948656
40,36-464,9398.750802
41,36-464,66.35508818
43,36-464,4305.025269
1,36-99999,2512.258185
2,36-99999,194.215049
3,36-99999,840.8546923
4,36-99999,228.4754392
5,36-99999,4098.310642
6,36-99999,5148.953717
7,36-99999,1008.77669
8,36-99999,1240.557224
9,36-99999,23840.96675
10,36-99999,634.2530766
11,36-99999,44.75131606
12,36-99999,7.881873396
13,36-99999,148.3938764
14,36-99999,1000.113853
16,36-99999,298.6778846
17,36-99999,367.4793697
18,36-99999,462.6711788
19,36-99999,186.7661361
20,36-99999,1032.126381
21,36-99999,112288.4803
22,36-99999,520.8057419
23,36-99999,2599.907067
24,36-99999,3607.370851
25,36-99999,26.96396774
26,36-99999,422.8340081
27,36-99999,1030.093078
28,36-99999,2688.236389
29,36-99999,6914.865122
30,36-99999,32437.35714
31,36-99999,293.6925965
32,36-99999,2022.101277
33,36-99999,3095.282357
34,36-99999,11615.47097
35,36-99999,15075.6036
36,36-99999,14513.30904
37,36-99999,40358.08256
38,36-99999,33980.7575
39,36-99999,7727.735981
40,36-99999,13927.65298
41,36-99999,99.94973629
43,36-99999,4915.106855
1,37-172,1780.337783
2,37-172,131.4420304
3,37-172,448.3313922
4,37-172,195.9426029
5,37-172,3747.689855
6,37-172,1526.653391
7,37-172,1099.705016
8,37-172,2331.543627
9,37-172,48482.10722
10,37-172,1347.190361
11,37-172,49.90250191
12,37-172,9.909697185
13,37-172,154.9212715
14,37-172,193835.8102
17,37-172,551.8357537
18,37-172,593.1575782
19,37-172,256.9346852
20,37-172,2409.728453
21,37-172,14331.3587
22,37-172,773.0184172
23,37-172,2097.848701
24,37-172,3290.798457
25,37-172,34.82644037
26,37-172,621.7000748
27,37-172,3203.808445
28,37-172,1912.075648
29,37-172,7852.731827
30,37-172,12790.16675
31,37-172,281.7033971
32,37-172,1985.315366
33,37-172,5252.212795
34,37-172,10000.80663
35,37-172,18400.65361
36,37-172,14484.19856
37,37-172,97577.17616
38,37-172,77952.03659
39,37-172,7033.698494
40,37-172,9077.516769
41,37-172,83.69637548
43,37-172,3487.830792
1,37-268,2318.384528
2,37-268,125.5169393
3,37-268,629.5531352
4,37-268,791.4664253
5,37-268,2576.784953
6,37-268,1801.090236
7,37-268,1107.209157
8,37-268,1747.985996
9,37-268,10240.32396
10,37-268,231.5414763
11,37-268,1.11348425
12,37-268,13.57886761
13,37-268,138.8980825
17,37-268,686.8954783
18,37-268,703.5468416
19,37-268,223.5618898
20,37-268,1522.997851
21,37-268,29654.84655
22,37-268,429.096825
23,37-268,2563.813687
24,37-268,3466.060962
25,37-268,18.18984308
26,37-268,569.2653162
27,37-268,522.8239152
28,37-268,2320.812918
29,37-268,6284.285204
30,37-268,9195.462806
31,37-268,350.1168654
32,37-268,1444.278913
33,37-268,4950.143953
34,37-268,11321.27715
35,37-268,26755.33631
36,37-268,4325.2977
37,37-268,214453.6954
38,37-268,64543.95188
39,37-268,4068.056066
40,37-268,11232.85352
41,37-268,106.2802612
43,37-268,4863.633685
1,37-450,1186.012299
2,37-450,140.5928399
3,37-450,450.2428467
4,37-450,582.9551277
5,37-450,4353.465106
6,37-450,1345.27511
7,37-450,670.3506744
8,37-450,2245.525665
9,37-450,15554.41229
10,37-450,25.32828132
11,37-450,3.947135375
12,37-450,16.70732818
13,37-450,313.9752618
14,37-450,191375.9672
