Commodity_SCTG,ORIG_CFS_AREA,UnitCost
4,48-204,186.128887
5,48-204,4011.345144
6,48-204,1372.634264
7,48-204,803.8197805
8,48-204,2131.890597
9,48-204,22870.1111
10,48-204,25.32837573
11,48-204,8.819551827
12,48-204,2.742628218
13,48-204,24.80464181
14,48-204,246.9881366
16,48-204,322.5699049
17,48-204,457.195682
18,48-204,469.9524283
19,48-204,336.6058806
20,48-204,595.1479004
21,48-204,45927.47339
22,48-204,375.5440908
23,48-204,1575.593923
24,48-204,810.9808666
25,48-204,2000
26,48-204,2661.505504
27,48-204,1125.058796
28,48-204,3075.347717
29,48-204,4205.581216
30,48-204,6148.684697
31,48-204,115.494762
32,48-204,266.5631187
33,48-204,2779.623146
34,48-204,2575.780785
35,48-204,9665.468116
36,48-204,3199.391171
37,48-204,31753.19256
38,48-204,17206.98251
39,48-204,5209.023924
40,48-204,1985.610843
41,48-204,0.001055777
43,48-204,4251.692032
1,48-206,2792.46693
2,48-206,178.93592
3,48-206,728.1086601
4,48-206,1787.917474
5,48-206,5357.323612
6,48-206,2082.593185
7,48-206,1380.890811
8,48-206,1174.165404
9,48-206,24237.75325
10,48-206,25.32826325
11,48-206,33.66738127
12,48-206,4.720158873
13,48-206,133.1659188
14,48-206,200.047278
16,48-206,322.5699173
17,48-206,530.103787
18,48-206,471.3613296
19,48-206,410.4178175
20,48-206,526.7766873
21,48-206,203018.4506
22,48-206,327.9133798
23,48-206,5083.778765
24,48-206,4027.429697
25,48-206,498.5202556
26,48-206,1047.693934
27,48-206,1033.145806
28,48-206,1460.240541
29,48-206,4430.90041
30,48-206,16755.86356
31,48-206,167.5450386
32,48-206,1453.858999
33,48-206,4162.052768
34,48-206,12432.00216
35,48-206,22987.32268
36,48-206,12857.6823
37,48-206,274645.0479
38,48-206,60018.96401
39,48-206,5656.832626
40,48-206,6710.588285
41,48-206,107.0983142
43,48-206,2911.250959
1,48-238,2003.187686
2,48-238,129.7787561
3,48-238,1789.626561
4,48-238,531.8123538
5,48-238,2303.877817
6,48-238,1668.308783
7,48-238,1141.554156
8,48-238,1876.030481
9,48-238,22869.9646
10,48-238,156.7438199
11,48-238,6.729704929
12,48-238,6.90848633
13,48-238,99.82841627
14,48-238,2749.587677
17,48-238,581.0594299
18,48-238,523.3208979
19,48-238,1398.00989
20,48-238,12884.69091
21,48-238,6518.503468
22,48-238,267.7055588
23,48-238,1246.313123
24,48-238,4862.929219
26,48-238,613.5216125
27,48-238,1442.036578
28,48-238,2056.558653
29,48-238,13074.22985
30,48-238,4659.281888
31,48-238,148.8193589
32,48-238,2352.620312
33,48-238,2851.019194
34,48-238,4728.413822
35,48-238,14351.82384
36,48-238,10443.84382
37,48-238,32268.94504
38,48-238,28242.30499
39,48-238,1921.208763
40,48-238,6231.124257
41,48-238,91.3350921
43,48-238,2728.817629
1,48-288,2885.463384
2,48-288,169.3873951
3,48-288,424.2670504
4,48-288,518.6368195
5,48-288,4745.793127
6,48-288,2590.555282
7,48-288,925.2958073
8,48-288,1957.946486
9,48-288,74353.12021
10,48-288,530.7612718
11,48-288,6.690814162
12,48-288,4.988322364
13,48-288,151.7300362
14,48-288,144461.1234
15,48-288,1663.292111
16,48-288,322.5699166
17,48-288,578.9090226
18,48-288,518.2726595
19,48-288,612.1213393
20,48-288,597.2387703
21,48-288,43641.17424
22,48-288,194.0633722
23,48-288,2098.260136
24,48-288,1370.673265
25,48-288,17.14535964
26,48-288,779.3103441
27,48-288,1717.414298
28,48-288,2194.045161
29,48-288,7014.916896
30,48-288,12368.11463
31,48-288,214.5002811
32,48-288,1789.524269
33,48-288,1992.008993
34,48-288,6002.216638
35,48-288,18482.16641
36,48-288,8665.103902
37,48-288,27392.11974
38,48-288,49862.76558
39,48-288,6661.015124
40,48-288,4952.498288
41,48-288,132.3090336
43,48-288,2828.146684
1,48-29700,3735.756643
2,48-29700,109.9732308
3,48-29700,960.8619166
4,48-29700,632.8213654
5,48-29700,2677.864479
6,48-29700,3430.871608
7,48-29700,633.2745828
8,48-29700,11714.33063
9,48-29700,64490.95995
10,48-29700,26.22513389
11,48-29700,1.110429604
12,48-29700,0.808470147
13,48-29700,33.17210316
14,48-29700,106105.2632
16,48-29700,322.5699783
17,48-29700,538.9867128
18,48-29700,531.6077703
19,48-29700,224.0493864
20,48-29700,2268.64243
21,48-29700,65925.33526
23,48-29700,3109.553716
24,48-29700,2516.83746
26,48-29700,339.5594724
27,48-29700,1125.058558
28,48-29700,1981.677955
29,48-29700,7073.289474
30,48-29700,2860.633117
31,48-29700,54.62570422
32,48-29700,1441.835069
33,48-29700,6006.886394
34,48-29700,16973.42817
35,48-29700,8979.871932
36,48-29700,23592.39951
37,48-29700,387970.4986
38,48-29700,68880.54271
39,48-29700,5966.998189
40,48-29700,2876.698693
41,48-29700,0.048543268
43,48-29700,2389.073612
1,48-41700,3364.780784
2,48-41700,186.4820327
3,48-41700,942.3322833
4,48-41700,1540.153759
5,48-41700,4053.620431
6,48-41700,3445.268205
7,48-41700,1317.081975
8,48-41700,3082.988757
9,48-41700,10107.81894
10,48-41700,159.64171
11,48-41700,7.407582524
12,48-41700,8.020266252
13,48-41700,59.56266491
14,48-41700,25.53237407
16,48-41700,322.569994
17,48-41700,539.8313708
18,48-41700,518.3797274
19,48-41700,401.6421941
20,48-41700,509.714752
21,48-41700,72460.88567
22,48-41700,635.1048009
23,48-41700,2428.917422
24,48-41700,4891.673106
25,48-41700,708.2482929
26,48-41700,915.3289442
27,48-41700,1715.628148
28,48-41700,1745.295187
29,48-41700,4739.045912
30,48-41700,14204.60704
31,48-41700,96.20453805
32,48-41700,730.1487322
33,48-41700,3371.354716
34,48-41700,3452.254289
35,48-41700,5280.494244
36,48-41700,4366.992514
37,48-41700,224154.1131
38,48-41700,21850.5722
39,48-41700,4685.671782
40,48-41700,3351.601537
41,48-41700,51.97118306
43,48-41700,2463.703841
1,48-99999,3860.699807
2,48-99999,147.9818615
3,48-99999,594.9927087
4,48-99999,180.6124946
5,48-99999,4003.464444
6,48-99999,740.9219844
7,48-99999,611.5124315
8,48-99999,1469.842716
9,48-99999,20826.63677
10,48-99999,637.8239349
11,48-99999,27.81721057
12,48-99999,10.30183647
13,48-99999,150.6739046
14,48-99999,355.641682
15,48-99999,36.28535327
16,48-99999,322.569917
17,48-99999,457.4876418
18,48-99999,504.9373541
19,48-99999,268.8688048
20,48-99999,664.304675
21,48-99999,9903.175224
22,48-99999,368.8772698
23,48-99999,1631.350742
24,48-99999,1730.095251
25,48-99999,27.10077196
26,48-99999,300.7739349
27,48-99999,813.5673903
28,48-99999,1691.810313
29,48-99999,1400.901354
30,48-99999,17113.27232
31,48-99999,157.4272864
32,48-99999,1598.176325
33,48-99999,3119.055634
34,48-99999,3615.261785
35,48-99999,11753.92425
36,48-99999,11374.82952
37,48-99999,2253.880708
38,48-99999,6708.390188
39,48-99999,5249.899441
40,48-99999,5437.045454
41,48-99999,56.6975434
43,48-99999,3981.139888
1,49-482,1654.271718
2,49-482,193.5932784
3,49-482,1210.335122
4,49-482,2222.939863
5,49-482,5892.358351
6,49-482,1551.7569
7,49-482,3163.232722
8,49-482,3378.105265
9,49-482,22869.91569
10,49-482,25.3203765
11,49-482,7.551109402
12,49-482,6.36996311
13,49-482,144.5353361
14,49-482,5347.567629
15,49-482,1610.87235
16,49-482,305.5435134
17,49-482,537.4296261
18,49-482,457.3911115
19,49-482,134.4605334
20,49-482,311.7317625
21,49-482,34207.93128
22,49-482,465.5875818
23,49-482,10069.46208
24,49-482,5252.005905
25,49-482,19.84240624
26,49-482,981.5267169
27,49-482,3254.488674
28,49-482,3292.280666
29,49-482,8851.206645
30,49-482,26931.4413
31,49-482,126.7150165
32,49-482,2275.97148
33,49-482,3427.061235
34,49-482,8310.668341
35,49-482,16701.8888
36,49-482,11150.62798
37,49-482,85876.99617
38,49-482,98645.18537
39,49-482,5555.950165
40,49-482,14248.94709
41,49-482,117.5471702
43,49-482,2239.703115
1,49-99999,2038.247612
2,49-99999,261.6548514
3,49-99999,461.5850568
4,49-99999,112.9427148
5,49-99999,4591.070999
6,49-99999,2827.058868
7,49-99999,1848.430717
8,49-99999,1984.897612
9,49-99999,22870.03163
10,49-99999,25.32828816
11,49-99999,3.632046872
12,49-99999,6.093599728
13,49-99999,58.02165948
14,49-99999,23778.05927
15,49-99999,31.80667896
16,49-99999,305.543549
17,49-99999,473.8786931
18,49-99999,587.4510948
19,49-99999,252.7497972
20,49-99999,1617.857896
21,49-99999,32920.06655
22,49-99999,353.9683859
23,49-99999,1504.893023
24,49-99999,2220.140045
25,49-99999,16.1283593
26,49-99999,565.945351
27,49-99999,2317.227386
28,49-99999,1766.403179
29,49-99999,19459.90636
30,49-99999,10740.34595
31,49-99999,123.3542234
32,49-99999,2527.689326
33,49-99999,4253.776895
34,49-99999,15866.88981
35,49-99999,17696.9188
36,49-99999,7890.815431
37,49-99999,432428.9956
38,49-99999,72192.62034
39,49-99999,6791.681463
40,49-99999,6494.468573
41,49-99999,11.0627477
43,49-99999,3596.152109
1,50-99999,2295.159638
2,50-99999,290.5275199
3,50-99999,1772.076794
4,50-99999,691.0530135
5,50-99999,3771.078942
6,50-99999,4187.109617
7,50-99999,2035.930578
8,50-99999,1906.160962
9,50-99999,56723.89918
10,50-99999,918.982978
11,50-99999,2.737627747
12,50-99999,36.7569819
13,50-99999,9.694020462
17,50-99999,542.8671842
18,50-99999,527.1706593
19,50-99999,434.0915047
20,50-99999,905.2339714
21,50-99999,127692.1543
22,50-99999,250.0252794
23,50-99999,3501.375059
24,50-99999,5940.079397
25,50-99999,22.14526626
26,50-99999,1583.537447
27,50-99999,1323.379423
28,50-99999,1167.070536
29,50-99999,8092.069743
30,50-99999,60733.36438
31,50-99999,474.4528149
32,50-99999,5955.018021
33,50-99999,3161.827044
34,50-99999,13360.74555
35,50-99999,27645.80927
36,50-99999,16195.76733
37,50-99999,665908.5841
38,50-99999,137611.889
39,50-99999,7550.151761
40,50-99999,7302.92722
41,50-99999,0.062525584
43,50-99999,6466.389928
1,51-40060,1537.721914
2,51-40060,128.8617753
3,51-40060,392.4377436
4,51-40060,401.2384702
5,51-40060,3856.966513
6,51-40060,3521.255338
7,51-40060,1330.039176
8,51-40060,4584.03032
9,51-40060,79618.38576
10,51-40060,25.32827755
11,51-40060,9.769006489
12,51-40060,10.23400615
13,51-40060,349.2721049
17,51-40060,539.1384467
18,51-40060,531.5223042
19,51-40060,643.4507222
20,51-40060,206.2560256
21,51-40060,48908.91587
22,51-40060,75.5015304
23,51-40060,2928.541641
24,51-40060,6051.84645
25,51-40060,13.91443669
26,51-40060,629.1169577
27,51-40060,929.1446937
28,51-40060,1711.163927
29,51-40060,3490.239744
30,51-40060,5202.772676
31,51-40060,99.59328279
32,51-40060,1184.818604
33,51-40060,4402.490725
34,51-40060,48806.13308
35,51-40060,9723.917632
36,51-40060,8384.606521
37,51-40060,8044.481362
38,51-40060,23517.74279
39,51-40060,5548.061169
40,51-40060,4027.151225
41,51-40060,84.39377636
43,51-40060,4002.990561
1,51-545,1323.895989
2,51-545,226.65405
3,51-545,606.3530085
4,51-545,188.3209266
5,51-545,3466.655884
6,51-545,3317.553981
7,51-545,1916.443477
8,51-545,1160.41892
9,51-545,59015.31936
10,51-545,1512.432129
11,51-545,33.74330932
12,51-545,15.4719517
13,51-545,122.0466767
17,51-545,557.7012681
18,51-545,458.3245359
19,51-545,131.8658533
20,51-545,468.7187413
21,51-545,2816.241955
22,51-545,272.7460557
23,51-545,5094.801293
24,51-545,3125.540501
25,51-545,12.3004856
26,51-545,1189.733782
27,51-545,1061.582217
28,51-545,306.1765836
29,51-545,4318.371789
30,51-545,19199.03873
31,51-545,263.8656069
32,51-545,3119.024047
33,51-545,4719.658699
34,51-545,12050.64818
35,51-545,14767.72652
36,51-545,9286.528744
37,51-545,124787.9096
38,51-545,44584.89752
39,51-545,6357.502981
40,51-545,7984.655835
41,51-545,73.43986965
43,51-545,5274.192877
1,51-47900,3835.940108
2,51-47900,122.9408461
3,51-47900,412.0103014
4,51-47900,289.8064593
5,51-47900,6940.822972
6,51-47900,3211.478038
7,51-47900,1282.780052
8,51-47900,2681.17131
9,51-47900,22869.92535
10,51-47900,97.36523272
11,51-47900,61.99467492
12,51-47900,11.07715405
13,51-47900,19.19747789
14,51-47900,22471.36308
17,51-47900,649.212119
18,51-47900,553.1202189
19,51-47900,257.3635113
20,51-47900,911.6733081
21,51-47900,8127.865223
22,51-47900,13.94890696
23,51-47900,6770.716411
24,51-47900,5026.644067
25,51-47900,23.28575197
26,51-47900,587.0542517
27,51-47900,2983.075677
28,51-47900,2143.269248
29,51-47900,2402.784788
30,51-47900,641.6938395
31,51-47900,165.3114091
32,51-47900,652.3318324
33,51-47900,3727.883697
34,51-47900,14918.64335
35,51-47900,40753.29827
36,51-47900,6123.943485
37,51-47900,17019.23913
38,51-47900,63064.37701
39,51-47900,4061.828195
40,51-47900,6746.937759
41,51-47900,38.84875675
43,51-47900,9686.828533
1,51-99999,1645.161939
2,51-99999,133.394938
3,51-99999,643.9029071
4,51-99999,212.0712069
5,51-99999,2396.29901
6,51-99999,365.6705467
7,51-99999,1024.936065
8,51-99999,991.6236526
9,51-99999,19427.98803
10,51-99999,2344.663989
11,51-99999,27.66369142
12,51-99999,12.89353277
13,51-99999,89.95502651
14,51-99999,46431.37255
15,51-99999,38.22421816
16,51-99999,299.0523536
17,51-99999,612.1323184
18,51-99999,553.2791469
19,51-99999,230.8930141
20,51-99999,2737.304545
21,51-99999,41432.29549
22,51-99999,922.0401326
23,51-99999,1416.995087
24,51-99999,3543.837373
25,51-99999,16.35708823
26,51-99999,359.1161653
27,51-99999,750.81847
28,51-99999,911.1417931
29,51-99999,1795.108858
30,51-99999,15954.47845
31,51-99999,179.9972266
32,51-99999,1137.564109
33,51-99999,2761.612316
34,51-99999,10542.28087
35,51-99999,13237.07515
36,51-99999,7376.341834
37,51-99999,5717.757045
38,51-99999,290988.2228
39,51-99999,5128.417803
40,51-99999,4180.010639
41,51-99999,111.4172453
43,51-99999,3560.20237
1,53-500,6131.219926
2,53-500,4853.172497
3,53-500,1092.869581
4,53-500,664.3682396
5,53-500,6146.647592
6,53-500,1587.059208
7,53-500,1831.863111
8,53-500,1577.044047
9,53-500,22869.92261
10,53-500,1425.275814
11,53-500,6.36969192
12,53-500,9.859034547
13,53-500,72.61142227
14,53-500,201396.4438
17,53-500,484.3488527
18,53-500,456.764737
19,53-500,998.4788221
20,53-500,681.8069582
21,53-500,113489.6454
22,53-500,267.4813005
23,53-500,6849.9146
24,53-500,4605.006743
25,53-500,32.69705149
26,53-500,671.9340007
27,53-500,893.4113977
28,53-500,2020.964268
29,53-500,6865.763275
30,53-500,16099.70724
31,53-500,285.9285944
32,53-500,1272.465217
33,53-500,3843.595251
34,53-500,12188.82613
35,53-500,21670.60906
36,53-500,9696.548593
37,53-500,267999.1446
38,53-500,30914.28861
39,53-500,4851.783044
40,53-500,14549.17542
41,53-500,33.41838754
43,53-500,3212.14153
1,53-440,9534.54616
2,53-440,154.7575968
3,53-440,1401.603108
4,53-440,1786.152645
5,53-440,2143.424566
6,53-440,916.690724
7,53-440,1432.01523
8,53-440,8031.065027
9,53-440,22869.74987
10,53-440,356.3713458
11,53-440,3.627644079
12,53-440,35.70596541
13,53-440,265.3434086
14,53-440,198685.729
17,53-440,848.5460044
18,53-440,145.7819758
19,53-440,399.6699644
20,53-440,391.2806373
21,53-440,152678.9391
22,53-440,2631.227093
23,53-440,1381.508223
24,53-440,4389.976985
25,53-440,17.95333698
26,53-440,489.6559506
27,53-440,1423.010085
28,53-440,1848.928969
29,53-440,6652.318044
30,53-440,5392.083854
31,53-440,329.1706152
32,53-440,1320.193201
33,53-440,3331.550012
34,53-440,16141.21563
35,53-440,23914.52847
36,53-440,10932.78281
37,53-440,269934.7771
38,53-440,11363.70463
39,53-440,6923.410993
40,53-440,7003.635912
41,53-440,2.572585336
43,53-440,3844.737659
1,53-99999,3787.391878
2,53-99999,155.6159976
3,53-99999,668.4864557
4,53-99999,190.2657166
5,53-99999,5866.67444
6,53-99999,2111.804471
7,53-99999,1018.042949
8,53-99999,2155.494308
9,53-99999,65539.52565
10,53-99999,1848.119546
11,53-99999,23.65144966
12,53-99999,11.58133049
13,53-99999,71.66629449
14,53-99999,68960.34607
17,53-99999,1431.936116
18,53-99999,533.438365
19,53-99999,164.6474558
20,53-99999,715.9324014
21,53-99999,8602.629808
22,53-99999,360.9846232
23,53-99999,3806.809362
24,53-99999,4809.958943
25,53-99999,19.92409727
26,53-99999,403.1603579
27,53-99999,653.4943984
28,53-99999,1009.763393
29,53-99999,5063.309452
30,53-99999,17382.25977
31,53-99999,233.4730335
32,53-99999,2943.456575
33,53-99999,3609.323933
34,53-99999,10414.13265
35,53-99999,16034.90162
36,53-99999,13649.29146
37,53-99999,88072.56646
38,53-99999,72106.5524
39,53-99999,6302.997025
40,53-99999,3157.800986
41,53-99999,90.66152628
43,53-99999,2953.729689
1,54-99999,1810.395175
2,54-99999,119.0140822
3,54-99999,647.1544365
4,54-99999,102.9485652
5,54-99999,2662.860128
6,54-99999,3115.634401
7,54-99999,908.4569858
8,54-99999,1467.408033
9,54-99999,24727.83338
10,54-99999,307.4017785
11,54-99999,67.53275417
12,54-99999,11.19556904
13,54-99999,642.2855724
14,54-99999,277.7669702
15,54-99999,49.90960676
16,54-99999,299.0256411
17,54-99999,532.0999508
18,54-99999,519.1442909
19,54-99999,183.3346562
20,54-99999,623.2236057
21,54-99999,295611.6939
22,54-99999,799.9261426
23,54-99999,2679.567899
24,54-99999,2624.732468
25,54-99999,17.58272189
26,54-99999,317.5280588
27,54-99999,808.4484222
28,54-99999,1826.223391
29,54-99999,2486.156764
30,54-99999,16360.57936
31,54-99999,178.3209913
32,54-99999,1299.859202
33,54-99999,3271.929623
34,54-99999,6788.870316
35,54-99999,16331.96593
36,54-99999,6136.174188
37,54-99999,7811.756886
38,54-99999,76729.37436
39,54-99999,6302.277746
40,54-99999,7295.966244
41,54-99999,110.512803
43,54-99999,5221.230097
1,55-376,3846.905016
2,55-376,436.1959408
3,55-376,516.0354842
4,55-376,824.2114937
5,55-376,4463.556881
6,55-376,3959.667405
7,55-376,1225.507969
8,55-376,1079.044569
9,55-376,90987.26841
10,55-376,1008.538593
11,55-376,20.25028896
12,55-376,6.330459199
13,55-376,1779.395008
14,55-376,1727.103985
17,55-376,592.9507526
18,55-376,550.0824227
19,55-376,1994.891283
20,55-376,971.1472037
21,55-376,31328.34242
22,55-376,538.4549634
23,55-376,2320.58711
24,55-376,4983.528398
25,55-376,20.14914697
26,55-376,1505.059498
27,55-376,945.4017322
28,55-376,2469.241852
29,55-376,1726.086964
30,55-376,22372.80556
31,55-376,121.8077829
32,55-376,1691.512968
33,55-376,5541.514614
34,55-376,11479.3575
35,55-376,17358.02599
36,55-376,8590.346251
37,55-376,41941.72679
38,55-376,64015.88483
39,55-376,7042.136702
40,55-376,7181.456708
41,55-376,86.30556028
43,55-376,3438.501751
1,55-99999,2088.91673
2,55-99999,107.3417528
3,55-99999,429.1224972
4,55-99999,280.0892932
5,55-99999,3315.931102
6,55-99999,1918.781148
7,55-99999,1350.054464
8,55-99999,1355.013489
9,55-99999,104541.913
10,55-99999,2315.068387
11,55-99999,19.31831738
12,55-99999,8.878568577
13,55-99999,173.3680566
14,55-99999,442.3471412
15,55-99999,69.90161276
17,55-99999,545.439466
18,55-99999,503.6285011
19,55-99999,270.6920729
20,55-99999,619.0485988
21,55-99999,54123.96739
22,55-99999,318.2415988
23,55-99999,2622.649364
24,55-99999,4488.768959
25,55-99999,23.09037207
26,55-99999,844.3563337
27,55-99999,959.0492581
28,55-99999,1908.966178
29,55-99999,2895.643556
30,55-99999,18861.07609
31,55-99999,202.9480736
32,55-99999,2217.051406
33,55-99999,4070.148851
34,55-99999,13768.07753
35,55-99999,17549.40447
36,55-99999,6936.280444
37,55-99999,40607.74043
38,55-99999,98885.28676
39,55-99999,5368.311929
40,55-99999,4966.805886
41,55-99999,162.5882554
43,55-99999,2892.459186
1,56-99999,3656.41407
2,56-99999,178.1506275
3,56-99999,125.603214
4,56-99999,108.8759991
5,56-99999,3788.189002
6,56-99999,5301.094006
7,56-99999,692.000987
8,56-99999,3033.058267
9,56-99999,22869.71237
10,56-99999,898.4605667
11,56-99999,7.111541377
12,56-99999,8.156771373
13,56-99999,95.60412777
14,56-99999,39352.29539
15,56-99999,13.82284966
16,56-99999,305.5435507
17,56-99999,620.7042131
18,56-99999,516.0218341
19,56-99999,182.3082046
20,56-99999,171.2840415
21,56-99999,51106.74097
22,56-99999,312.5860485
23,56-99999,592.9813886
24,56-99999,5052.688551
25,56-99999,16.42856275
26,56-99999,632.7855201
27,56-99999,3499.660265
28,56-99999,840.7566633
29,56-99999,20273.12051
30,56-99999,11898.55434
31,56-99999,98.94789015
32,56-99999,2884.986729
33,56-99999,2767.671641
34,56-99999,16385.32378
35,56-99999,16846.56244
36,56-99999,8712.389248
37,56-99999,121606.1549
38,56-99999,29901.85247
39,56-99999,5251.860442
40,56-99999,1535.938684
41,56-99999,48.10960512
43,56-99999,1821.447333
