"","NAICS","size_group","total_emp","total_est","total_firm","emp_per_est","est_per_firm"
"563",325412,2,9625,210,208,45.8333333333333,1.00961538461538
"564",325412,3,20570,143,122,143.846153846154,1.17213114754098
"565",325413,1,544,93,93,5.8494623655914,1
"566",325413,2,2577,58,55,44.4310344827586,1.05454545454545
"567",325413,3,2774,23,19,120.608695652174,1.21052631578947
"568",325413,6,2583,11,8,234.818181818182,1.375
"569",325414,1,673,119,119,5.65546218487395,1
"570",325414,2,1802,46,45,39.1739130434783,1.02222222222222
"571",325414,3,2074,22,16,94.2727272727273,1.375
"572",325510,1,4046,657,655,6.15829528158295,1.0030534351145
"573",325510,2,7223,203,193,35.5812807881773,1.05181347150259
"574",325510,5,681,10,8,68.1,1.25
"575",325520,1,1458,214,214,6.81308411214953,1
"576",325520,2,3904,104,92,37.5384615384615,1.1304347826087
"577",325611,1,2533,459,458,5.51851851851852,1.00218340611354
"578",325611,2,3287,86,82,38.2209302325581,1.04878048780488
"579",325611,3,3957,39,34,101.461538461538,1.14705882352941
"580",325611,5,1385,7,6,197.857142857143,1.16666666666667
"581",325612,1,1676,314,313,5.3375796178344,1.00319488817891
"582",325612,2,2809,72,69,39.0138888888889,1.04347826086957
"583",325612,3,6020,54,41,111.481481481481,1.31707317073171
"584",325612,4,694,5,5,138.8,1
"585",325613,1,381,64,64,5.953125,1
"586",325613,2,528,13,13,40.6153846153846,1
"587",325620,1,3110,639,639,4.86697965571205,1
"588",325620,2,7882,187,183,42.1497326203209,1.02185792349727
"589",325620,3,12061,81,75,148.901234567901,1.08
"590",325910,1,726,121,120,6,1.00833333333333
"591",325910,2,1414,49,34,28.8571428571429,1.44117647058824
"592",325920,1,141,21,21,6.71428571428571,1
"593",325920,7,2235,7,6,319.285714285714,1.16666666666667
"594",325991,1,1152,192,192,6,1
"595",325991,2,3788,94,88,40.2978723404255,1.06818181818182
"596",325991,3,4638,51,35,90.9411764705882,1.45714285714286
"597",325992,1,668,176,174,3.79545454545455,1.01149425287356
"598",325992,2,1294,28,28,46.2142857142857,1
"599",325998,1,3575,684,683,5.2266081871345,1.00146412884334
"600",325998,2,5850,166,161,35.2409638554217,1.03105590062112
"601",325998,3,7833,116,80,67.5258620689655,1.45
"602",326111,1,825,128,128,6.4453125,1
"603",326111,2,3930,88,86,44.6590909090909,1.02325581395349
"604",326111,3,7214,57,46,126.561403508772,1.23913043478261
"605",326112,1,741,101,101,7.33663366336634,1
"606",326112,2,4605,109,107,42.2477064220183,1.01869158878505
"607",326112,3,8129,64,53,127.015625,1.20754716981132
"608",326112,4,2478,14,10,177,1.4
"609",326112,5,1548,13,10,119.076923076923,1.3
"610",326113,1,1359,216,216,6.29166666666667,1
"611",326113,2,5060,119,115,42.5210084033613,1.03478260869565
"612",326113,3,11388,93,69,122.451612903226,1.34782608695652
"613",326121,1,995,163,163,6.10429447852761,1
"614",326121,2,3639,99,93,36.7575757575758,1.06451612903226
"615",326121,3,6317,64,48,98.703125,1.33333333333333
"616",326121,4,924,11,8,84,1.375
"617",326121,7,4081,22,15,185.5,1.46666666666667
"618",326122,1,891,129,127,6.90697674418605,1.01574803149606
"619",326122,2,3338,80,77,41.725,1.03896103896104
"620",326130,1,747,124,124,6.0241935483871,1
"621",326130,2,2119,49,49,43.2448979591837,1
"622",326130,3,2999,30,23,99.9666666666667,1.30434782608696
"623",326130,5,485,4,4,121.25,1
"624",326130,7,790,8,7,98.75,1.14285714285714
"625",326140,1,868,139,139,6.24460431654676,1
"626",326140,2,3916,99,94,39.5555555555556,1.0531914893617
"627",326150,1,1621,223,223,7.26905829596413,1
"628",326150,2,5787,147,137,39.3673469387755,1.07299270072993
"629",326160,1,424,63,63,6.73015873015873,1
"630",326160,2,2985,68,66,43.8970588235294,1.03030303030303
"631",326191,1,1331,195,193,6.82564102564103,1.01036269430052
"632",326191,2,3661,84,82,43.5833333333333,1.02439024390244
"633",326191,3,5605,44,37,127.386363636364,1.18918918918919
"634",326199,1,19045,2872,2868,6.63126740947075,1.00139470013947
"635",326199,2,57425,1369,1318,41.9466764061359,1.03869499241275
"636",326199,3,98850,841,608,117.538644470868,1.38322368421053
"637",326211,1,139,34,34,4.08823529411765,1
"638",326211,2,205,6,6,34.1666666666667,1
"639",326211,3,2150,16,15,134.375,1.06666666666667
"640",326212,1,971,154,154,6.30519480519481,1
"641",326212,2,1493,67,58,22.2835820895522,1.1551724137931
"642",326212,3,931,47,33,19.8085106382979,1.42424242424242
"643",326220,1,623,99,99,6.29292929292929,1
"644",326220,2,1867,43,36,43.4186046511628,1.19444444444444
"645",326220,3,3115,34,24,91.6176470588235,1.41666666666667
"646",326291,1,1224,175,175,6.99428571428571,1
"647",326291,2,4191,107,103,39.1682242990654,1.03883495145631
"648",326291,3,9572,69,56,138.724637681159,1.23214285714286
"649",326291,6,2668,13,9,205.230769230769,1.44444444444444
"650",326299,1,1935,301,301,6.42857142857143,1
"651",326299,2,5330,137,128,38.9051094890511,1.0703125
"652",326299,6,2813,13,9,216.384615384615,1.44444444444444
"653",327110,1,1786,470,470,3.8,1
"654",327110,2,2709,68,68,39.8382352941176,1
"655",327110,3,1683,15,12,112.2,1.25
"656",327110,4,2411,8,6,301.375,1.33333333333333
"657",327120,1,1198,203,201,5.90147783251231,1.00995024875622
"658",327120,2,4353,118,104,36.8898305084746,1.13461538461538
"659",327120,3,5165,59,43,87.5423728813559,1.37209302325581
"660",327211,1,98,45,45,2.17777777777778,1
"661",327211,2,584,12,11,48.6666666666667,1.09090909090909
"662",327212,1,1340,312,310,4.29487179487179,1.00645161290323
"663",327212,2,1410,36,36,39.1666666666667,1
"664",327212,3,939,10,7,93.9,1.42857142857143
"665",327212,4,976,6,5,162.666666666667,1.2
"666",327212,5,3598,10,7,359.8,1.42857142857143
"667",327213,1,51,19,19,2.68421052631579,1
"668",327213,4,466,3,3,155.333333333333,1
"669",327215,1,3362,716,713,4.69553072625698,1.00420757363254
"670",327215,2,6526,154,147,42.3766233766234,1.04761904761905
"671",327215,3,8102,67,56,120.925373134328,1.19642857142857
"672",327310,1,330,63,60,5.23809523809524,1.05
"673",327310,3,773,12,10,64.4166666666667,1.2
"674",327320,1,8797,1244,1211,7.07154340836013,1.02725020644096
"675",327331,1,1925,264,262,7.29166666666667,1.00763358778626
"676",327331,2,3959,159,120,24.8993710691824,1.325
"677",327332,1,476,61,61,7.80327868852459,1
"678",327332,2,2268,53,50,42.7924528301887,1.06
"679",327390,1,6561,1031,1027,6.36372453928225,1.00389483933788
"680",327390,2,14507,414,368,35.0410628019324,1.125
"681",327410,1,89,15,14,5.93333333333333,1.07142857142857
"682",327420,1,579,109,109,5.31192660550459,1
"683",327420,2,440,15,15,29.3333333333333,1
"684",327910,1,1149,156,156,7.36538461538461,1
"685",327910,2,2861,82,72,34.890243902439,1.13888888888889
"686",327991,1,9174,1485,1483,6.17777777777778,1.00134861766689
"687",327991,2,11642,325,312,35.8215384615385,1.04166666666667
"688",327992,1,336,59,59,5.69491525423729,1
"689",327992,2,919,30,26,30.6333333333333,1.15384615384615
"690",327993,1,732,111,111,6.59459459459459,1
"691",327993,2,1741,50,49,34.82,1.02040816326531
"692",327999,1,1118,195,195,5.73333333333333,1
"693",327999,2,1926,73,62,26.3835616438356,1.17741935483871
"694",331110,1,1057,228,228,4.6359649122807,1
"695",331110,2,3511,84,81,41.7976190476191,1.03703703703704
"696",331110,3,8161,76,62,107.381578947368,1.2258064516129
"697",331210,1,436,86,86,5.06976744186047,1
"698",331210,2,2362,50,44,47.24,1.13636363636364
"699",331210,3,5740,36,31,159.444444444444,1.16129032258065
"700",331210,6,1246,8,6,155.75,1.33333333333333
"701",331221,1,426,66,66,6.45454545454545,1
"702",331221,2,1873,50,44,37.46,1.13636363636364
"703",331221,3,1353,15,13,90.2,1.15384615384615
"704",331221,4,278,5,5,55.6,1
"705",331222,1,469,99,99,4.73737373737374,1
"706",331222,2,2212,51,50,43.3725490196078,1.02
"707",331222,3,4389,32,28,137.15625,1.14285714285714
"708",331222,6,563,4,3,140.75,1.33333333333333
"709",331313,1,90,36,36,2.5,1
"710",331313,3,274,3,3,91.3333333333333,1
"711",331314,1,138,27,27,5.11111111111111,1
"712",331314,2,1062,21,21,50.5714285714286,1
"713",331314,3,2023,22,17,91.9545454545455,1.29411764705882
"714",331314,7,257,4,4,64.25,1
"715",331315,1,263,45,45,5.84444444444444,1
"716",331315,2,248,6,6,41.3333333333333,1
"717",331315,3,2169,14,11,154.928571428571,1.27272727272727
"718",331318,1,530,80,80,6.625,1
"719",331318,2,2202,44,43,50.0454545454545,1.02325581395349
"720",331318,3,6157,48,38,128.270833333333,1.26315789473684
"721",331318,5,1910,7,5,272.857142857143,1.4
"722",331410,1,407,86,85,4.73255813953488,1.01176470588235
"723",331410,2,1039,27,26,38.4814814814815,1.03846153846154
"724",331410,3,1136,12,10,94.6666666666667,1.2
"725",331410,5,359,4,3,89.75,1.33333333333333
"726",331420,1,469,70,70,6.7,1
"727",331420,2,2329,53,49,43.9433962264151,1.08163265306122
"728",331420,3,5605,41,30,136.707317073171,1.36666666666667
"729",331491,1,965,149,148,6.47651006711409,1.00675675675676
"730",331491,2,1832,50,50,36.64,1
"731",331491,3,2604,28,22,93,1.27272727272727
"732",331492,1,668,112,112,5.96428571428571,1
"733",331492,2,2106,51,48,41.2941176470588,1.0625
"734",331492,3,2638,29,20,90.9655172413793,1.45
"735",331511,1,1067,149,149,7.16107382550336,1
"736",331511,2,4284,97,95,44.1649484536082,1.02105263157895
"737",331511,3,9131,62,49,147.274193548387,1.26530612244898
"738",331511,4,268,3,3,89.3333333333333,1
"739",331511,5,5528,21,15,263.238095238095,1.4
"740",331512,1,312,27,27,11.5555555555556,1
"741",331512,2,1522,31,31,49.0967741935484,1
"742",331512,3,2510,23,20,109.130434782609,1.15
"743",331512,5,473,4,3,118.25,1.33333333333333
"744",331513,1,489,75,75,6.52,1
"745",331513,2,2592,61,59,42.4918032786885,1.03389830508475
"746",331513,3,3523,27,24,130.481481481481,1.125
"747",331513,4,1821,7,6,260.142857142857,1.16666666666667
"748",331523,1,1343,186,185,7.22043010752688,1.00540540540541
"749",331523,2,4673,105,104,44.5047619047619,1.00961538461538
"750",331523,3,8273,54,44,153.203703703704,1.22727272727273
"751",331523,5,206,4,3,51.5,1.33333333333333
"752",331524,1,1126,171,169,6.58479532163743,1.01183431952663
"753",331524,2,3938,96,94,41.0208333333333,1.02127659574468
"754",331524,3,4344,39,34,111.384615384615,1.14705882352941
"755",331529,1,1179,159,159,7.41509433962264,1
"756",331529,2,2854,77,76,37.0649350649351,1.01315789473684
"757",331529,3,1437,16,14,89.8125,1.14285714285714
"758",332111,1,1080,234,234,4.61538461538461,1
"759",332111,2,2996,65,64,46.0923076923077,1.015625
"760",332111,3,5878,46,35,127.782608695652,1.31428571428571
"761",332111,6,533,5,4,106.6,1.25
"762",332112,1,100,20,20,5,1
"763",332112,2,441,5,5,88.2,1
"764",332114,1,1679,186,186,9.02688172043011,1
"765",332114,2,5264,137,124,38.4233576642336,1.10483870967742
"766",332114,3,7361,62,46,118.725806451613,1.34782608695652
"767",332114,4,812,4,4,203,1
"768",332114,6,365,4,4,91.25,1
"769",332117,1,417,46,46,9.06521739130435,1
"770",332117,2,1333,32,31,41.65625,1.03225806451613
"771",332117,3,2497,19,17,131.421052631579,1.11764705882353
"772",332119,1,5226,706,705,7.40226628895184,1.00141843971631
"773",332119,2,18323,431,414,42.5127610208817,1.04106280193237
"774",332119,3,17084,159,120,107.446540880503,1.325
"775",332119,5,2998,18,15,166.555555555556,1.2
"776",332215,1,569,156,156,3.6474358974359,1
"777",332215,2,807,23,23,35.0869565217391,1
"778",332215,3,2296,17,14,135.058823529412,1.21428571428571
"779",332215,7,797,4,4,199.25,1
"780",332216,1,3441,628,627,5.47929936305732,1.00159489633174
"781",332216,2,7806,195,184,40.0307692307692,1.05978260869565
"782",332216,6,492,6,5,82,1.2
"783",332311,1,2359,419,418,5.63007159904535,1.00239234449761
"784",332311,2,5250,136,130,38.6029411764706,1.04615384615385
"785",332311,3,8580,66,51,130,1.29411764705882
"786",332312,1,12106,1965,1963,6.16081424936387,1.00101884870097
"787",332312,2,29461,752,735,39.1768617021277,1.02312925170068
"788",332312,3,18376,174,132,105.609195402299,1.31818181818182
"789",332312,6,1540,13,10,118.461538461538,1.3
"790",332313,1,5125,785,785,6.52866242038217,1
"791",332313,2,12968,340,330,38.1411764705882,1.03030303030303
"792",332313,3,8445,92,80,91.7934782608696,1.15
"793",332313,4,325,3,3,108.333333333333,1
"794",332321,1,3357,537,536,6.25139664804469,1.00186567164179
"795",332321,2,8986,215,209,41.7953488372093,1.02870813397129
"796",332321,3,15001,130,95,115.392307692308,1.36842105263158
"797",332321,5,4003,13,10,307.923076923077,1.3
"798",332322,1,17742,2728,2724,6.50366568914956,1.0014684287812
"799",332322,2,37685,988,945,38.1427125506073,1.04550264550265
"800",332322,3,27881,299,204,93.247491638796,1.4656862745098
"801",332322,4,4060,29,20,140,1.45
"802",332323,1,9959,1916,1916,5.19780793319415,1
"803",332323,2,12749,340,331,37.4970588235294,1.02719033232628
"804",332323,3,5571,55,49,101.290909090909,1.12244897959184
"805",332410,1,742,107,106,6.93457943925234,1.00943396226415
"806",332410,2,3530,82,79,43.0487804878049,1.0379746835443
"807",332410,3,7261,60,46,121.016666666667,1.30434782608696
"808",332410,4,993,6,5,165.5,1.2
"809",332420,1,2193,299,298,7.33444816053512,1.00335570469799
"810",332420,2,8137,215,207,37.846511627907,1.03864734299517
"811",332420,3,11697,120,87,97.475,1.37931034482759
"812",332431,1,136,32,32,4.25,1
"813",332431,2,366,10,10,36.6,1
"814",332431,3,468,3,3,156,1
"815",332439,1,949,158,158,6.00632911392405,1
"816",332439,2,3155,80,79,39.4375,1.0126582278481
"817",332439,7,1450,7,6,207.142857142857,1.16666666666667
"818",332510,1,2082,359,359,5.79944289693593,1
"819",332510,2,4480,107,105,41.8691588785047,1.01904761904762
"820",332510,3,5521,55,45,100.381818181818,1.22222222222222
"821",332613,1,1345,177,177,7.59887005649717,1
"822",332613,2,3968,93,89,42.6666666666667,1.04494382022472
"823",332618,1,3187,465,465,6.85376344086021,1
"824",332618,2,6350,184,159,34.5108695652174,1.15723270440252
"825",332618,3,6469,91,64,71.0879120879121,1.421875
"826",332618,5,1157,12,11,96.4166666666667,1.09090909090909
"827",332710,1,81505,15417,15404,5.28669650385938,1.00084393663983
"828",332710,2,93559,2626,2545,35.6279512566641,1.03182711198428
"829",332710,3,42179,451,351,93.5232815964523,1.28490028490028
"830",332710,5,4680,49,35,95.5102040816327,1.4
"831",332710,6,2573,31,22,83,1.40909090909091
"832",332721,1,17513,2339,2337,7.48738777255237,1.00085579803166
"833",332721,2,38792,1025,992,37.8458536585366,1.03326612903226
"834",332721,3,27399,232,195,118.099137931034,1.18974358974359
"835",332721,4,5548,23,18,241.217391304348,1.27777777777778
"836",332721,5,2723,23,17,118.391304347826,1.35294117647059
"837",332721,7,3904,27,22,144.592592592593,1.22727272727273
"838",332722,1,2585,379,379,6.82058047493404,1
"839",332722,2,7733,189,177,40.9153439153439,1.06779661016949
"840",332722,6,249,3,3,83,1
"841",332811,1,2980,377,377,7.90450928381963,1
"842",332811,2,7226,219,198,32.9954337899543,1.10606060606061
"843",332811,4,222,7,5,31.7142857142857,1.4
"844",332812,1,10295,1761,1759,5.84611016467916,1.00113700966458
"845",332812,2,17589,463,447,37.9892008639309,1.03579418344519
"846",332812,5,1699,16,12,106.1875,1.33333333333333
"847",332813,1,9890,1475,1473,6.70508474576271,1.00135777325187
"848",332813,2,21420,589,549,36.3667232597623,1.07285974499089
"849",332813,3,13193,149,105,88.5436241610738,1.41904761904762
"850",332813,5,256,6,5,42.6666666666667,1.2
"851",332911,1,1355,198,198,6.84343434343434,1
"852",332911,2,4556,112,111,40.6785714285714,1.00900900900901
"853",332911,3,6928,56,44,123.714285714286,1.27272727272727
"854",332912,1,982,151,151,6.50331125827815,1
"855",332912,2,2875,69,67,41.6666666666667,1.02985074626866
"856",332912,3,5471,51,43,107.274509803922,1.18604651162791
"857",332912,5,3180,11,10,289.090909090909,1.1
"858",332913,1,210,63,63,3.33333333333333,1
"859",332913,2,799,19,19,42.0526315789474,1
"860",332913,3,2169,15,13,144.6,1.15384615384615
"861",332919,1,625,99,99,6.31313131313131,1
"862",332919,2,2483,63,61,39.4126984126984,1.0327868852459
"863",332919,3,3667,30,26,122.233333333333,1.15384615384615
"864",332919,6,836,6,5,139.333333333333,1.2
"865",332919,7,1777,12,9,148.083333333333,1.33333333333333
"866",332991,1,256,44,44,5.81818181818182,1
"867",332991,2,1400,34,32,41.1764705882353,1.0625
"868",332991,3,929,9,7,103.222222222222,1.28571428571429
"869",332992,1,539,127,127,4.24409448818898,1
"870",332992,2,608,20,20,30.4,1
"871",332992,3,305,3,3,101.666666666667,1
"872",332993,1,126,27,27,4.66666666666667,1
"873",332993,2,164,3,3,54.6666666666667,1
"874",332994,1,1378,313,313,4.40255591054313,1
"875",332994,2,3645,80,77,45.5625,1.03896103896104
"876",332994,3,2940,23,20,127.826086956522,1.15
"877",332994,4,2554,6,5,425.666666666667,1.2
"878",332996,1,2546,403,403,6.31761786600496,1
"879",332996,2,6709,172,164,39.0058139534884,1.04878048780488
"880",332996,3,6975,66,57,105.681818181818,1.15789473684211
"881",332999,1,14593,2612,2612,5.58690658499234,1
"882",332999,2,26336,723,707,36.4260027662517,1.02263083451202
"883",332999,3,20234,203,167,99.6748768472906,1.21556886227545
"884",332999,4,3390,27,22,125.555555555556,1.22727272727273
"885",332999,7,3465,23,18,150.652173913043,1.27777777777778
"886",333111,1,4199,694,693,6.05043227665706,1.001443001443
"887",333111,2,10252,271,260,37.830258302583,1.04230769230769
"888",333111,3,11225,94,74,119.414893617021,1.27027027027027
"889",333111,4,5269,21,17,250.904761904762,1.23529411764706
"890",333111,5,3700,14,10,264.285714285714,1.4
"891",333112,1,523,109,109,4.79816513761468,1
"892",333112,2,728,17,17,42.8235294117647,1
"893",333112,3,870,7,7,124.285714285714,1
"894",333112,4,432,3,3,144,1
"895",333112,5,2209,4,3,552.25,1.33333333333333
"896",333112,6,2152,5,4,430.4,1.25
"897",333120,1,2270,339,338,6.69616519174041,1.00295857988166
"898",333120,2,8942,207,204,43.1980676328502,1.01470588235294
"899",333120,3,9173,83,65,110.518072289157,1.27692307692308
"900",333120,4,5031,25,17,201.24,1.47058823529412
"901",333131,1,798,116,115,6.87931034482759,1.00869565217391
"902",333131,2,2083,62,58,33.5967741935484,1.06896551724138
"903",333131,5,219,4,3,54.75,1.33333333333333
"904",333132,1,1900,308,308,6.16883116883117,1
"905",333132,2,5928,144,140,41.1666666666667,1.02857142857143
"906",333132,6,2896,13,11,222.769230769231,1.18181818181818
"907",333241,1,1645,274,274,6.0036496350365,1
"908",333241,2,5323,136,130,39.1397058823529,1.04615384615385
"909",333241,3,5221,43,33,121.418604651163,1.3030303030303
"910",333242,1,544,85,85,6.4,1
"911",333242,2,1437,39,37,36.8461538461538,1.05405405405405
"912",333242,3,1235,11,10,112.272727272727,1.1
"913",333242,4,787,4,3,196.75,1.33333333333333
"914",333243,1,1307,223,222,5.8609865470852,1.0045045045045
"915",333243,2,4462,112,108,39.8392857142857,1.03703703703704
"916",333243,3,3137,26,22,120.653846153846,1.18181818181818
"917",333243,7,174,5,4,34.8,1.25
"918",333244,1,1338,213,212,6.28169014084507,1.00471698113208
"919",333244,2,2138,60,58,35.6333333333333,1.03448275862069
"920",333244,7,786,4,3,196.5,1.33333333333333
"921",333249,1,7233,1180,1178,6.12966101694915,1.00169779286927
"922",333249,2,15201,401,389,37.9077306733167,1.03084832904884
"923",333249,3,13990,135,114,103.62962962963,1.18421052631579
"924",333249,4,5320,24,22,221.666666666667,1.09090909090909
"925",333249,5,3976,25,22,159.04,1.13636363636364
"926",333249,6,2236,19,13,117.684210526316,1.46153846153846
"927",333314,1,1549,255,255,6.07450980392157,1
"928",333314,2,3318,90,88,36.8666666666667,1.02272727272727
"929",333314,3,1831,21,17,87.1904761904762,1.23529411764706
"930",333314,5,2280,13,10,175.384615384615,1.3
"931",333316,1,688,148,148,4.64864864864865,1
"932",333316,2,1138,31,29,36.7096774193548,1.06896551724138
"933",333316,3,646,7,6,92.2857142857143,1.16666666666667
"934",333316,7,767,5,5,153.4,1
"935",333318,1,4570,804,802,5.68407960199005,1.00249376558603
"936",333318,2,11650,285,273,40.8771929824561,1.04395604395604
"937",333318,3,12935,103,93,125.582524271845,1.10752688172043
"938",333318,4,4950,25,20,198,1.25
"939",333413,1,1574,221,221,7.12217194570136,1
"940",333413,2,5326,130,123,40.9692307692308,1.05691056910569
"941",333413,3,4975,46,34,108.152173913043,1.35294117647059
"942",333414,1,1399,246,246,5.6869918699187,1
"943",333414,2,3589,88,85,40.7840909090909,1.03529411764706
"944",333414,3,5125,38,32,134.868421052632,1.1875
"945",333414,4,388,4,4,97,1
"946",333414,6,758,5,5,151.6,1
"947",333415,1,2595,397,396,6.53652392947103,1.00252525252525
"948",333415,2,7936,178,175,44.5842696629214,1.01714285714286
"949",333415,3,13916,99,82,140.565656565657,1.20731707317073
"950",333511,1,6639,1045,1043,6.35311004784689,1.00191754554171
"951",333511,2,12926,342,331,37.7953216374269,1.03323262839879
"952",333511,3,9107,107,85,85.1121495327103,1.25882352941176
"953",333511,4,2770,14,11,197.857142857143,1.27272727272727
"954",333511,5,1978,18,14,109.888888888889,1.28571428571429
"955",333514,1,10627,1739,1738,6.11098332374928,1.0005753739931
"956",333514,2,14922,420,409,35.5285714285714,1.02689486552567
"957",333514,3,9636,92,76,104.739130434783,1.21052631578947
"958",333514,4,2084,18,13,115.777777777778,1.38461538461538
"959",333514,5,1493,13,9,114.846153846154,1.44444444444444
"960",333514,6,668,7,7,95.4285714285714,1
"961",333514,7,1636,7,6,233.714285714286,1.16666666666667
"962",333515,1,4985,869,868,5.73647871116226,1.00115207373272
"963",333515,2,8883,249,238,35.6746987951807,1.04621848739496
"964",333515,3,7317,66,48,110.863636363636,1.375
"965",333515,5,742,8,8,92.75,1
"966",333515,7,995,6,5,165.833333333333,1.2
"967",333517,1,4321,805,805,5.36770186335404,1
"968",333517,2,8876,240,227,36.9833333333333,1.05726872246696
"969",333517,3,7857,70,64,112.242857142857,1.09375
"970",333517,4,2640,9,9,293.333333333333,1
"971",333517,6,814,7,5,116.285714285714,1.4
"972",333517,7,678,7,5,96.8571428571429,1.4
"973",333519,1,1344,198,198,6.78787878787879,1
"974",333519,2,4226,100,96,42.26,1.04166666666667
"975",333519,3,2470,28,24,88.2142857142857,1.16666666666667
"976",333519,6,704,3,3,234.666666666667,1
"977",333611,1,508,84,84,6.04761904761905,1
"978",333611,2,1801,45,45,40.0222222222222,1
"979",333611,3,1518,14,12,108.428571428571,1.16666666666667
"980",333611,4,293,4,4,73.25,1
"981",333611,6,3183,11,9,289.363636363636,1.22222222222222
"982",333612,1,734,97,96,7.56701030927835,1.01041666666667
"983",333612,2,2549,61,54,41.7868852459016,1.12962962962963
"984",333612,3,1851,19,14,97.4210526315789,1.35714285714286
"985",333613,1,716,101,101,7.08910891089109,1
"986",333613,2,2736,62,61,44.1290322580645,1.01639344262295
"987",333613,3,2064,18,15,114.666666666667,1.2
"988",333613,7,2001,16,12,125.0625,1.33333333333333
"989",333618,1,881,160,160,5.50625,1
"990",333618,2,1770,43,42,41.1627906976744,1.02380952380952
"991",333618,3,4215,35,26,120.428571428571,1.34615384615385
"992",333618,4,942,3,3,314,1
"993",333618,5,591,7,6,84.4285714285714,1.16666666666667
"994",333911,1,1758,245,245,7.17551020408163,1
"995",333911,2,4149,109,101,38.0642201834862,1.07920792079208
"996",333911,3,4703,51,39,92.2156862745098,1.30769230769231
"997",333912,1,958,147,147,6.51700680272109,1
"998",333912,2,2275,57,56,39.9122807017544,1.01785714285714
"999",333912,3,2937,26,22,112.961538461538,1.18181818181818
"1000",333912,4,1329,8,7,166.125,1.14285714285714
"1001",333913,1,115,16,16,7.1875,1
"1002",333913,7,2480,5,4,496,1.25
"1003",333921,1,583,98,98,5.94897959183673,1
"1004",333921,2,1667,42,41,39.6904761904762,1.02439024390244
"1005",333922,1,2505,337,336,7.43323442136499,1.00297619047619
"1006",333922,2,11727,282,273,41.5851063829787,1.03296703296703
"1007",333922,3,9892,86,70,115.023255813953,1.22857142857143
"1008",333922,7,777,7,6,111,1.16666666666667
"1009",333923,1,1126,150,150,7.50666666666667,1
"1010",333923,2,2677,66,64,40.5606060606061,1.03125
"1011",333923,3,3117,39,30,79.9230769230769,1.3
"1012",333923,4,667,5,4,133.4,1.25
"1013",333924,1,1042,173,173,6.02312138728324,1
"1014",333924,2,3634,76,75,47.8157894736842,1.01333333333333
"1015",333924,3,5177,41,39,126.268292682927,1.05128205128205
"1016",333924,6,2149,7,5,307,1.4
"1017",333991,1,569,97,97,5.8659793814433,1
"1018",333991,2,782,23,23,34,1
"1019",333991,3,279,3,3,93,1
"1020",333991,6,686,4,3,171.5,1.33333333333333
"1021",333992,1,1354,262,262,5.16793893129771,1
"1022",333992,2,3069,79,78,38.8481012658228,1.01282051282051
"1023",333992,3,1822,13,13,140.153846153846,1
"1024",333993,1,2004,290,290,6.91034482758621,1
"1025",333993,2,5355,137,135,39.0875912408759,1.01481481481481
"1026",333993,3,4524,46,36,98.3478260869565,1.27777777777778
"1027",333993,7,2180,15,12,145.333333333333,1.25
"1028",333994,1,1374,181,181,7.59116022099448,1
"1029",333994,2,3987,103,99,38.7087378640777,1.04040404040404
"1030",333994,3,1783,19,15,93.8421052631579,1.26666666666667
"1031",333994,7,491,5,4,98.2,1.25
"1032",333995,1,811,120,120,6.75833333333333,1
"1033",333995,2,3258,71,69,45.887323943662,1.02898550724638
"1034",333995,3,4462,41,32,108.829268292683,1.28125
"1035",333996,1,514,72,72,7.13888888888889,1
"1036",333996,2,1189,26,25,45.7307692307692,1.04
"1037",333996,3,829,7,7,118.428571428571,1
"1038",333996,5,545,4,4,136.25,1
"1039",333997,1,302,54,54,5.59259259259259,1
"1040",333997,2,275,9,8,30.5555555555556,1.125
"1041",333999,1,5899,949,947,6.21601685985248,1.00211193241816
"1042",333999,2,13952,348,340,40.0919540229885,1.02352941176471
"1043",333999,3,9128,103,94,88.621359223301,1.09574468085106
"1044",333999,5,5139,33,23,155.727272727273,1.43478260869565
"1045",333999,6,2781,13,10,213.923076923077,1.3
"1046",334111,1,1101,256,256,4.30078125,1
"1047",334111,2,2088,54,54,38.6666666666667,1
"1048",334111,3,2937,25,23,117.48,1.08695652173913
"1049",334111,6,1261,10,8,126.1,1.25
"1050",334111,7,2883,8,7,360.375,1.14285714285714
"1051",334112,1,191,45,45,4.24444444444444,1
"1052",334112,2,596,12,12,49.6666666666667,1
"1053",334112,5,2881,5,4,576.2,1.25
"1054",334118,1,2170,397,397,5.46599496221662,1
"1055",334118,2,3762,99,97,38,1.02061855670103
"1056",334118,3,3261,31,26,105.193548387097,1.19230769230769
"1057",334118,4,1440,7,7,205.714285714286,1
"1058",334118,5,1164,4,3,291,1.33333333333333
"1059",334118,6,2568,8,6,321,1.33333333333333
"1060",334210,1,737,134,134,5.5,1
"1061",334210,2,2097,53,50,39.5660377358491,1.06
"1062",334210,3,2787,23,19,121.173913043478,1.21052631578947
"1063",334210,4,351,4,3,87.75,1.33333333333333
"1064",334210,5,192,3,3,64,1
"1065",334210,6,1829,3,3,609.666666666667,1
"1066",334220,1,2594,421,420,6.16152019002375,1.00238095238095
"1067",334220,2,5972,145,143,41.1862068965517,1.01398601398601
"1068",334220,3,6570,65,49,101.076923076923,1.3265306122449
"1069",334220,4,2539,9,7,282.111111111111,1.28571428571429
