"","NAICS","size_group","total_emp","total_est","total_firm","emp_per_est","est_per_firm"
"1547",441210,1,10615,1752,1722,6.0587899543379,1.01742160278746
"1548",441210,2,14987,483,395,31.0289855072464,1.22278481012658
"1549",441210,4,240,4,3,60,1.33333333333333
"1550",441222,1,16215,3403,3337,4.76491331178372,1.01977824393168
"1551",441222,2,9025,415,299,21.7469879518072,1.38795986622074
"1552",441228,1,28192,5308,5251,5.3112283345893,1.01085507522377
"1553",441228,2,33694,1163,959,28.9716251074807,1.21272158498436
"1554",441228,7,247,5,5,49.4,1
"1555",441310,1,71757,15817,15506,4.53670101789214,1.02005675222495
"1556",441320,1,54031,10586,10461,5.10400529000567,1.01194914444126
"1557",442110,1,62004,13078,12594,4.74109191007799,1.03843099888836
"1558",442210,1,39278,8971,8650,4.37833017500836,1.0371098265896
"1559",442291,1,4967,1665,1646,2.98318318318318,1.01154313487242
"1560",442291,2,531,37,26,14.3513513513514,1.42307692307692
"1561",442299,1,28559,7599,7466,3.7582576654823,1.0178140905438
"1562",443141,1,25125,5387,5175,4.66400594022647,1.04096618357488
"1563",443142,1,62126,15879,15506,3.91246300144845,1.02405520443699
"1564",444110,1,9599,1508,1480,6.36538461538461,1.01891891891892
"1565",444110,2,14706,554,430,26.5451263537906,1.28837209302326
"1566",444120,1,6318,1567,1450,4.03190810465858,1.08068965517241
"1567",444130,1,54645,8844,8734,6.17876526458616,1.01259445843829
"1568",444130,2,39950,1769,1262,22.5833804409271,1.40174326465927
"1569",444190,1,101539,19565,19061,5.18982877587529,1.02644142489901
"1570",444210,1,16559,3280,3225,5.0484756097561,1.01705426356589
"1571",444220,1,45705,9083,8894,5.03192777716613,1.02125028108837
"1572",444220,2,33809,1533,1053,22.0541422048271,1.45584045584046
"1573",445110,1,139958,33362,33215,4.19513218631977,1.00442571127503
"1574",445110,2,268176,7304,6612,36.7163198247536,1.10465819721718
"1575",445120,1,93934,26695,26514,3.51878628956733,1.006826582183
"1576",445120,2,17417,934,662,18.6477516059957,1.41087613293051
"1577",445210,1,23805,4520,4482,5.26659292035398,1.00847835787595
"1578",445210,2,12483,450,394,27.74,1.14213197969543
"1579",445220,1,7224,1902,1891,3.7981072555205,1.0058170280275
"1580",445220,2,3651,138,121,26.4565217391304,1.1404958677686
"1581",445220,3,830,12,11,69.1666666666667,1.09090909090909
"1582",445230,1,9245,2471,2458,3.74140024281667,1.00528885272579
"1583",445230,2,7963,255,226,31.2274509803922,1.1283185840708
"1584",445291,1,10012,2301,2291,4.35115167318557,1.00436490615452
"1585",445291,2,5658,270,212,20.9555555555556,1.27358490566038
"1586",445292,1,8467,1991,1953,4.25263686589653,1.0194572452637
"1587",445299,1,20603,4597,4551,4.48183597998695,1.01010766864425
"1588",445310,1,112576,29467,29092,3.82040927138833,1.01289014161969
"1589",446110,1,113884,17384,17138,6.55108145421077,1.01435406698565
"1590",446110,2,67476,2923,2034,23.0845022237427,1.43706981317601
"1591",446120,1,25763,7590,7504,3.39433465085639,1.011460554371
"1592",446130,1,16465,4459,4223,3.69253195783808,1.05588444233957
"1593",446191,1,18768,5049,4899,3.71717171717172,1.03061849357012
"1594",446199,1,26148,6656,6134,3.92848557692308,1.08509944571242
"1595",447110,1,265903,52893,51870,5.02718696235797,1.01972238288028
"1596",447190,1,42537,9229,9014,4.60905840286055,1.02385178611049
"1597",448110,1,13240,3500,3385,3.78285714285714,1.03397341211226
"1598",448120,1,50138,12546,12227,3.99633349274669,1.02608980125951
"1599",448130,1,7817,2022,1994,3.86597428288823,1.01404212637914
"1600",448140,1,26801,6312,6167,4.24603929024081,1.02351224258148
"1601",448150,1,12744,3836,3772,3.32221063607925,1.016967126193
"1602",448190,1,27682,6689,6555,4.13843623860069,1.02044241037376
"1603",448210,1,22692,4988,4698,4.54931836407378,1.06172839506173
"1604",448310,1,54509,15076,14835,3.61561422127885,1.01624536568925
"1605",448320,1,1410,425,410,3.31764705882353,1.03658536585366
"1606",451110,1,63113,15830,15488,3.98692356285534,1.02208161157025
"1607",451120,1,19388,4423,4319,4.38345014695908,1.02407964806668
"1608",451130,1,12612,3185,3147,3.95981161695447,1.01207499205593
"1609",451130,3,144,4,3,36,1.33333333333333
"1610",451140,1,11403,2719,2626,4.19382125781537,1.03541507996954
"1611",451211,1,10826,2529,2449,4.28074337682879,1.03266639444671
"1612",451212,1,2400,881,851,2.72417707150965,1.0352526439483
"1613",452111,1,4,6,6,0.666666666666667,1
"1614",452112,1,95,36,36,2.63888888888889,1
"1615",452910,1,12,7,7,1.71428571428571,1
"1616",452990,1,25754,7738,7666,3.32825019384854,1.009392121054
"1617",452990,2,11442,463,333,24.7127429805616,1.39039039039039
"1618",453110,1,47321,12482,12314,3.79113924050633,1.01364300795842
"1619",453210,1,9547,2699,2635,3.53723601333827,1.02428842504744
"1620",453220,1,60045,15416,15053,3.89497924234561,1.02411479439314
"1621",453310,1,49513,12807,12640,3.86608885765597,1.01321202531646
"1622",453310,2,26640,1275,872,20.8941176470588,1.46215596330275
"1623",453910,1,24716,4830,4784,5.11718426501035,1.00961538461538
"1624",453920,1,12566,4780,4675,2.62887029288703,1.02245989304813
"1625",453930,1,5282,1388,1318,3.80547550432277,1.05311077389985
"1626",453991,1,30166,9553,9236,3.15775149167801,1.03432221741013
"1627",453998,1,59657,16233,15741,3.67504466210805,1.03125595578426
"1628",454111,1,83538,28641,28578,2.9167277678852,1.00220449296662
"1629",454111,2,50046,1496,1428,33.4532085561497,1.04761904761905
"1630",454111,3,33997,348,277,97.6925287356322,1.25631768953069
"1631",454111,4,15017,97,70,154.814432989691,1.38571428571429
"1632",454112,1,1379,388,388,3.55412371134021,1
"1633",454112,2,624,23,20,27.1304347826087,1.15
"1634",454112,3,27,3,3,9,1
"1635",454113,1,15668,3920,3911,3.9969387755102,1.00230120173869
"1636",454113,2,20289,530,491,38.2811320754717,1.07942973523422
"1637",454113,3,31308,273,205,114.681318681319,1.33170731707317
"1638",454210,1,9375,3084,3074,3.03988326848249,1.00325309043591
"1639",454210,2,7922,240,202,33.0083333333333,1.18811881188119
"1640",454310,1,22996,3990,3879,5.76340852130326,1.02861562258314
"1641",454390,1,50577,18958,18824,2.66784470935753,1.0071185720357
"1642",454390,2,20454,836,665,24.4665071770335,1.25714285714286
"1643",481111,1,558,151,143,3.6953642384106,1.05594405594406
"1644",481112,1,580,150,149,3.86666666666667,1.00671140939597
"1645",481211,1,4017,1117,1112,3.59623992837959,1.0044964028777
"1646",481211,2,6523,205,187,31.819512195122,1.09625668449198
"1647",481211,3,5829,75,55,77.72,1.36363636363636
"1648",481211,5,45,8,7,5.625,1.14285714285714
"1649",481211,6,614,16,15,38.375,1.06666666666667
"1650",481212,1,368,121,121,3.04132231404959,1
"1651",481212,2,794,26,18,30.5384615384615,1.44444444444444
"1652",481219,1,1478,441,434,3.35147392290249,1.01612903225806
"1653",481219,2,1754,59,47,29.728813559322,1.25531914893617
"1654",483111,1,505,147,146,3.43537414965986,1.00684931506849
"1655",483111,2,807,28,24,28.8214285714286,1.16666666666667
"1656",483112,1,57,36,36,1.58333333333333,1
"1657",483113,1,976,265,264,3.68301886792453,1.00378787878788
"1658",483113,2,2049,56,51,36.5892857142857,1.09803921568627
"1659",483114,1,376,115,114,3.2695652173913,1.00877192982456
"1660",483114,2,196,9,9,21.7777777777778,1
"1661",483211,1,983,234,232,4.2008547008547,1.00862068965517
"1662",483211,2,1645,43,42,38.2558139534884,1.02380952380952
"1663",483211,4,2697,4,4,674.25,1
"1664",483212,1,510,141,140,3.61702127659574,1.00714285714286
"1665",483212,2,402,11,9,36.5454545454545,1.22222222222222
"1666",484110,1,82638,27114,27073,3.04779818543926,1.00151442396484
"1667",484110,2,56480,1830,1651,30.8633879781421,1.1084191399152
"1668",484121,1,76519,28949,28924,2.64323465404677,1.000864334117
"1669",484121,2,80588,2231,2017,36.1219184222322,1.10609816559246
"1670",484122,1,10994,4195,4190,2.6207389749702,1.00119331742243
"1671",484122,2,10593,325,258,32.5938461538462,1.25968992248062
"1672",484210,1,28294,6199,6165,4.56428456202613,1.00551500405515
"1673",484210,2,39351,1302,1086,30.2235023041475,1.19889502762431
"1674",484220,1,86155,25713,25667,3.35063975420993,1.00179218451708
"1675",484220,2,61466,1930,1786,31.8476683937824,1.08062709966405
"1676",484230,1,25157,7900,7883,3.18443037974684,1.00215653938856
"1677",484230,2,32475,978,839,33.2055214723926,1.16567342073897
"1678",485111,1,40,16,16,2.5,1
"1679",485113,1,1385,301,296,4.60132890365449,1.01689189189189
"1680",485113,2,3397,87,74,39.0459770114943,1.17567567567568
"1681",485113,3,4236,53,37,79.9245283018868,1.43243243243243
"1682",485113,4,3665,9,7,407.222222222222,1.28571428571429
"1683",485119,1,14,9,9,1.55555555555556,1
"1684",485210,1,973,190,190,5.12105263157895,1
"1685",485210,2,2112,63,49,33.5238095238095,1.28571428571429
"1686",485310,1,10174,2967,2964,3.42905291540276,1.00101214574899
"1687",485310,2,8141,246,227,33.0934959349593,1.08370044052863
"1688",485310,4,1351,4,4,337.75,1
"1689",485320,1,14105,4565,4562,3.08981380065717,1.00065760631302
"1690",485320,2,14884,390,379,38.1641025641026,1.02902374670185
"1691",485320,3,7515,63,50,119.285714285714,1.26
"1692",485410,1,9527,1673,1668,5.69456066945607,1.00299760191847
"1693",485410,2,29339,707,668,41.4978783592645,1.05838323353293
"1694",485510,1,4200,784,781,5.35714285714286,1.00384122919334
"1695",485510,2,12356,321,299,38.4922118380062,1.07357859531773
"1696",485991,1,11091,2117,2110,5.23901747756259,1.00331753554502
"1697",485991,2,21586,595,555,36.2789915966387,1.07207207207207
"1698",485991,5,3879,30,23,129.3,1.30434782608696
"1699",485999,1,4971,1521,1520,3.26824457593688,1.00065789473684
"1700",485999,2,6527,171,165,38.1695906432749,1.03636363636364
"1701",486110,1,95,35,35,2.71428571428571,1
"1702",486110,2,76,3,3,25.3333333333333,1
"1703",486210,1,220,42,42,5.23809523809524,1
"1704",486210,2,155,6,6,25.8333333333333,1
"1705",486910,1,43,20,20,2.15,1
"1706",486990,1,34,8,8,4.25,1
"1707",487110,1,2184,598,595,3.65217391304348,1.00504201680672
"1708",487110,2,3172,90,80,35.2444444444444,1.125
"1709",487110,3,1784,16,13,111.5,1.23076923076923
"1710",487210,1,4504,1687,1681,2.66982809721399,1.00356930398572
"1711",487210,2,4136,122,115,33.9016393442623,1.06086956521739
"1712",487210,3,2895,27,20,107.222222222222,1.35
"1713",487990,1,652,176,174,3.70454545454545,1.01149425287356
"1714",487990,2,647,23,17,28.1304347826087,1.35294117647059
"1715",488119,1,4213,776,770,5.42912371134021,1.00779220779221
"1716",488119,2,5722,187,164,30.5989304812834,1.14024390243902
"1717",488190,1,10810,2607,2589,4.14652857690832,1.00695249130939
"1718",488190,2,11624,362,311,32.1104972375691,1.16398713826367
"1719",488210,1,2062,346,343,5.95953757225434,1.00874635568513
"1720",488310,1,844,198,196,4.26262626262626,1.01020408163265
"1721",488310,3,2405,27,24,89.0740740740741,1.125
"1722",488310,5,120,4,3,30,1.33333333333333
"1723",488310,6,585,8,7,73.125,1.14285714285714
"1724",488320,1,881,170,164,5.18235294117647,1.03658536585366
"1725",488320,2,1955,59,49,33.135593220339,1.20408163265306
"1726",488320,3,7886,58,43,135.965517241379,1.34883720930233
"1727",488330,1,1902,633,627,3.00473933649289,1.00956937799043
"1728",488330,2,2270,87,64,26.0919540229885,1.359375
"1729",488390,1,2375,619,604,3.83683360258481,1.02483443708609
"1730",488390,2,3017,111,84,27.1801801801802,1.32142857142857
"1731",488410,1,34755,8163,8090,4.25762587284087,1.00902348578492
"1732",488410,2,19749,731,618,27.0164158686731,1.18284789644013
"1733",488490,1,4891,1458,1450,3.35459533607682,1.00551724137931
"1734",488510,1,54620,13139,12859,4.1570895806378,1.02177463255308
"1735",488991,1,4521,1042,1035,4.33877159309021,1.00676328502415
"1736",488991,2,4264,114,105,37.4035087719298,1.08571428571429
"1737",488999,1,907,408,408,2.22303921568627,1
"1738",488999,2,234,9,9,26,1
"1739",492110,1,17591,3763,3746,4.67472761094871,1.00453817405232
"1740",492110,2,10170,367,306,27.7111716621253,1.19934640522876
"1741",492210,1,16439,3668,3660,4.48173391494002,1.00218579234973
"1742",492210,2,10374,333,290,31.1531531531532,1.14827586206897
"1743",493110,1,13268,2745,2676,4.83351548269581,1.02578475336323
"1744",493110,2,28949,1303,1001,22.2171910974674,1.3016983016983
"1745",493120,1,2030,382,374,5.31413612565445,1.02139037433155
"1746",493120,2,6270,225,171,27.8666666666667,1.31578947368421
"1747",493130,1,1161,255,245,4.55294117647059,1.04081632653061
"1748",493190,1,2921,665,651,4.39248120300752,1.02150537634409
"1749",493190,2,4647,248,194,18.7379032258065,1.27835051546392
"1750",511110,1,18100,3419,3364,5.29394559812811,1.01634958382878
"1751",511120,1,16704,3915,3883,4.26666666666667,1.00824105073397
"1752",511120,2,18071,583,453,30.9965694682676,1.28697571743929
