ORIG_CFS_AREA,DEST_CFS_AREA,orig_FAFID,dest_FAFID,Distance
10-428,48-238,101,485,2011.8
10-428,48-288,101,486,1359.5
10-428,48-29700,101,487,1699.354839
10-428,48-41700,101,488,1541.153846
10-428,48-99999,101,489,1464.081967
10-428,49-482,101,491,1964.473684
10-428,49-99999,101,499,2065.25
10-428,50-99999,101,500,341.5882353
10-428,51-40060,101,511,192.3043478
10-428,51-47900,101,513,125.7692308
10-428,51-545,101,512,216.3409091
10-428,51-99999,101,519,255.9122807
10-428,53-440,101,532,2392
10-428,53-500,101,531,2362.36
10-428,53-99999,101,539,2287.294118
10-428,54-99999,101,540,300.5517241
10-428,55-376,101,551,782.24
10-428,55-99999,101,559,878.6666667
10-428,56-99999,101,560,1730.9
10-99999,01-142,109,11,724
10-99999,01-380,109,12,893
10-99999,01-99999,109,19,761.0769231
10-99999,04-38060,109,41,2182.387097
10-99999,04-536,109,42,2038.25
10-99999,04-99999,109,49,2124.428571
10-99999,05-99999,109,50,1071.285714
10-99999,06-260,109,65,2400.666667
10-99999,06-348,109,61,2370.109091
10-99999,06-41740,109,63,2346.875
10-99999,06-472,109,62,2432.571429
10-99999,06-99999,109,69,2418.571429
10-99999,08-216,109,81,1618.166667
10-99999,08-99999,109,89,1648.533333
10-99999,09-25540,109,91,283.4615385
10-99999,09-408,109,92,240.4193548
10-99999,09-99999,109,99,297.25
10-99999,10-428,109,101,43.78691589
10-99999,10-99999,109,109,13.54535519
10-99999,11-47900,109,111,93.33333333
10-99999,12-300,109,121,695.8333333
10-99999,12-370,109,122,969.1578947
10-99999,12-422,109,123,795.6111111
10-99999,12-45300,109,124,892.1
10-99999,12-99999,109,129,900.28125
10-99999,13-122,109,131,638.2368421
10-99999,13-496,109,132,602
10-99999,13-99999,109,139,696.4666667
10-99999,16-99999,109,160,2174.5
10-99999,17-176,109,171,766.4831461
10-99999,17-476,109,172,748.5
10-99999,17-99999,109,179,834.3157895
10-99999,18-176,109,181,650.2
10-99999,18-258,109,183,559.2857143
10-99999,18-294,109,182,622.2727273
10-99999,18-99999,109,189,583.1904762
10-99999,19-99999,109,190,968.1666667
10-99999,20-312,109,201,1099.909091
10-99999,20-556,109,202,1189.8
10-99999,20-99999,109,209,1164.833333
10-99999,21-178,109,211,624.8181818
10-99999,21-350,109,212,584.25
10-99999,21-99999,109,219,527
10-99999,22-12940,109,221,1059.4
10-99999,22-406,109,223,1018.4
10-99999,22-99999,109,229,1096.75
10-99999,23-99999,109,230,555.7777778
10-99999,24-12580,109,241,69.57560976
10-99999,24-47900,109,242,102.5802469
10-99999,24-99999,109,249,34.54407713
10-99999,25-148,109,251,359.2876712
10-99999,25-99999,109,259,326.9285714
10-99999,26-220,109,261,538.7352941
10-99999,26-266,109,262,605.8333333
10-99999,26-99999,109,269,618.75
10-99999,27-378,109,271,1086.866667
10-99999,27-99999,109,279,1068.636364
10-99999,28-99999,109,280,946.6
10-99999,29-312,109,291,1052.666667
10-99999,29-476,109,292,840.1481481
10-99999,29-99999,109,299,899.5
10-99999,30-99999,109,300,1857.75
10-99999,31-420,109,311,1096
10-99999,31-99999,109,319,1266.333333
10-99999,32-332,109,321,2165.2
10-99999,32-99999,109,329,2362
10-99999,33-148,109,331,419.8
10-99999,33-99999,109,339,412
10-99999,34-408,109,341,164.4842105
10-99999,34-428,109,342,100.2871287
10-99999,35-99999,109,350,1722.6
10-99999,36-104,109,361,319.0666667
10-99999,36-160,109,362,397.6
10-99999,36-408,109,363,196.369863
10-99999,36-464,109,364,351.5517241
10-99999,36-99999,109,369,297
10-99999,37-172,109,371,425.8333333
10-99999,37-268,109,372,352
10-99999,37-450,109,373,336
10-99999,37-99999,109,379,376.9428571
10-99999,38-99999,109,380,1337
10-99999,39-178,109,391,509.0714286
10-99999,39-184,109,392,402.6944444
10-99999,39-198,109,393,416.9285714
10-99999,39-212,109,394,525.1428571
10-99999,39-99999,109,399,450.9411765
10-99999,40-416,109,401,1328
10-99999,40-538,109,402,1208.285714
10-99999,41-440,109,411,2434.25
10-99999,42-408,109,423,163.6829268
10-99999,42-428,109,421,112.5354331
10-99999,42-430,109,422,315.1612903
10-99999,42-99999,109,429,146.5555556
10-99999,44-148,109,441,361.125
10-99999,45-16700,109,451,488.125
10-99999,45-273,109,452,550.35
10-99999,45-99999,109,459,461.8
10-99999,46-99999,109,460,1447.333333
10-99999,47-314,109,473,556
10-99999,47-368,109,471,839
10-99999,47-400,109,472,668.4285714
10-99999,47-99999,109,479,644
10-99999,48-12420,109,481,1390.75
10-99999,48-13140,109,482,1219.333333
10-99999,48-204,109,483,1475
10-99999,48-206,109,484,1337.483333
10-99999,48-238,109,485,2003.25
10-99999,48-288,109,486,1399.354839
10-99999,48-29700,109,487,1789.75
10-99999,48-41700,109,488,1523.5
10-99999,48-99999,109,489,1466.173913
10-99999,49-482,109,491,1947.166667
10-99999,49-99999,109,499,2079.4
10-99999,50-99999,109,500,381.125
10-99999,51-40060,109,511,184.2916667
10-99999,51-47900,109,513,121.1176471
10-99999,51-545,109,512,143.25
10-99999,51-99999,109,519,104.1792453
10-99999,53-440,109,532,2419
10-99999,53-500,109,531,2399.12
10-99999,53-99999,109,539,2334.75
10-99999,54-99999,109,540,285.6
10-99999,55-376,109,551,770.8947368
10-99999,55-99999,109,559,944.8571429
10-99999,56-99999,109,560,1741.833333
11-47900,04-38060,111,41,1977
11-47900,05-99999,111,50,1083.5
11-47900,06-348,111,61,2310
11-47900,06-472,111,62,2345
11-47900,06-488,111,64,2418.6
11-47900,08-216,111,81,1488
11-47900,09-408,111,92,272
11-47900,09-99999,111,99,308
11-47900,10-428,111,101,95.33333333
11-47900,11-47900,111,111,3.291021672
11-47900,12-300,111,121,667
11-47900,12-370,111,122,909
11-47900,12-422,111,123,740
11-47900,12-99999,111,129,841
11-47900,13-122,111,131,582
11-47900,13-99999,111,139,687
11-47900,17-176,111,171,603.5769231
11-47900,17-476,111,172,814
11-47900,17-99999,111,179,727
11-47900,18-294,111,182,553
11-47900,18-99999,111,189,471
11-47900,22-12940,111,221,991
11-47900,22-406,111,223,968
11-47900,23-99999,111,230,540
11-47900,24-12580,111,241,34.32773109
11-47900,24-47900,111,242,13.07784431
11-47900,24-99999,111,249,64.85714286
11-47900,25-148,111,251,411.2
11-47900,26-220,111,261,398
11-47900,26-99999,111,269,757.25
11-47900,27-378,111,271,936
11-47900,28-99999,111,280,948.25
11-47900,29-312,111,291,1056
11-47900,29-476,111,292,719.4
11-47900,29-99999,111,299,918.6666667
11-47900,31-420,111,311,1154
11-47900,33-148,111,331,403
11-47900,34-408,111,341,195.4
11-47900,34-428,111,342,151.5
11-47900,36-104,111,361,309
11-47900,36-160,111,362,292
11-47900,36-408,111,363,217.8333333
11-47900,36-99999,111,369,271
11-47900,37-172,111,371,407
11-47900,37-268,111,372,305
11-47900,37-450,111,373,257.2
11-47900,37-99999,111,379,345.5
11-47900,39-178,111,391,404
11-47900,39-184,111,392,314
11-47900,40-538,111,402,1212
11-47900,40-99999,111,409,1152
11-47900,41-440,111,411,2355
11-47900,42-408,111,423,136
11-47900,42-428,111,421,144.2
11-47900,42-430,111,422,186.7142857
11-47900,42-99999,111,429,93.17647059
11-47900,45-16700,111,451,451
11-47900,45-99999,111,459,481
11-47900,48-206,111,484,1371
11-47900,48-288,111,486,1222.666667
11-47900,48-99999,111,489,1486
11-47900,49-482,111,491,1844.333333
11-47900,51-40060,111,511,107.5
11-47900,51-47900,111,513,19.96875
11-47900,51-545,111,512,181.5
11-47900,51-99999,111,519,138.5
11-47900,53-500,111,531,2321.2
11-47900,54-99999,111,540,215.8333333
11-47900,55-376,111,551,802
12-300,01-142,121,11,414.0606061
12-300,01-380,121,12,401.6582278
12-300,01-99999,121,19,380.5627907
12-300,04-38060,121,41,1875.647619
12-300,04-536,121,42,1765.409091
12-300,04-99999,121,49,1847.157895
12-300,05-99999,121,50,763.8265306
12-300,06-260,121,65,2228.777778
12-300,06-348,121,61,2201.86921
12-300,06-41740,121,63,2161.666667
12-300,06-472,121,62,2320.758621
12-300,06-488,121,64,2354.992424
12-300,06-99999,121,69,2253.641509
12-300,08-216,121,81,1547.972222
12-300,08-99999,121,89,1572.209302
12-300,09-25540,121,91,976.1612903
12-300,09-408,121,92,907.4285714
12-300,09-99999,121,99,959
12-300,10-428,121,101,747.0689655
12-300,10-99999,121,109,735.5
12-300,11-47900,121,111,650.5
12-300,12-300,121,121,16.28171091
12-300,12-370,121,122,310.6566693
12-300,12-422,121,123,113.1978297
12-300,12-45300,121,124,188.6742671
12-300,12-99999,121,129,173.115259
12-300,13-122,121,131,327.2946565
12-300,13-496,121,132,137.8997613
12-300,13-99999,121,139,142.6527363
12-300,16-99999,121,160,2092.916667
12-300,17-176,121,171,962.9644444
12-300,17-476,121,172,820.5333333
12-300,17-99999,121,179,864.0508475
12-300,18-176,121,181,891.3571429
12-300,18-258,121,183,901.3
12-300,18-294,121,182,776.025
12-300,18-99999,121,189,771.8333333
12-300,19-99999,121,190,1090.439394
12-300,20-312,121,201,1039.358974
12-300,20-556,121,202,1169.809524
12-300,20-99999,121,209,1105.315789
12-300,21-178,121,211,699.1481481
12-300,21-350,121,212,667.4358974
12-300,21-99999,121,219,598.516129
12-300,22-12940,121,221,588.7179487
12-300,22-324,121,222,689.2
12-300,22-406,121,223,529.0117647
12-300,22-99999,121,229,666.308642
12-300,23-99999,121,230,1167.727273
12-300,24-12580,121,241,706.1234568
12-300,24-47900,121,242,672.02
12-300,24-99999,121,249,718.3461538
12-300,25-148,121,251,1046.944056
12-300,25-99999,121,259,1014.571429
12-300,26-220,121,261,926.2636364
12-300,26-266,121,262,991.9705882
12-300,26-99999,121,269,1027.84
12-300,27-378,121,271,1295.373494
12-300,27-99999,121,279,1349.461538
12-300,28-99999,121,280,563.6815642
12-300,29-312,121,291,996.8636364
12-300,29-476,121,292,827.9423077
12-300,29-99999,121,299,856.7260274
12-300,30-99999,121,300,1991
12-300,31-420,121,311,1194.131579
12-300,31-99999,121,319,1189
12-300,32-332,121,321,2024.06
12-300,32-99999,121,329,2233.619048
12-300,33-148,121,331,1066.829787
12-300,33-99999,121,339,1072.857143
12-300,34-408,121,341,852.1630435
12-300,34-428,121,342,803.2272727
12-300,35-99999,121,350,1480.7
12-300,36-104,121,361,1013.5
12-300,36-160,121,362,944.76
12-300,36-408,121,363,886.730038
12-300,36-464,121,364,962.1111111
12-300,36-99999,121,369,1006.662162
12-300,37-172,121,371,380.6586345
12-300,37-268,121,372,436.3394495
12-300,37-450,121,373,439.7777778
12-300,37-99999,121,379,424.8272727
12-300,38-99999,121,380,1591.409091
12-300,39-178,121,391,690.9152542
12-300,39-184,121,392,807.0574713
12-300,39-198,121,393,729.3098592
12-300,39-212,121,394,760.7142857
12-300,39-99999,121,399,788.3670886
12-300,40-416,121,401,1013.176471
12-300,40-538,121,402,930.5517241
12-300,40-99999,121,409,1040.695652
12-300,41-440,121,411,2436.981481
12-300,41-99999,121,419,2358.555556
12-300,42-408,121,423,824.75
12-300,42-428,121,421,794.6538462
12-300,42-430,121,422,761.6704545
12-300,42-99999,121,429,814.45
12-300,44-148,121,441,1012.6
12-300,45-16700,121,451,231.352
12-300,45-273,121,452,355.3741497
12-300,45-99999,121,459,252.5481928
12-300,46-99999,121,460,1451.1875
12-300,47-314,121,473,483.98
12-300,47-368,121,471,633.1176471
12-300,47-400,121,472,572.5
12-300,47-99999,121,479,533.1666667
12-300,48-12420,121,481,976.2027027
12-300,48-13140,121,482,751.1428571
12-300,48-204,121,483,1027.764706
12-300,48-206,121,484,954.3865546
12-300,48-238,121,485,1515.909091
12-300,48-288,121,486,847.2566845
12-300,48-29700,121,487,1173.25
12-300,48-41700,121,488,1029.529412
12-300,48-99999,121,489,1024.413043
12-300,49-482,121,491,1926.259259
12-300,49-99999,121,499,1964.428571
12-300,50-99999,121,500,1142.875
12-300,51-40060,121,511,584.3015873
12-300,51-47900,121,513,663.8235294
12-300,51-545,121,512,592.2280702
12-300,51-99999,121,519,579.1348315
12-300,53-440,121,532,2435.75
12-300,53-500,121,531,2446.479452
12-300,53-99999,121,539,2274.636364
12-300,54-99999,121,540,593.7894737
12-300,55-376,121,551,1021.314815
12-300,55-99999,121,559,1121.529412
12-300,56-99999,121,560,1746
12-370,01-142,122,11,672.255814
12-370,01-380,122,12,617.56
12-370,01-99999,122,19,652.4772727
12-370,04-38060,122,41,2053.633028
12-370,04-536,122,42,1975.227273
12-370,04-99999,122,49,1980.217391
12-370,05-99999,122,50,1053.104167
12-370,06-260,122,65,2419.62963
12-370,06-348,122,61,2306.879418
12-370,06-41740,122,63,2253.435185
12-370,06-472,122,62,2432
12-370,06-99999,122,69,2375.177778
12-370,08-216,122,81,1821.134615
12-370,08-99999,122,89,1828.014706
12-370,09-25540,122,91,1238.45283
12-370,09-408,122,92,1139.553719
12-370,09-99999,122,99,1244
12-370,10-428,122,101,1007.157895
12-370,10-99999,122,109,1026.933333
12-370,11-47900,122,111,916.4666667
12-370,12-300,122,121,315.9331395
12-370,12-370,122,122,21.48107764
12-370,12-422,122,123,209.6877323
12-370,12-45300,122,124,231.742891
12-370,12-99999,122,129,188.670822
12-370,13-122,122,131,617.9328165
12-370,13-496,122,132,424.3461538
12-370,13-99999,122,139,491.2180451
12-370,16-99999,122,160,2292.151515
12-370,17-176,122,171,1238.84466
12-370,17-476,122,172,1053.4
12-370,17-99999,122,179,1179.847458
12-370,18-176,122,181,1169.444444
12-370,18-258,122,183,1164.156863
12-370,18-294,122,182,1081.644295
12-370,18-99999,122,189,1058.318584
12-370,19-99999,122,190,1361.446078
12-370,20-312,122,201,1302.892308
12-370,20-556,122,202,1292.222222
12-370,20-99999,122,209,1331.976744
12-370,21-178,122,211,958.5151515
12-370,21-350,122,212,929.4285714
12-370,21-99999,122,219,877.3951613
12-370,22-12940,122,221,788.3529412
12-370,22-324,122,222,889.9
12-370,22-406,122,223,749.9368421
12-370,22-99999,122,229,871.2289157
12-370,23-99999,122,230,1437.244444
12-370,24-12580,122,241,969.2331288
12-370,24-47900,122,242,932.559322
12-370,24-99999,122,249,951.8888889
12-370,25-148,122,251,1304.162069
12-370,25-99999,122,259,1253.944444
12-370,26-220,122,261,1208.858779
12-370,26-266,122,262,1246.254545
12-370,26-99999,122,269,1320.721429
12-370,27-378,122,271,1576.404762
12-370,27-99999,122,279,1621.683333
12-370,28-99999,122,280,764.4615385
12-370,29-312,122,291,1323.387097
12-370,29-476,122,292,1103.1
12-370,29-99999,122,299,1135.417582
12-370,30-99999,122,300,2233.275862
12-370,31-420,122,311,1480.805556
12-370,31-99999,122,319,1500.787234
12-370,32-332,122,321,2172.265306
12-370,32-99999,122,329,2411.315789
12-370,33-148,122,331,1333.235294
12-370,33-99999,122,339,1437.428571
12-370,34-408,122,341,1112.114865
12-370,34-428,122,342,1126.838509
12-370,35-99999,122,350,1716.031746
12-370,36-104,122,361,1312.884615
12-370,36-160,122,362,1218.176471
12-370,36-408,122,363,1129.386076
12-370,36-464,122,364,1237.52
12-370,36-99999,122,369,1230.805825
12-370,37-172,122,371,669.0913706
12-370,37-268,122,372,734.2962963
12-370,37-450,122,373,706.7934783
12-370,37-99999,122,379,698.868
12-370,38-99999,122,380,1804.052632
12-370,39-178,122,391,976.8782609
12-370,39-184,122,392,1084.107784
12-370,39-198,122,393,1048.090909
12-370,39-212,122,394,1028.847826
12-370,39-99999,122,399,1107.068182
12-370,40-416,122,401,1282.157895
12-370,40-538,122,402,1204.061728
12-370,40-99999,122,409,1292.694444
12-370,41-99999,122,419,2376.5
12-370,42-408,122,423,1110.241379
12-370,42-428,122,421,1060.481081
12-370,42-430,122,422,1041.680328
12-370,42-99999,122,429,1081.873874
12-370,44-148,122,441,1235.615385
12-370,45-16700,122,451,487.9245283
12-370,45-273,122,452,666.5210084
12-370,45-99999,122,459,577.1947368
12-370,46-99999,122,460,1649.814815
12-370,47-314,122,473,755.1355932
12-370,47-368,122,471,874.9245283
12-370,47-400,122,472,828.5703125
12-370,47-99999,122,479,785.9924242
12-370,48-12420,122,481,1233.150943
12-370,48-13140,122,482,972.3076923
12-370,48-204,122,483,1187.37037
12-370,48-206,122,484,1143.308623
12-370,48-238,122,485,1712.314815
12-370,48-288,122,486,1037.215116
12-370,48-29700,122,487,1326.170732
12-370,48-41700,122,488,1232.225806
12-370,48-99999,122,489,1249.082126
12-370,49-482,122,491,2066.328358
12-370,49-99999,122,499,2070.533333
12-370,50-99999,122,500,1357.25
12-370,51-40060,122,511,863.5
12-370,51-47900,122,513,908.9292035
12-370,51-545,122,512,830.5604396
12-370,51-99999,122,519,851.8909091
12-370,53-99999,122,539,2455
12-370,54-99999,122,540,931.3404255
12-370,55-376,122,551,1329.321429
12-370,55-99999,122,559,1426.956204
12-370,56-99999,122,560,1931.333333
12-422,01-142,123,11,476.5797101
12-422,01-380,123,12,455.5882353
12-422,01-99999,123,19,464.3106796
12-422,04-38060,123,41,1936.900901
12-422,04-536,123,42,1818.833333
12-422,04-99999,123,49,1891.107143
12-422,05-99999,123,50,822.0121951
12-422,06-260,123,65,2286.25
12-422,06-348,123,61,2201.118457
12-422,06-41740,123,63,2179.44
12-422,06-472,123,62,2382.207547
12-422,06-488,123,64,2413.034682
12-422,06-99999,123,69,2319.83871
12-422,08-216,123,81,1603.333333
12-422,08-99999,123,89,1592.809524
12-422,09-25540,123,91,1077.653061
12-422,09-408,123,92,1007.916667
12-422,09-99999,123,99,1035.444444
12-422,10-428,123,101,848.95
12-422,10-99999,123,109,758.1
12-422,11-47900,123,111,752.0952381
12-422,12-300,123,121,128.3339207
12-422,12-370,123,122,191.475916
12-422,12-422,123,123,18.72854971
12-422,12-45300,123,124,89.64472918
12-422,12-99999,123,129,108.5997236
12-422,13-122,123,131,420.204499
12-422,13-496,123,132,258.59
12-422,13-99999,123,139,273.3661972
12-422,16-99999,123,160,2209.962963
12-422,17-176,123,171,1015.225941
12-422,17-476,123,172,853
12-422,17-99999,123,179,991.9782609
12-422,18-176,123,181,990.5
12-422,18-258,123,183,951.2647059
12-422,18-294,123,182,870.8461538
12-422,18-99999,123,189,857.7962963
12-422,19-99999,123,190,1183.905882
12-422,20-312,123,201,1116.710526
12-422,20-556,123,202,1143.5
12-422,20-99999,123,209,1220.631579
12-422,21-178,123,211,795.9333333
12-422,21-350,123,212,727.0967742
12-422,21-99999,123,219,691.88
12-422,22-12940,123,221,621.90625
12-422,22-324,123,222,726.1666667
12-422,22-406,123,223,562.1166667
12-422,22-99999,123,229,699.6363636
12-422,23-99999,123,230,1260.942308
12-422,24-12580,123,241,800.9450549
12-422,24-47900,123,242,774.9183673
12-422,24-99999,123,249,809.5714286
12-422,25-148,123,251,1140.383459
12-422,25-99999,123,259,1114.552632
12-422,26-220,123,261,1077.181818
12-422,26-266,123,262,1104
12-422,26-99999,123,269,1125.734694
12-422,27-378,123,271,1332.041667
12-422,27-99999,123,279,1422.43662
12-422,28-99999,123,280,619.9596774
12-422,29-312,123,291,1078.724138
12-422,29-476,123,292,895.3103448
12-422,29-99999,123,299,941.7313433
12-422,30-99999,123,300,2027.53125
12-422,31-420,123,311,1290.821429
12-422,31-99999,123,319,1313.928571
12-422,32-332,123,321,2105.25
12-422,32-99999,123,329,2300.576923
12-422,33-148,123,331,1213.094595
12-422,33-99999,123,339,1164.923077
12-422,34-408,123,341,939.4484305
12-422,34-428,123,342,880.9069767
12-422,35-99999,123,350,1526.5
12-422,36-104,123,361,1134.394737
12-422,36-160,123,362,1015.586957
12-422,36-408,123,363,968.8697183
