ORIG_CFS_AREA,DEST_CFS_AREA,orig_FAFID,dest_FAFID,Distance
36-99999,39-184,369,392,324.34375
36-99999,39-198,369,393,463.816092
36-99999,39-212,369,394,486.71
36-99999,39-99999,369,399,385.4202899
36-99999,40-416,369,401,1277.585714
36-99999,40-538,369,402,1220.543478
36-99999,40-99999,369,409,1333.6
36-99999,41-440,369,411,2292.902439
36-99999,41-99999,369,419,2270.965517
36-99999,42-408,369,423,185.2473684
36-99999,42-428,369,421,223.5296804
36-99999,42-430,369,422,292.4565217
36-99999,42-99999,369,429,140.9700399
36-99999,44-148,369,441,279.990099
36-99999,45-16700,369,451,772.8039216
36-99999,45-273,369,452,727.9824561
36-99999,45-99999,369,459,717.3703704
36-99999,46-99999,369,460,1220.861111
36-99999,47-314,369,473,726.122449
36-99999,47-368,369,471,958.7714286
36-99999,47-400,369,472,798.954955
36-99999,47-99999,369,479,779.9180328
36-99999,48-12420,369,481,1590.548387
36-99999,48-13140,369,482,1504.214286
36-99999,48-204,369,483,1632.636364
36-99999,48-206,369,484,1442.680739
36-99999,48-238,369,485,1944.913793
36-99999,48-288,369,486,1536.520134
36-99999,48-29700,369,487,1850.135593
36-99999,48-41700,369,488,1660.725
36-99999,48-99999,369,489,1626.3875
36-99999,49-482,369,491,1904.928571
36-99999,49-99999,369,499,2138
36-99999,50-99999,369,500,211.0645161
36-99999,51-40060,369,511,433.3762376
36-99999,51-47900,369,513,332.1438849
36-99999,51-545,369,512,433.15
36-99999,51-99999,369,519,466.7956989
36-99999,53-440,369,532,2297.111111
36-99999,53-500,369,531,2250.040268
36-99999,53-99999,369,539,2100.857143
36-99999,54-99999,369,540,392.6593407
36-99999,55-376,369,551,698.3650794
36-99999,55-99999,369,559,788.4661017
36-99999,56-99999,369,560,1699.035714
37-172,01-142,371,11,381.7088608
37-172,01-380,371,12,570.6086957
37-172,01-99999,371,19,418.4325397
37-172,04-38060,371,41,1899.410256
37-172,04-536,371,42,1863.457143
37-172,04-99999,371,49,1886.451613
37-172,05-99999,371,50,763.2154882
37-172,06-260,371,65,2161.25
37-172,06-348,371,61,2245.746193
37-172,06-41740,371,63,2174.277778
37-172,06-472,371,62,2235
37-172,06-488,371,64,2280.384106
37-172,06-99999,371,69,2205.92
37-172,08-216,371,81,1439.834532
37-172,08-99999,371,89,1456.014925
37-172,09-25540,371,91,677.2463768
37-172,09-408,371,92,657.3313609
37-172,09-99999,371,99,720.2105263
37-172,10-428,371,101,491.5609756
37-172,10-99999,371,109,438.2
37-172,11-47900,371,111,341.1714286
37-172,12-300,371,121,385.8796992
37-172,12-370,371,122,665.1136364
37-172,12-422,371,123,500.0953678
37-172,12-45300,371,124,554.3692308
37-172,12-99999,371,129,565.9624277
37-172,13-122,371,131,246.7259825
37-172,13-496,371,132,255.2777778
37-172,13-99999,371,139,279.0180587
37-172,16-99999,371,160,2022.2
37-172,17-176,371,171,698.8081494
37-172,17-476,371,172,645.84375
37-172,17-99999,371,179,677.0430108
37-172,18-176,371,181,620.2903226
37-172,18-258,371,183,532.0333333
37-172,18-294,371,182,530.1011236
37-172,18-99999,371,189,535.6855346
37-172,19-99999,371,190,911.03125
37-172,20-312,371,201,926.4421053
37-172,20-556,371,202,1022.243902
37-172,20-99999,371,209,1010.936508
37-172,21-178,371,211,404.8369565
37-172,21-350,371,212,397.2792793
37-172,21-99999,371,219,367.8009259
37-172,22-12940,371,221,724.6885246
37-172,22-324,371,222,852.4
37-172,22-406,371,223,690.6623377
37-172,22-99999,371,229,769.297619
37-172,23-99999,371,230,923.3384615
37-172,24-12580,371,241,400.7118644
37-172,24-47900,371,242,366.245614
37-172,24-99999,371,249,392.0363636
37-172,25-148,371,251,781.9558011
37-172,25-99999,371,259,732.1590909
37-172,26-220,371,261,577.3805031
37-172,26-266,371,262,702.9324324
37-172,26-99999,371,269,676.9047619
37-172,27-378,371,271,1043.713043
37-172,27-99999,371,279,1086.068493
37-172,28-99999,371,280,586.8622754
37-172,29-312,371,291,906.3294118
37-172,29-476,371,292,645.2521008
37-172,29-99999,371,299,733.3984375
37-172,30-99999,371,300,1934.209302
37-172,31-420,371,311,988.875
37-172,31-99999,371,319,1084.382979
37-172,32-332,371,321,2057.977778
37-172,32-99999,371,329,2150.478261
37-172,33-148,371,331,814.0985915
37-172,33-99999,371,339,809.7619048
37-172,34-408,371,341,570.5491607
37-172,34-428,371,342,504.8055556
37-172,35-99999,371,350,1531.792453
37-172,36-104,371,361,711.3965517
37-172,36-160,371,362,592.9142857
37-172,36-408,371,363,598.3087071
37-172,36-464,371,364,632.5588235
37-172,36-99999,371,369,662.5771429
37-172,37-172,371,371,18.98674468
37-172,37-268,371,372,78.31488407
37-172,37-450,371,373,153.3701431
37-172,37-99999,371,379,118.2059631
37-172,38-99999,371,380,1407.614035
37-172,39-178,371,391,415.8780488
37-172,39-184,371,392,464.3235294
37-172,39-198,371,393,398.1277533
37-172,39-212,371,394,431.9555556
37-172,39-99999,371,399,485.9915612
37-172,40-416,371,401,1012.405797
37-172,40-538,371,402,971.2280702
37-172,40-99999,371,409,983.05
37-172,41-440,371,411,2288.055556
37-172,41-99999,371,419,2283.884615
37-172,42-408,371,423,519.0853659
37-172,42-428,371,421,503.0602007
37-172,42-430,371,422,410.2424242
37-172,42-99999,371,429,469.2230047
37-172,44-148,371,441,730.1641791
37-172,45-16700,371,451,211.9978118
37-172,45-273,371,452,99.01727642
37-172,45-99999,371,459,81.88878282
37-172,46-99999,371,460,1283.4
37-172,47-314,371,473,212.5336323
37-172,47-368,371,471,583.5494505
37-172,47-400,371,472,370.0445545
37-172,47-99999,371,479,251.0992556
37-172,48-12420,371,481,1104.07619
37-172,48-13140,371,482,923.3684211
37-172,48-204,371,483,1166.588235
37-172,48-206,371,484,1001.364066
37-172,48-238,371,485,1608.811594
37-172,48-288,371,486,988.9012739
37-172,48-29700,371,487,1337.890411
37-172,48-41700,371,488,1150.931818
37-172,48-99999,371,489,1129.329861
37-172,49-482,371,491,1892.54955
37-172,49-99999,371,499,1840.9375
37-172,50-99999,371,500,828
37-172,51-40060,371,511,273.6227273
37-172,51-47900,371,513,333.8817204
37-172,51-545,371,512,304.7031963
37-172,51-99999,371,519,192.2679739
37-172,53-440,371,532,2278
37-172,53-500,371,531,2275.068966
37-172,53-99999,371,539,2153.418605
37-172,54-99999,371,540,259.4745763
37-172,55-376,371,551,768.8661972
37-172,55-99999,371,559,879.535461
37-172,56-99999,371,560,1641.333333
37-268,01-142,372,11,451.5396825
37-268,01-380,372,12,624.7222222
37-268,01-99999,372,19,459.988417
37-268,04-38060,372,41,1969.984925
37-268,04-536,372,42,1852.804348
37-268,04-99999,372,49,1882.333333
37-268,05-99999,372,50,796.683871
37-268,06-260,372,65,2198.318182
37-268,06-348,372,61,2234.89172
37-268,06-41740,372,63,2146.725
37-268,06-472,372,62,2257.921053
37-268,06-488,372,64,2317.977401
37-268,06-99999,372,69,2265.348485
37-268,08-216,372,81,1484.614943
37-268,08-99999,372,89,1519.677419
37-268,09-25540,372,91,596.5873016
37-268,09-408,372,92,554.1809524
37-268,09-99999,372,99,592.2
37-268,10-428,372,101,382.3538462
37-268,10-99999,372,109,391.0652174
37-268,11-47900,372,111,290.4444444
37-268,12-300,372,121,430.9777778
37-268,12-370,372,122,720.5147453
37-268,12-422,372,123,547.1534091
37-268,12-45300,372,124,610.3928571
37-268,12-99999,372,129,610.4520548
37-268,13-122,372,131,312.3434466
37-268,13-496,372,132,304.9322034
37-268,13-99999,372,139,359.5746032
37-268,16-99999,372,160,1962.977778
37-268,17-176,372,171,673.7735507
37-268,17-476,372,172,632.96
37-268,17-99999,372,179,687.2139918
37-268,18-176,372,181,628.2857143
37-268,18-258,372,183,524.4
37-268,18-294,372,182,502.5240642
37-268,18-99999,372,189,518.8174274
37-268,19-99999,372,190,895.4502618
37-268,20-312,372,201,933.0333333
37-268,20-556,372,202,1112.5
37-268,20-99999,372,209,1035.5625
37-268,21-178,372,211,384.5517241
37-268,21-350,372,212,436.8103448
37-268,21-99999,372,219,380.984127
37-268,22-12940,372,221,784.8596491
37-268,22-324,372,222,890.2222222
37-268,22-406,372,223,743.76
37-268,22-99999,372,229,839.9354839
37-268,23-99999,372,230,858.3267327
37-268,24-12580,372,241,335.171875
37-268,24-47900,372,242,301.8712871
37-268,24-99999,372,249,319.3833333
37-268,25-148,372,251,685.7922438
37-268,25-99999,372,259,662.9591837
37-268,26-220,372,261,547.5862069
37-268,26-266,372,262,657.7403846
37-268,26-99999,372,269,630.3265306
37-268,27-378,372,271,1057.438017
37-268,27-99999,372,279,1096.584615
37-268,28-99999,372,280,655.3974359
37-268,29-312,372,291,900.4747475
37-268,29-476,372,292,666.2586207
37-268,29-99999,372,299,756.3076923
37-268,30-99999,372,300,1879.682927
37-268,31-420,372,311,1113.294118
37-268,31-99999,372,319,1122.441176
37-268,32-332,372,321,2092.492308
37-268,32-99999,372,329,2149.071429
37-268,33-148,372,331,735.1025641
37-268,33-99999,372,339,698.0384615
37-268,34-408,372,341,488.7874307
37-268,34-428,372,342,429.6689655
37-268,35-99999,372,350,1544.923077
37-268,36-104,372,361,642.6461538
37-268,36-160,372,362,549.6515152
37-268,36-408,372,363,527.7816901
37-268,36-464,372,364,549.1594203
37-268,36-99999,372,369,599.5
37-268,37-172,372,371,80.14449291
37-268,37-268,372,372,18.31186655
37-268,37-450,372,373,70.98280423
37-268,37-99999,372,379,121.633701
37-268,38-99999,372,380,1319.323529
37-268,39-178,372,391,398.7364341
37-268,39-184,372,392,422.2677165
37-268,39-198,372,393,373.2513089
37-268,39-212,372,394,398.6116505
37-268,39-99999,372,399,439.2443182
37-268,40-416,372,401,1041.744681
37-268,40-538,372,402,980.1730769
37-268,40-99999,372,409,1013.971429
37-268,41-440,372,411,2305.914286
37-268,41-99999,372,419,2282
37-268,42-408,372,423,451.35
37-268,42-428,372,421,422.0179211
37-268,42-430,372,422,353.3541667
37-268,42-99999,372,429,411.1096774
37-268,44-148,372,441,676.1126761
37-268,45-16700,372,451,251.1888112
37-268,45-273,372,452,178.2666667
37-268,45-99999,372,459,167.3644444
37-268,46-99999,372,460,1205.931818
37-268,47-314,372,473,255.8115942
37-268,47-368,372,471,618.8648649
37-268,47-400,372,472,423.5555556
37-268,47-99999,372,479,320.0034014
37-268,48-12420,372,481,1173.979167
37-268,48-13140,372,482,972.6
37-268,48-204,372,483,1240.266667
37-268,48-206,372,484,1052.72
37-268,48-238,372,485,1680.089109
37-268,48-288,372,486,1043.932127
37-268,48-29700,372,487,1412.74359
37-268,48-41700,372,488,1255.384615
37-268,48-99999,372,489,1225.179688
37-268,49-482,372,491,1913.738095
37-268,49-99999,372,499,2033.28
37-268,50-99999,372,500,723.1964286
37-268,51-40060,372,511,192.3520599
37-268,51-47900,372,513,262.8614232
37-268,51-545,372,512,241.2591362
37-268,51-99999,372,519,117.8705474
37-268,53-440,372,532,2295.875
37-268,53-500,372,531,2288.446809
37-268,53-99999,372,539,2165.285714
37-268,54-99999,372,540,233.0349345
37-268,55-376,372,551,754.4383562
37-268,55-99999,372,559,846.4889868
37-268,56-99999,372,560,1505.166667
37-450,01-142,373,11,507.7978142
37-450,01-380,373,12,695.04
37-450,01-99999,373,19,520.8989899
37-450,04-38060,373,41,2063.439024
37-450,04-536,373,42,1932.625
37-450,04-99999,373,49,2094.481481
37-450,05-99999,373,50,854.8934426
37-450,06-260,373,65,2263.307692
37-450,06-348,373,61,2214.40411
37-450,06-41740,373,63,2185.19697
37-450,06-472,373,62,2328.3
37-450,06-488,373,64,2377.984127
37-450,06-99999,373,69,2309.366667
37-450,08-216,373,81,1507.903846
37-450,08-99999,373,89,1556.353659
37-450,09-25540,373,91,565.4102564
37-450,09-408,373,92,516.5
37-450,09-99999,373,99,570.2307692
37-450,10-428,373,101,342.5252525
37-450,10-99999,373,109,298.7142857
37-450,11-47900,373,111,235.2894737
37-450,12-300,373,121,443.4722222
37-450,12-370,373,122,707.0836364
37-450,12-422,373,123,552.9923664
37-450,12-45300,373,124,621.8780488
37-450,12-99999,373,129,613.6395939
37-450,13-122,373,131,375.6995074
37-450,13-496,373,132,309.5
37-450,13-99999,373,139,388.525641
37-450,16-99999,373,160,2129.702703
37-450,17-176,373,171,720.8584071
37-450,17-476,373,172,681.5
37-450,17-99999,373,179,732.5985915
37-450,18-176,373,181,656.3571429
37-450,18-258,373,183,581.6153846
37-450,18-294,373,182,583.5438596
37-450,18-99999,373,189,562.4842105
37-450,19-99999,373,190,945.2037037
37-450,20-312,373,201,961.90625
37-450,20-556,373,202,1148.352941
37-450,20-99999,373,209,1109.606061
37-450,21-178,373,211,456.1428571
37-450,21-350,373,212,458.7384615
37-450,21-99999,373,219,419.9512195
37-450,22-12940,373,221,880.4166667
37-450,22-324,373,222,932.8
37-450,22-406,373,223,816.5853659
37-450,22-99999,373,229,898.1833333
37-450,23-99999,373,230,806.7321429
37-450,24-12580,373,241,277.7089552
37-450,24-47900,373,242,258.9459459
37-450,24-99999,373,249,295.2432432
37-450,25-148,373,251,643.3731343
37-450,25-99999,373,259,635.84375
37-450,26-220,373,261,565.7575758
37-450,26-266,373,262,689.9361702
37-450,26-99999,373,269,709
37-450,27-378,373,271,1126.293194
37-450,27-99999,373,279,1192.967391
37-450,28-99999,373,280,706.9152542
37-450,29-312,373,291,983.6363636
37-450,29-476,373,292,729.3414634
37-450,29-99999,373,299,841.3150685
37-450,30-99999,373,300,2014.285714
37-450,31-420,373,311,1109
37-450,31-99999,373,319,1238.138889
37-450,32-332,373,321,2176.78125
37-450,32-99999,373,329,2233.979167
37-450,33-148,373,331,710.9193548
37-450,33-99999,373,339,695.5
37-450,34-408,373,341,439.489083
37-450,34-428,373,342,392.4395604
37-450,35-99999,373,350,1665.709091
37-450,36-104,373,361,606.9642857
37-450,36-160,373,362,565.5
37-450,36-408,373,363,471.3848315
37-450,36-464,373,364,550.3333333
37-450,36-99999,373,369,557.35
37-450,37-172,373,371,141.1462185
37-450,37-268,373,372,78.21396396
37-450,37-450,373,373,16.91920808
37-450,37-99999,373,379,101.7956298
37-450,38-99999,373,380,1426.102564
37-450,39-178,373,391,450.4923077
37-450,39-184,373,392,453.8219178
37-450,39-198,373,393,373.6230366
37-450,39-212,373,394,479.6363636
37-450,39-99999,373,399,453.2293578
37-450,40-416,373,401,1124.235294
37-450,40-538,373,402,1028.142857
37-450,40-99999,373,409,1069.368421
37-450,41-440,373,411,2368.15
37-450,41-99999,373,419,2335.958333
37-450,42-408,373,423,423.6444444
37-450,42-428,373,421,375.4331551
37-450,42-430,373,422,383.7272727
37-450,42-99999,373,429,413.8666667
37-450,44-148,373,441,609.8157895
37-450,45-16700,373,451,241.7593985
37-450,45-273,373,452,236.0203046
37-450,45-99999,373,459,190.3051948
37-450,46-99999,373,460,1306.117647
37-450,47-314,373,473,311.1511628
37-450,47-368,373,471,668.7592593
37-450,47-400,373,472,468.7545455
37-450,47-99999,373,479,371.8145695
37-450,48-12420,373,481,1232.475248
37-450,48-13140,373,482,1039.235294
37-450,48-204,373,483,1317
37-450,48-206,373,484,1124.249169
37-450,48-238,373,485,1691.444444
37-450,48-288,373,486,1116.671795
37-450,48-29700,373,487,1422.421053
37-450,48-41700,373,488,1264.537037
37-450,48-99999,373,489,1290.305164
37-450,49-482,373,491,1945.144737
37-450,49-99999,373,499,1999.75
37-450,50-99999,373,500,726.9117647
37-450,51-40060,373,511,143.2601626
37-450,51-47900,373,513,229.9368932
37-450,51-545,373,512,181.3400673
37-450,51-99999,373,519,144.4004329
37-450,53-440,373,532,2354.428571
37-450,53-500,373,531,2351.410526
37-450,53-99999,373,539,2230.148148
37-450,54-99999,373,540,289.6705882
37-450,55-376,373,551,792.7936508
37-450,55-99999,373,559,868.0769231
37-450,56-99999,373,560,1693.421053
37-99999,01-142,379,11,437.0638298
37-99999,01-380,379,12,586.9583333
37-99999,01-99999,379,19,463.8735632
37-99999,04-38060,379,41,1963.883959
37-99999,04-536,379,42,1915.458333
37-99999,04-99999,379,49,1863.785714
37-99999,05-99999,379,50,807.1611374
37-99999,06-260,379,65,2195.736842
37-99999,06-348,379,61,2218.481481
37-99999,06-41740,379,63,2161.985507
37-99999,06-472,379,62,2255.34
37-99999,06-488,379,64,2294.7625
37-99999,06-99999,379,69,2285.043478
37-99999,08-216,379,81,1507.410959
37-99999,08-99999,379,89,1550.986486
37-99999,09-25540,379,91,651.606383
37-99999,09-408,379,92,615.9791667
37-99999,09-99999,379,99,682.15
37-99999,10-428,379,101,404.6153846
37-99999,10-99999,379,109,409.8809524
37-99999,11-47900,379,111,321.1351351
37-99999,12-300,379,121,428.5086705
37-99999,12-370,379,122,706.8295455
37-99999,12-422,379,123,535.4421769
37-99999,12-45300,379,124,589.0255319
37-99999,12-99999,379,129,614.1513292
37-99999,13-122,379,131,297.4716749
37-99999,13-496,379,132,302.8243243
37-99999,13-99999,379,139,309.620283
37-99999,16-99999,379,160,2007.793651
37-99999,17-176,379,171,728.1258645
37-99999,17-476,379,172,695.3589744
37-99999,17-99999,379,179,717.6707317
37-99999,18-176,379,181,672.4285714
37-99999,18-258,379,183,594.6049383
37-99999,18-294,379,182,554.9311594
37-99999,18-99999,379,189,545.4898649
37-99999,19-99999,379,190,983.8393574
37-99999,20-312,379,201,936.1290323
37-99999,20-556,379,202,1021.087719
37-99999,20-99999,379,209,1073.6
37-99999,21-178,379,211,478.712766
37-99999,21-350,379,212,436.8246753
37-99999,21-99999,379,219,420.612
37-99999,22-12940,379,221,789.3626374
37-99999,22-324,379,222,967.2222222
37-99999,22-406,379,223,737.373494
37-99999,22-99999,379,229,854.9642857
37-99999,23-99999,379,230,904.9814815
37-99999,24-12580,379,241,377.393617
37-99999,24-47900,379,242,346.3089888
37-99999,24-99999,379,249,364.1973684
37-99999,25-148,379,251,738.1903846
37-99999,25-99999,379,259,699.84
37-99999,26-220,379,261,618.5423387
37-99999,26-266,379,262,714.1042945
37-99999,26-99999,379,269,713.1659574
37-99999,27-378,379,271,1081.497942
37-99999,27-99999,379,279,1128.5
37-99999,28-99999,379,280,629.5326087
37-99999,29-312,379,291,920.1833333
37-99999,29-476,379,292,685.3418367
37-99999,29-99999,379,299,806.3701923
37-99999,30-99999,379,300,1889.028571
37-99999,31-420,379,311,1093.102941
37-99999,31-99999,379,319,1114.053571
37-99999,32-332,379,321,2075.145161
37-99999,32-99999,379,329,2174.454545
37-99999,33-148,379,331,776.1578947
37-99999,33-99999,379,339,799.90625
37-99999,34-408,379,341,541.4083205
37-99999,34-428,379,342,471.1973684
37-99999,35-99999,379,350,1583.429907
37-99999,36-104,379,361,693.7228916
37-99999,36-160,379,362,611.3576159
37-99999,36-408,379,363,561.9913043
37-99999,36-464,379,364,628.2794118
37-99999,36-99999,379,369,647.056338
37-99999,37-172,379,371,91.86961388
37-99999,37-268,379,372,110.9725519
37-99999,37-450,379,373,88.75780708
37-99999,37-99999,379,379,35.4189013
37-99999,38-99999,379,380,1385.901408
37-99999,39-178,379,391,441.3986486
37-99999,39-184,379,392,501.6924939
37-99999,39-198,379,393,457.4303797
37-99999,39-212,379,394,471.8972603
37-99999,39-99999,379,399,476.6539924
37-99999,40-416,379,401,1065.019608
37-99999,40-538,379,402,963.8970588
37-99999,40-99999,379,409,1023.589286
37-99999,41-440,379,411,2274.132353
37-99999,41-99999,379,419,2263.794118
37-99999,42-408,379,423,493.1777778
37-99999,42-428,379,421,475.5933148
37-99999,42-430,379,422,424.3705179
37-99999,42-99999,379,429,454.6471572
37-99999,44-148,379,441,723.9222222
37-99999,45-16700,379,451,231.7355372
37-99999,45-273,379,452,155.7536058
37-99999,45-99999,379,459,160.4145854
37-99999,46-99999,379,460,1242.622951
37-99999,47-314,379,473,216.2604651
37-99999,47-368,379,471,622.6415094
37-99999,47-400,379,472,418.5176056
37-99999,47-99999,379,479,305.2021277
37-99999,48-12420,379,481,1156.633663
37-99999,48-13140,379,482,980.5714286
37-99999,48-204,379,483,1254.125
37-99999,48-206,379,484,1066.990724
37-99999,48-238,379,485,1573.26
37-99999,48-288,379,486,1044.984772
37-99999,48-29700,379,487,1434.907317
37-99999,48-41700,379,488,1244.012579
37-99999,48-99999,379,489,1211.860182
37-99999,49-482,379,491,1934.091667
37-99999,49-99999,379,499,1989.944444
37-99999,50-99999,379,500,765.3666667
37-99999,51-40060,379,511,211.7560976
37-99999,51-47900,379,513,293.6633663
37-99999,51-545,379,512,216.3211009
37-99999,51-99999,379,519,201.0534591
37-99999,53-440,379,532,2260.555556
37-99999,53-500,379,531,2331.642857
37-99999,53-99999,379,539,2181.229508
37-99999,54-99999,379,540,291.1901408
37-99999,55-376,379,551,787.7067308
37-99999,55-99999,379,559,897.4434251
37-99999,56-99999,379,560,1757.666667
38-99999,01-142,380,11,1163.357143
38-99999,01-380,380,12,1400
38-99999,01-99999,380,19,1299.5
38-99999,02-99999,380,20,2093.513514
38-99999,04-38060,380,41,1398.56
38-99999,04-536,380,42,1455.5
38-99999,04-99999,380,49,1290.133333
38-99999,05-99999,380,50,977
38-99999,06-260,380,65,1553.153846
38-99999,06-348,380,61,1509.274074
38-99999,06-41740,380,63,1561.533333
38-99999,06-472,380,62,1383.315789
38-99999,06-488,380,64,1416.310811
38-99999,06-99999,380,69,1443.314815
38-99999,08-216,380,81,665.25
38-99999,08-99999,380,89,728.3965517
38-99999,09-25540,380,91,1578.4
38-99999,09-408,380,92,1364.055556
38-99999,09-99999,380,99,1582
38-99999,10-428,380,101,1351.888889
38-99999,11-47900,380,111,1194.5
38-99999,12-300,380,121,1547.818182
38-99999,12-370,380,122,1871.933333
38-99999,12-422,380,123,1718.26087
38-99999,12-45300,380,124,1681.416667
38-99999,12-99999,380,129,1629.272727
38-99999,13-122,380,131,1259.652778
38-99999,13-496,380,132,1409.5
38-99999,13-99999,380,139,1472.925
38-99999,16-99999,380,160,929.6949153
38-99999,17-176,380,171,675.7024793
38-99999,17-476,380,172,841.8888889
38-99999,17-99999,380,179,653.1306306
38-99999,18-176,380,181,673.6666667
38-99999,18-258,380,183,861.4666667
38-99999,18-294,380,182,800.3939394
38-99999,18-99999,380,189,808.6333333
38-99999,19-99999,380,190,471.8108108
38-99999,20-312,380,201,671.16
38-99999,20-556,380,202,689.173913
38-99999,20-99999,380,209,663.6323529
38-99999,21-178,380,211,918
38-99999,21-350,380,212,1037.772727
38-99999,21-99999,380,219,1018.235294
38-99999,22-12940,380,221,1412.2
38-99999,22-324,380,222,1310.333333
38-99999,22-406,380,223,1451.9
38-99999,22-99999,380,229,1251.933333
38-99999,23-99999,380,230,1604.9
38-99999,24-12580,380,241,1360.769231
38-99999,24-47900,380,242,1286.4
38-99999,24-99999,380,249,1278.571429
38-99999,25-148,380,251,1484.212121
38-99999,25-99999,380,259,1549.555556
38-99999,26-220,380,261,917.1587302
38-99999,26-266,380,262,767.8275862
38-99999,26-99999,380,269,789.2459016
38-99999,27-378,380,271,278.7862319
38-99999,27-99999,380,279,114.118023
38-99999,28-99999,380,280,1163.755102
38-99999,29-312,380,291,624.2666667
38-99999,29-476,380,292,789.1428571
38-99999,29-99999,380,299,750.5576923
38-99999,30-99999,380,300,309.8227571
38-99999,31-420,380,311,458.8545455
38-99999,31-99999,380,319,463.3218391
38-99999,32-332,380,321,1233.842105
38-99999,32-99999,380,329,1317.875
38-99999,33-148,380,331,1358.166667
38-99999,33-99999,380,339,1525.5
38-99999,34-408,380,341,1408
38-99999,34-428,380,342,1429.315789
38-99999,35-99999,380,350,1046.148936
38-99999,36-104,380,361,1368.6
38-99999,36-160,380,362,988.2666667
38-99999,36-408,380,363,1371.666667
38-99999,36-464,380,364,1146.25
38-99999,36-99999,380,369,1249.225806
38-99999,37-172,380,371,1318.409091
38-99999,37-268,380,372,1303.571429
38-99999,37-450,380,373,1381.15
38-99999,37-99999,380,379,1439.484848
38-99999,38-99999,380,380,54.80077369
38-99999,39-178,380,391,978.7307692
38-99999,39-184,380,392,983.4545455
38-99999,39-198,380,393,966.9166667
38-99999,39-212,380,394,941.96
38-99999,39-99999,380,399,951.0545455
38-99999,40-416,380,401,849.3
38-99999,40-538,380,402,796.4705882
38-99999,40-99999,380,409,826.1538462
38-99999,41-440,380,411,1348.029412
38-99999,41-99999,380,419,1233.090909
38-99999,42-408,380,423,1292.6
38-99999,42-428,380,421,1330.521739
38-99999,42-430,380,422,1062.677419
38-99999,42-99999,380,429,1231.985714
38-99999,44-148,380,441,1706.875
38-99999,45-16700,380,451,1523.333333
38-99999,45-273,380,452,1289.625
38-99999,45-99999,380,459,1423.055556
38-99999,46-99999,380,460,227.7146018
38-99999,47-314,380,473,1179.307692
38-99999,47-368,380,471,1059.625
38-99999,47-400,380,472,1068
38-99999,47-99999,380,479,1172.9375
38-99999,48-12420,380,481,1244.9
38-99999,48-13140,380,482,1251
38-99999,48-204,380,483,1345
38-99999,48-206,380,484,1072.695652
38-99999,48-238,380,485,1280.0625
38-99999,48-288,380,486,1361.723404
38-99999,48-29700,380,487,1495.625
38-99999,48-41700,380,488,1361.789474
38-99999,48-99999,380,489,1152.975
38-99999,49-482,380,491,941.9111111
38-99999,49-99999,380,499,1083.357143
38-99999,50-99999,380,500,1323.181818
38-99999,51-40060,380,511,1362
38-99999,51-47900,380,513,1249.25
38-99999,51-545,380,512,1461
38-99999,51-99999,380,519,1302.409091
38-99999,53-440,380,532,1483.833333
38-99999,53-500,380,531,1070.487395
38-99999,53-99999,380,539,1130.280702
38-99999,54-99999,380,540,1180.9375
38-99999,55-376,380,551,577.5061728
38-99999,55-99999,380,559,454.1404959
38-99999,56-99999,380,560,521.3214286
39-178,01-142,391,11,458.625
39-178,01-380,391,12,664.3823529
39-178,01-99999,391,19,467.9955357
39-178,02-99999,391,20,2427
39-178,04-38060,391,41,1680.407583
39-178,04-536,391,42,1627.522727
39-178,04-99999,391,49,1606.631579
39-178,05-99999,391,50,577.84375
39-178,06-260,391,65,2083.487805
39-178,06-348,391,61,1999.247283
39-178,06-41740,391,63,1999.105263
39-178,06-472,391,62,2089.75
39-178,06-488,391,64,2142.229226
39-178,06-99999,391,69,2064.458599
39-178,08-216,391,81,1127.573529
39-178,08-99999,391,89,1168.033333
39-178,09-25540,391,91,684.0705882
39-178,09-408,391,92,631.4031008
39-178,09-99999,391,99,709.4117647
39-178,10-428,391,101,511.2368421
39-178,10-99999,391,109,531.1176471
39-178,11-47900,391,111,423.52
39-178,12-300,391,121,726.9904762
39-178,12-370,391,122,995.8176471
39-178,12-422,391,123,814.5828571
39-178,12-45300,391,124,840.4078947
39-178,12-99999,391,129,797.6546763
39-178,13-122,391,131,431.0190641
39-178,13-496,391,132,606.0689655
39-178,13-99999,391,139,517.6315789
39-178,16-99999,391,160,1710.701299
39-178,17-176,391,171,287.4015748
39-178,17-476,391,172,321.6226415
39-178,17-99999,391,179,310.7753425
39-178,18-176,391,181,242.9924812
39-178,18-258,391,183,153.9690722
39-178,18-294,391,182,112.8696559
39-178,18-99999,391,189,129.283484
39-178,19-99999,391,190,524.7919708
39-178,20-312,391,201,585.4772727
39-178,20-556,391,202,754.45
39-178,20-99999,391,209,719.5057471
39-178,21-178,391,211,26.42740286
39-178,21-350,391,212,119.9883946
39-178,21-99999,391,219,144.2625342
39-178,22-12940,391,221,795.8571429
39-178,22-324,391,222,911.0909091
39-178,22-406,391,223,746.6516854
39-178,22-99999,391,229,761.25
39-178,23-99999,391,230,870.1744186
39-178,24-12580,391,241,448.0497238
39-178,24-47900,391,242,410.6126126
39-178,24-99999,391,249,427.031746
39-178,25-148,391,251,765.0962963
39-178,25-99999,391,259,679.58
39-178,26-220,391,261,244.402381
39-178,26-266,391,262,298.790393
39-178,26-99999,391,269,287.0983607
39-178,27-378,391,271,657.877095
39-178,27-99999,391,279,684.0447761
